#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
MIA3	ENSG00000154305	ENSG00000154305:222827997-222828135:source	-0.225365646075;0.225365646075	0.868690932831;0.868690932831	0.437;0.563	0.218;0.782	s|1e0|2e1.1o1|2e2.2o2	True	False	True	2	3	1	chr1	+	222828135-222831264;222828135-222832064	222827997-222828135;222831264-222831314;222831984-222832165	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/84_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MIA3
KDELR1	ENSG00000105438	ENSG00000105438:48894525-48894810:target	0.222885454612;-0.222885454612	0.865765914102;0.865765914102	0.688;0.312	0.905;0.095	s|1e1.2o2|i	False	False	False	1	2	1	chr19	-	48893781-48894525;48894524-48894525	48893456-48894112;48894113-48894524;48894525-48894810	;;	;;	(48894113, 48894524)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/31_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KDELR1
PTPN23	ENSG00000076201	ENSG00000076201:47449835-47449980:target	0.231915477817;-0.231915477817	0.967291371269;0.967291371269	0.749;0.251	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47449445-47449835;47449834-47449835	47449380-47449445;47449446-47449834;47449835-47449980	;;	;;	(47449446, 47449834)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/14_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PTPN23
PTPN23	ENSG00000076201	ENSG00000076201:47448620-47448676:target	0.369344331998;-0.369344331998	0.999999880141;0.999999880141	0.615;0.385	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47448240-47448620;47448619-47448620	47448193-47448240;47448241-47448619;47448620-47448676	;;	;;	(47448241, 47448619)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/14_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PTPN23
PTPN23	ENSG00000076201	ENSG00000076201:47448193-47448240:source	0.292377524814;-0.292377524814	0.999629955369;0.999629955369	0.690;0.310	0.975;0.025	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47448240-47448620;47448240-47448241	47448193-47448240;47448241-47448619;47448620-47448676	;;	;;	(47448241, 47448619)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/14_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PTPN23
RP11-468E2.1	ENSG00000254692	ENSG00000254692:24682615-24682679:target	0.248972215384;-0.248972215384	0.943270656264;0.943270656264	0.342;0.658	0.585;0.415	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24681035-24682615;24682614-24682615	24680886-24681035;24681036-24682614;24682615-24682679	;;	;;	(24681036, 24682614)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/129_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-468E2.1
RP11-468E2.1	ENSG00000254692	ENSG00000254692:24680621-24680798:source	0.223181880324;-0.223181880324	0.89539799553;0.89539799553	0.651;0.349	0.868;0.132	t|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24680798-24680886;24680798-24680799	24680621-24680798;24680799-24680885;24680886-24681035	;;	;;	(24680799, 24680885)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/129_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-468E2.1
RP11-468E2.1	ENSG00000254692	ENSG00000254692:24680886-24681035:source	0.216520786724;-0.216520786724	0.811416787482;0.811416787482	0.404;0.596	0.615;0.385	t|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24681035-24682615;24681035-24681036	24680886-24681035;24681036-24682614;24682615-24682679	;;	;;	(24681036, 24682614)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/129_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-468E2.1
TMEM131	ENSG00000075568	ENSG00000075568:98412681-98412867:target	0.257771304948;-0.257771304948	0.941819003647;0.941819003647	0.695;0.305	0.946;0.054	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	98411578-98412681;98410016-98412681	98409753-98410016;98411393-98411578;98412681-98412867	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/13_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TMEM131
FBXL6	ENSG00000182325	ENSG00000182325:145580610-145580781:source	0.00697497423597;0.208531269791;-0.249437025214	2.67119537006e-07;0.712051288984;0.906433552428	0.025;0.114;0.865	0.058;0.319;0.622	t|1e1.1o3|1e1.2o3|2e0|i	True	True	False	2	2	1	chr8	-	145580781-145581117;145580781-145581099;145580781-145580782	145580610-145580781;145580782-145581089;145581090-145581162;145581090-145581162	;;;	;;;	(145580782, 145581089)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/111_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FBXL6
ARAP1	ENSG00000186635	ENSG00000186635:72396740-72397236:source	-0.222770174521;0.222770174521	0.880913818211;0.880913818211	0.259;0.741	0.042;0.958	t|1e1.1o1|1e2.1o2	False	False	True	2	3	1	chr11	-	72397236-72398733;72397236-72398484	72396740-72397236;72398305-72398547;72398733-72398783	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/114_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ARAP1
ARAP1	ENSG00000186635	ENSG00000186635:72398305-72398547:source	0.273746650339;-0.273746650339	0.999947215138;0.999947215138	0.708;0.292	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr11	-	72398547-72398733;72398547-72398548	72398305-72398547;72398548-72398732;72398733-72398783	;;	;;	(72398548, 72398732)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/114_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ARAP1
ARAP1	ENSG00000186635	ENSG00000186635:72398733-72398783:target	0.404419665796;-0.161038835421;-0.217886407474	0.99999999991;0.323531995148;0.970755147902	0.562;0.200;0.237	0.956;0.042;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	-	72398547-72398733;72397236-72398733;72398732-72398733	72396740-72397236;72398305-72398547;72398548-72398732;72398733-72398783	;;;	;;;	(72398548, 72398732)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/114_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ARAP1
AGER	ENSG00000204305	ENSG00000204305:32151053-32151165:source	0.370809468829;-0.370809468829	0.99999999951;0.99999999951	0.613;0.387	0.975;0.025	t|1e1.3o3|i	False	False	False	1	2	1	chr6	-	32151165-32151332;32151165-32151166	32151053-32151165;32151166-32151185;32151332-32151527	;;	;;	(32151166, 32151185)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/122_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AGER
AGER	ENSG00000204305	ENSG00000204305:32149128-32149254:source	6.07075829215e-06;0.228625184141;-0.227090874541	2.34420600772e-12;0.949474522455;0.944731662459	0.025;0.752;0.246	0.025;0.975;0.025	t|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr6	-	32149254-32150024;32149254-32149383;32149254-32149255	32149128-32149254;32149255-32149300;32149301-32149412;32150024-32150165	;;;	;;;	(32149255, 32149300)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/122_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AGER
TAF11	ENSG00000064995	ENSG00000064995:34850709-34850857:source	0.364345601895;-0.364345601895	0.999999999941;0.999999999941	0.620;0.380	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	34850857-34855564;34850857-34850858	34850709-34850857;34850858-34855563;34855564-34855866	;;	;;	(34850858, 34855563)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/9_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TAF11
TAF11	ENSG00000064995	ENSG00000064995:34855564-34855866:target	0.410472456969;-0.410472456969	1.0;1.0	0.575;0.425	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr6	-	34850857-34855564;34855563-34855564	34850709-34850857;34850858-34855563;34855564-34855866	;;	;;	(34850858, 34855563)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/9_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TAF11
FAM98C	ENSG00000130244	ENSG00000130244:38895894-38896061:source	0.264825328322;-0.042632443467;-0.162398775852	0.989835857924;3.4473074484e-06;0.244837031672	0.712;0.105;0.183	0.970;0.029;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr19	+	38896061-38896159;38896061-38896163;38896061-38896062	38895894-38896061;38896062-38896158;38896159-38896548;38896159-38896548	;;;	;;;	(38896062, 38896158)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/59_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FAM98C
FAM98C	ENSG00000130244	ENSG00000130244:38896159-38896548:target	1.51553883217e-06;0.271126028118;-0.0442006060246;-0.168477198282	4.33443524779e-14;0.993093928002;3.95938333937e-06;0.324805956368	0.025;0.705;0.104;0.189	0.025;0.969;0.029;0.025	t|1e1.2o2|1e2.1o1|2e2.1o1|i	True	True	True	3	3	1	chr19	+	38895753-38896159;38896061-38896159;38896061-38896163;38896158-38896159	38895548-38895753;38895894-38896061;38895894-38896061;38896062-38896158;38896159-38896548	;;;;	;;;;	(38896062, 38896158)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/59_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FAM98C
PCNA	ENSG00000132646	ENSG00000132646:5099415-5099512:target	-0.207347871365;0.207347871365	0.810298546294;0.810298546294	0.975;0.025	0.773;0.227	s|1e1.1o1|i	False	False	False	1	2	1	chr20	-	5099323-5099415;5099414-5099415	5099256-5099323;5099324-5099414;5099415-5099512	;;	;;	(5099324, 5099414)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/63_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PCNA
DPP9	ENSG00000142002	ENSG00000142002:4688304-4688904:target	0.229932160932;-0.229932160932	0.982445741678;0.982445741678	0.751;0.249	0.975;0.025	s|1e1.1o2|2e0|i	True	False	False	1	2	1	chr19	-	4685783-4688769;4688303-4688304	4685638-4685783;4685784-4688303;4688304-4688904	;;	;;	(4685784, 4688303)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/74_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DPP9
DPP9	ENSG00000142002	ENSG00000142002:4685638-4685783:source	0.21546116654;-0.21546116654	0.940583201592;0.940583201592	0.765;0.235	0.975;0.025	t|1e1.1o2|2e0|i	False	True	False	1	2	1	chr19	-	4685783-4688769;4685783-4685784	4685638-4685783;4685784-4688303;4688304-4688904	;;	;;	(4685784, 4688303)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/74_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DPP9
CTD-3214H19.4	ENSG00000268400	ENSG00000268400:7707869-7707934:target	0.259211314466;-0.259211314466	0.999247685815;0.999247685815	0.722;0.278	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	7707709-7707869;7707868-7707869	7707652-7707709;7707710-7707868;7707869-7707934	;;	;;	(7707710, 7707868)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/131_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CTD-3214H19.4
PSMA6	ENSG00000100902	ENSG00000100902:35780039-35780258:source	2.37408003823e-09;0.215989891911;-0.216518288597	6.02256516634e-18;0.842110398011;0.849469798373	0.025;0.704;0.295	0.025;0.915;0.084	s|1e1.2o3|1e1.3o3|1e2.1o1|2e0	True	True	True	3	3	0	chr14	+	35780101-35782069;35780101-35782087;35780101-35783567	35780039-35780258;35781949-35782265;35781949-35782265;35783567-35783661	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/26_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PSMA6
PPIE	ENSG00000084072	ENSG00000084072:40209496-40209596:source	0.224636907672;-0.179788442656;-0.00874714119147	0.856336227652;0.526789186268;1.29537201314e-12	0.542;0.357;0.100	0.762;0.181;0.059	s|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr1	+	40209596-40211047;40209596-40211086;40209596-40214575	40209496-40209596;40211047-40211075;40211086-40214439;40214575-40214760	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/17_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PPIE
TMEM173	ENSG00000184584	ENSG00000184584:138860375-138860672:target	-0.135766495762;1.38340339862e-12;0.303982402888;-0.140422295921	0.0229481077982;6.0225625164e-18;0.999996220101;0.00100717055411	0.209;0.025;0.627;0.162	0.075;0.025;0.923;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr5	-	138858789-138860375;138858457-138860375;138858093-138860375;138860374-138860375	138857855-138858093;138858306-138858457;138858689-138858789;138858790-138860374;138860375-138860672	;;;;	;;;;	(138858790, 138860374)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/112_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TMEM173
MINOS1-NBL1	ENSG00000270136	ENSG00000270136:19949968-19950077:source	0.351330437942;-0.351330437942	0.999999999488;0.999999999488	0.632;0.368	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	19950077-19952881;19950077-19950078	19949968-19950077;19950078-19952880;19952881-19952970	;;	;;	(19950078, 19952880)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/131_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MINOS1-NBL1
MINOS1-NBL1	ENSG00000270136	ENSG00000270136:19952881-19952970:target	0.201332912856;-0.201332912856	0.8313069684;0.8313069684	0.779;0.221	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	19950077-19952881;19952880-19952881	19949968-19950077;19950078-19952880;19952881-19952970	;;	;;	(19950078, 19952880)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/131_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MINOS1-NBL1
CCM2	ENSG00000136280	ENSG00000136280:45107235-45108178:target	-0.0272584429698;1.4527170645e-06;0.340800823277;-0.260506179947	2.07547717692e-14;6.11072341237e-18;0.999998491698;0.999959839871	0.078;0.025;0.631;0.279	0.029;0.025;0.963;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.2o2|3e0|i	False	True	True	3	4	1	chr7	+	45067396-45108042;45078025-45108042;45104245-45108042;45107234-45107235	45067271-45067396;45077852-45078025;45104202-45104245;45104246-45107234;45107235-45108178	;;;;	;;;;	(45104246, 45107234)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/67_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CCM2
OSBPL7	ENSG00000006025	ENSG00000006025:45892581-45892718:source	0.291458481961;-0.291458481961	0.999544813839;0.999544813839	0.691;0.309	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	45892718-45893473;45892718-45892719	45892581-45892718;45892719-45893472;45893473-45893568	;;	;;	(45892719, 45893472)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#OSBPL7
NDEL1	ENSG00000166579	ENSG00000166579:8363327-8363478:source	7.05281799895e-09;-1.10420620861e-07;0.349583847026;7.93618293724e-05;-0.349612120022	6.02257039339e-18;6.02269845216e-18;0.999931278889;5.40949225122e-16;0.999960936503	0.025;0.025;0.524;0.025;0.451	0.025;0.025;0.865;0.026;0.111	s|1e1.1o1|1e2.2o2|1e3.2o3|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr17	+	8363478-8364455;8363478-8366638;8363478-8370248;8363478-8383783;8363478-8393565	8363327-8363478;8364455-8364702;8366095-8366672;8367554-8371480;8383783-8383942;8393565-8393729	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/96_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NDEL1
RPS6KB2	ENSG00000175634	ENSG00000175634:67196998-67197066:source	0.204858547753;2.56512460443e-09;-0.0700422043116;-0.057185763211	0.698725107512;6.02256753208e-18;0.0735163281766;1.83004532938e-08	0.494;0.025;0.407;0.090	0.696;0.025;0.296;0.025	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2	False	True	True	4	4	1	chr11	+	67197066-67198839;67197066-67200002;67197066-67200071;67197066-67200208	67196998-67197066;67198839-67199053;67200002-67200128;67200002-67200128;67200208-67200308	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/106_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RPS6KB2
RPS6KB2	ENSG00000175634	ENSG00000175634:67195931-67196224:source	3.16809967565e-07;0.21721063616;-0.0518413263301;-0.111701532799	1.52405495415e-16;0.830721172736;9.44679081566e-06;0.00217901430237	0.025;0.734;0.118;0.140	0.025;0.946;0.032;0.026	s|1e1.1o2|1e1.2o2|1e2.1o1|2e1.2o2	True	True	True	4	3	1	chr11	+	67196094-67196384;67196094-67196453;67196094-67196591;67196224-67196453	67195931-67196224;67196384-67196493;67196384-67196493;67196384-67196493;67196591-67196711	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/106_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RPS6KB2
RPS6KB2	ENSG00000175634	ENSG00000175634:67200423-67200536:source	0.398457547712;-0.277522986482;-0.0917222733821	0.999999666145;0.986444406347;8.40842067477e-07	0.372;0.509;0.122	0.760;0.239;0.025	s|1e0|2e0|3e0|4e1.1o1|4e2.1o2|5e0|i	True	False	True	2	3	1	chr11	+	67200513-67200597;67200513-67200811;67200536-67200537	67200423-67200536;67200537-67200596;67200597-67200687;67200811-67200918	;;;	;;;	(67200537, 67200596)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/106_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RPS6KB2
RP11-542C16.2	ENSG00000261915	ENSG00000261915:7220524-7220689:source	0.257224377365;-0.257224377365	0.995774881013;0.995774881013	0.724;0.276	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	7220689-7220780;7220689-7220690	7220524-7220689;7220690-7220779;7220780-7220892	;;	;;	(7220690, 7220779)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/130_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-542C16.2
RP11-542C16.2	ENSG00000261915	ENSG00000261915:7218278-7218438:source	0.387729761852;-0.387729761852	1.0;1.0	0.597;0.403	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	7218438-7218650;7218438-7218439	7218278-7218438;7218439-7218649;7218650-7219097	;;	;;	(7218439, 7218649)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/130_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-542C16.2
RINT1	ENSG00000135249	ENSG00000135249:105177105-105177196:target	-0.258547563652;0.258547563652	0.930578104666;0.930578104666	0.385;0.615	0.132;0.868	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	105173316-105177105;105177104-105177105	105173271-105173316;105177060-105177104;105177105-105177196	;;	;;	(105177060, 105177104)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/66_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RINT1
RINT1	ENSG00000135249	ENSG00000135249:105190502-105190612:source	0.234600453234;-0.0302099196673;-0.136798691223	0.934235339038;7.72538177705e-07;0.0288940980571	0.736;0.106;0.159	0.964;0.034;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	+	105190612-105190708;105190612-105192017;105190612-105190613	105190502-105190612;105190613-105190707;105190708-105190933;105192017-105192154	;;;	;;;	(105190613, 105190707)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/66_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RINT1
DDX39A	ENSG00000123136	ENSG00000123136:14523825-14524036:target	7.77156117238e-16;7.77156117238e-16;-0.212728209932;0.214475435862	6.02256251486e-18;6.02256251486e-18;0.847787957076;0.870041446904	0.025;0.025;0.814;0.183	0.025;0.025;0.607;0.393	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr19	-	14523626-14523825;14523523-14523825;14523490-14523825;14523824-14523825	14523171-14523626;14523171-14523626;14523171-14523626;14523627-14523824;14523825-14524036	;;;;	;;;;	(14523627, 14523824)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/52_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DDX39A
DDX39A	ENSG00000123136	ENSG00000123136:14519631-14519764:source	-0.221194995091;0.221194995091	0.913759334825;0.913759334825	0.887;0.113	0.671;0.329	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	14519764-14519849;14519764-14519765	14519631-14519764;14519765-14519848;14519849-14519996	;;	;;	(14519765, 14519848)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/52_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DDX39A
ZSWIM8	ENSG00000214655	ENSG00000214655:75556871-75557029:source	0.659988604208;-0.659988604208	1.0;1.0	0.332;0.668	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr10	+	75557029-75557135;75557029-75557030	75556871-75557029;75557030-75557134;75557135-75557367	;;	;;	(75557030, 75557134)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75559391-75559952:target	0.20270590272;2.41484772968e-11;-0.203478951358	0.722273388233;6.02256254183e-18;0.727231288306	0.489;0.025;0.511	0.687;0.025;0.312	t|1e0|2e2.1o2|3e1.1o1|4e0|i	False	True	True	2	3	1	chr10	+	75559248-75559769;75558811-75559878;75559390-75559391	75558760-75558811;75559068-75559257;75559258-75559390;75559391-75559952	;;;	;;;	(75559258, 75559390)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75557135-75557367:source	0.241664044385;2.58517473564e-05;2.74186601364e-10;-0.243553487244	0.92695888131;6.05157558315e-18;6.02256282107e-18;0.929909642395	0.410;0.025;0.025;0.570	0.645;0.025;0.025;0.333	s|1e0|2e1.1o2|2e1.2o2|3e1.1o2|i	True	True	False	3	2	1	chr10	+	75557363-75557539;75557363-75557694;75557367-75557539;75557367-75557368	75557135-75557367;75557368-75557538;75557539-75557828;75557539-75557828;75557539-75557828	;;;;	;;;;	(75557368, 75557538)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75557135-75557367:target	0.640413160586;-0.640413160586	1.0;1.0	0.351;0.649	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	75557029-75557135;75557134-75557135	75556871-75557029;75557030-75557134;75557135-75557367	;;	;;	(75557030, 75557134)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75551617-75552248:target	-0.318454187747;0.318454187747	0.991689950777;0.991689950777	0.747;0.253	0.437;0.563	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr10	+	75550934-75551617;75551257-75551617	75550733-75550934;75551082-75551257;75551617-75552248	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75560398-75560517:target	0.235608603075;-0.235608603075	0.943325507166;0.943325507166	0.453;0.547	0.683;0.317	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr10	+	75560230-75560398;75560397-75560398	75560054-75560230;75560231-75560397;75560398-75560517	;;	;;	(75560231, 75560397)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75556511-75556772:source	0.267364337217;-0.267364337217	0.976771063519;0.976771063519	0.359;0.641	0.620;0.380	s|1e1.1o1|i	False	False	False	1	2	1	chr10	+	75556772-75556871;75556772-75556773	75556511-75556772;75556773-75556870;75556871-75557029	;;	;;	(75556773, 75556870)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75560054-75560230:source	0.30602616231;-0.30602616231	0.999887994099;0.999887994099	0.570;0.430	0.869;0.131	s|1e1.1o2|i	False	False	False	1	2	1	chr10	+	75560230-75560398;75560230-75560231	75560054-75560230;75560231-75560397;75560398-75560517	;;	;;	(75560231, 75560397)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75557988-75558211:target	0.215171076751;-0.215171076751	0.855846358209;0.855846358209	0.570;0.430	0.780;0.220	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	75557828-75557988;75557987-75557988	75557539-75557828;75557829-75557987;75557988-75558211	;;	;;	(75557829, 75557987)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ZSWIM8	ENSG00000214655	ENSG00000214655:75550733-75550934:source	0.302225350983;-0.302225350983	0.988571287244;0.988571287244	0.377;0.623	0.672;0.328	s|1e1.1o1|1e2.1o2	False	False	True	2	3	1	chr10	+	75550934-75551082;75550934-75551617	75550733-75550934;75551082-75551257;75551617-75552248	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/125_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZSWIM8
ETV6	ENSG00000139083	ENSG00000139083:11982153-11982163:source	-0.245318716502;0.245318716502	0.914335267223;0.914335267223	0.385;0.615	0.146;0.854	s|1e1.1o1|i	False	False	False	1	2	1	chr12	+	11982163-11992074;11982163-11982164	11982153-11982163;11982164-11992073;11992074-11992238	;;	;;	(11982164, 11992073)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/71_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ETV6
