#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_2 E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
FLII	ENSG00000177731	ENSG00000177731:18149058-18149164:source	-0.212289650842;0.212289650842	0.831126088145;0.831126088145	0.673;0.327	0.466;0.534	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	18149164-18149248;18149164-18149165	18149058-18149164;18149165-18149247;18149248-18149376	;;	;;	(18149165, 18149247)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/155_T4_2_T4_17.deltapsi_quantify_deltapsi.html#FLII
FIP1L1	ENSG00000145216	ENSG00000145216:54265897-54266006:target	-0.229442925432;0.249569374798;-1.1164940944e-05	0.827328852554;0.90440509345;3.16407187694e-18	0.523;0.457;0.025	0.298;0.700;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr4	+	54257306-54265897;54257665-54265897;54264390-54265897	54257176-54257306;54257597-54257665;54264380-54264390;54265897-54266006	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/112_T4_2_T4_17.deltapsi_quantify_deltapsi.html#FIP1L1
FIP1L1	ENSG00000145216	ENSG00000145216:54292003-54292132:target	-0.211195863594;0.211195863594	0.765613103995;0.765613103995	0.446;0.554	0.239;0.761	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr4	+	54266006-54292039;54280889-54292039	54265897-54266006;54280782-54280889;54292003-54292132	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/112_T4_2_T4_17.deltapsi_quantify_deltapsi.html#FIP1L1
FIP1L1	ENSG00000145216	ENSG00000145216:54257176-54257306:source	0.206673996167;-0.206673996167	0.713239262694;0.713239262694	0.489;0.511	0.696;0.304	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr4	+	54257306-54257597;54257306-54265897	54257176-54257306;54257597-54257665;54265897-54266006	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/112_T4_2_T4_17.deltapsi_quantify_deltapsi.html#FIP1L1
AKNA	ENSG00000106948	ENSG00000106948:117104289-117104405:source	0.296268547404;-0.296268547404	0.999928221262;0.999928221262	0.081;0.919	0.370;0.630	t|1e0|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	-	117104405-117108143;117104405-117105988	117104289-117104405;117105988-117106083;117108143-117108289	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/48_T4_2_T4_17.deltapsi_quantify_deltapsi.html#AKNA
AKNA	ENSG00000106948	ENSG00000106948:117108143-117108289:target	7.77700191562e-16;8.32164144395e-15;-0.281120706545;0.229870388719;8.25266648841e-16;0.000133880036291	3.15089393973e-18;3.15089393974e-18;0.999978059116;0.986927582128;3.15089393973e-18;3.30999191022e-18	0.025;0.025;0.925;0.070;0.025;0.025	0.025;0.025;0.651;0.295;0.025;0.027	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|i	False	False	True	5	6	1	chr9	-	117107252-117108143;117106399-117108143;117106083-117108143;117104405-117108143;117099586-117108143;117108142-117108143	117096436-117099586;117104289-117104405;117105988-117106083;117106294-117106399;117107242-117107252;117107253-117108142;117108143-117108289	;;;;;;	;;;;;;	(117107253, 117108142)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/48_T4_2_T4_17.deltapsi_quantify_deltapsi.html#AKNA
SEPT1	ENSG00000180096	ENSG00000180096:30391087-30391354:source	-0.58688471165;0.58688471165	1.0;1.0	0.975;0.025	0.403;0.597	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	30391354-30392448;30391354-30391355	30391087-30391354;30391355-30392447;30392448-30392565	;;	;;	(30391355, 30392447)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/158_T4_2_T4_17.deltapsi_quantify_deltapsi.html#SEPT1
SEPT1	ENSG00000180096	ENSG00000180096:30392448-30392565:target	-0.575043262666;0.575043262666	1.0;1.0	0.975;0.025	0.414;0.586	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	30391354-30392448;30392447-30392448	30391087-30391354;30391355-30392447;30392448-30392565	;;	;;	(30391355, 30392447)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/158_T4_2_T4_17.deltapsi_quantify_deltapsi.html#SEPT1
RNPEP	ENSG00000176393	ENSG00000176393:201965275-201965537:source	-0.327475153501;-0.000369099710813;0.00231720086836;0.276951503861	0.998913785508;2.00865998427e-12;5.14438547565e-07;0.997770382781	0.895;0.038;0.064;0.025	0.576;0.034;0.092;0.295	s|1e1.1o1|1e2.1o1|2e1.1o1|i	True	True	True	3	3	1	chr1	+	201965391-201966447;201965391-201969030;201965537-201966447;201965537-201965538	201965275-201965537;201965538-201966446;201966447-201966682;201966447-201966682;201969030-201969143	;;;;	;;;;	(201965538, 201966446)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/153_T4_2_T4_17.deltapsi_quantify_deltapsi.html#RNPEP
RNPEP	ENSG00000176393	ENSG00000176393:201966447-201966682:target	9.79857695632e-09;-0.370783745258;0.00191193748175;0.320500948684	3.15092363336e-18;0.999982447862;3.03651667748e-07;0.999961187042	0.025;0.931;0.067;0.025	0.025;0.569;0.092;0.337	t|1e1.1o1|1e2.1o2|1e2.2o2|i	True	False	True	3	3	1	chr1	+	201958659-201966447;201965391-201966447;201965537-201966447;201966446-201966447	201958511-201958659;201965275-201965537;201965275-201965537;201965538-201966446;201966447-201966682	;;;;	;;;;	(201965538, 201966446)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/153_T4_2_T4_17.deltapsi_quantify_deltapsi.html#RNPEP
ENSG00000248594	ENSG00000248594	ENSG00000248594:112279131-112279211:target	-0.324546910299;0.324546910299	0.999998686515;0.999998686515	0.975;0.025	0.659;0.341	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	112278281-112279131;112279130-112279131	112277776-112278281;112278282-112279130;112279131-112279211	;;	;;	(112278282, 112279130)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/184_T4_2_T4_17.deltapsi_quantify_deltapsi.html#ENSG00000248594
ENSG00000248594	ENSG00000248594	ENSG00000248594:112277776-112278281:source	-0.286428233739;0.286428233739	0.999776269527;0.999776269527	0.975;0.025	0.696;0.304	t|1e1.1o1|i	False	False	False	1	2	1	chr12	-	112278281-112279131;112278281-112278282	112277776-112278281;112278282-112279130;112279131-112279211	;;	;;	(112278282, 112279130)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/184_T4_2_T4_17.deltapsi_quantify_deltapsi.html#ENSG00000248594
SBNO2	ENSG00000064932	ENSG00000064932:1111995-1112066:source	0.11537029159;-0.30537793517;0.161139685649	0.00314920747708;0.999998341659;0.211320623801	0.025;0.975;0.025	0.140;0.677;0.182	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr19	-	1112066-1112401;1112066-1112188;1112066-1112067	1111995-1112066;1112067-1112187;1112188-1112300;1112401-1112536	;;;	;;;	(1112067, 1112187)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/14_T4_2_T4_17.deltapsi_quantify_deltapsi.html#SBNO2
GOLGA1	ENSG00000136935	ENSG00000136935:127683408-127683519:source	-0.494343928068;0.494343928068	0.999999999994;0.999999999994	0.975;0.025	0.493;0.507	t|1e1.1o2|i	False	False	False	1	2	1	chr9	-	127683519-127684002;127683519-127683520	127683408-127683519;127683520-127683990;127683991-127684171	;;	;;	(127683520, 127683990)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/98_T4_2_T4_17.deltapsi_quantify_deltapsi.html#GOLGA1
CCDC57	ENSG00000176155	ENSG00000176155:80146066-80146295:source	0.200109387309;-0.200109387309	0.699723221007;0.699723221007	0.761;0.239	0.956;0.044	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr17	-	80146295-80151632;80146295-80148310	80146066-80146295;80148310-80148403;80151632-80151706	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/153_T4_2_T4_17.deltapsi_quantify_deltapsi.html#CCDC57
CCDC57	ENSG00000176155	ENSG00000176155:80151632-80151706:source	-0.710877306637;0.710877306637	1.0;1.0	0.975;0.025	0.282;0.718	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	80151706-80151858;80151706-80151707	80151632-80151706;80151707-80151857;80151858-80152131	;;	;;	(80151707, 80151857)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/153_T4_2_T4_17.deltapsi_quantify_deltapsi.html#CCDC57
EML3	ENSG00000149499	ENSG00000149499:62374430-62374864:target	-0.253483658527;4.13283208503e-11;0.249314192874	0.998567572424;3.15089398898e-18;0.997558228919	0.975;0.025;0.025	0.728;0.025;0.268	s|1e1.1o2|1e2.2o2|i	False	False	True	2	3	1	chr11	-	62373686-62374430;62372652-62374430;62374429-62374430	62372180-62372701;62373535-62373686;62373687-62374429;62374430-62374864	;;;	;;;	(62373687, 62374429)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/116_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EML3
EML3	ENSG00000149499	ENSG00000149499:62375673-62375768:target	-0.21238061731;0.211827754541;1.26969916881e-13	0.91573944566;0.912619749921;3.15089393988e-18	0.974;0.025;0.025	0.767;0.232;0.025	s|1e1.1o1|1e2.2o5|i	False	False	True	2	3	1	chr11	-	62375293-62375673;62374571-62375673;62375672-62375673	62374430-62374864;62375138-62375293;62375466-62375672;62375673-62375768	;;;	;;;	(62375466, 62375672)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/116_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EML3
EML3	ENSG00000149499	ENSG00000149499:62374430-62374864:source	0.20658939703;5.26358401609e-14;-0.137419292888;3.08689296152e-10;-0.00951525876821	0.878542205516;3.15089393979e-18;0.229179310647;3.15089432441e-18;6.85974364968e-05	0.025;0.025;0.602;0.025;0.364	0.227;0.025;0.456;0.025;0.310	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e0|4e3.1o1|5e0|i	True	True	True	4	4	1	chr11	-	62374571-62375673;62374571-62375338;62374571-62375138;62374519-62375138;62374864-62374865	62374430-62374864;62374865-62375137;62375138-62375293;62375138-62375293;62375338-62375465;62375673-62375768	;;;;;	;;;;;	(62374865, 62375137)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/116_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EML3
EML3	ENSG00000149499	ENSG00000149499:62376826-62376949:target	-0.212708879484;0.212708879484	0.800533857094;0.800533857094	0.710;0.290	0.503;0.497	s|1e1.1o2|i	False	False	False	1	2	1	chr11	-	62376604-62376826;62376825-62376826	62376434-62376604;62376605-62376825;62376826-62376949	;;	;;	(62376605, 62376825)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/116_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EML3
EML3	ENSG00000149499	ENSG00000149499:62376434-62376604:source	-0.256869383815;1.19008323147e-08;0.247919033127	0.984099675089;3.1509080825e-18;0.966570030599	0.709;0.025;0.282	0.459;0.025;0.524	t|1e2.1o1|2e1.1o1|i	False	True	True	2	3	1	chr11	-	62376604-62376826;62376546-62377101;62376604-62376605	62376434-62376604;62376605-62376825;62376826-62376949;62377101-62377168	;;;	;;;	(62376605, 62376825)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/116_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EML3
EML3	ENSG00000149499	ENSG00000149499:62373535-62373686:source	-0.27374134694;0.27374134694	0.999959960656;0.999959960656	0.975;0.025	0.708;0.292	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr11	-	62373686-62374430;62373686-62373687	62373535-62373686;62373687-62374429;62374430-62374864	;;	;;	(62373687, 62374429)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/116_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EML3
NONO	ENSG00000147140	ENSG00000147140:70517227-70517421:source	-0.24074962913;0.044962163406;0.176764044876	0.966668233644;5.66086461349e-17;0.453952745969	0.769;0.025;0.223	0.534;0.075;0.395	s|1e0|2e1.1o2|2e2.1o1|3e0|i	True	False	True	2	3	1	chrX	+	70517311-70517686;70517311-70518319;70517421-70517422	70517227-70517421;70517422-70517685;70517686-70517788;70518319-70518358	;;;	;;;	(70517422, 70517685)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/114_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NONO
ITSN2	ENSG00000198399	ENSG00000198399:24480757-24480962:source	-0.382695811453;0.382695811453	0.999999999987;0.999999999987	0.975;0.025	0.602;0.398	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	24480962-24483975;24480962-24480963	24480757-24480962;24480963-24483213;24483975-24484119	;;	;;	(24480963, 24483213)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/171_T4_2_T4_17.deltapsi_quantify_deltapsi.html#ITSN2
ITSN2	ENSG00000198399	ENSG00000198399:24483975-24484119:target	0.239249175395;-0.239249175395	0.922179540526;0.922179540526	0.134;0.866	0.367;0.633	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr2	-	24483224-24483975;24480962-24483975	24480757-24480962;24483214-24483224;24483975-24484119	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/171_T4_2_T4_17.deltapsi_quantify_deltapsi.html#ITSN2
NR4A2	ENSG00000153234	ENSG00000153234:157185835-157186700:source	-0.0121343289166;-0.422669723772;-3.69157549701e-06;-0.000585973651469;0.463630686296	1.05357301044e-06;0.999989409212;4.77985302661e-16;3.7359992672e-06;1.0	0.077;0.748;0.025;0.165;0.025	0.028;0.335;0.025;0.158;0.477	t|1e1.1o1|1e2.1o1|2e0|3e1.1o1|3e2.1o1|i	True	True	True	4	3	1	chr2	-	157186700-157188992;157186700-157187180;157186522-157188992;157186522-157187180;157186700-157186701	157185835-157186700;157186701-157187179;157187180-157187303;157187180-157187303;157188992-157189232;157188992-157189232	;;;;;	;;;;;	(157186701, 157187179)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/118_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NR4A2
NR4A2	ENSG00000153234	ENSG00000153234:157184363-157184526:source	-0.22889266342;0.22889266342	0.964964219113;0.964964219113	0.975;0.025	0.752;0.248	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	157184526-157184916;157184526-157184527	157184363-157184526;157184527-157184915;157184916-157185045	;;	;;	(157184527, 157184915)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/118_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NR4A2
NR4A2	ENSG00000153234	ENSG00000153234:157184916-157185045:source	4.2301284844e-08;-0.356367964878;0.353782502972	7.31220436181e-18;0.999998260596;0.999997721784	0.025;0.975;0.025	0.025;0.628;0.370	t|1e1.1o4|1e1.4o4|i	True	False	False	2	2	1	chr2	-	157185045-157186426;157185045-157185835;157185045-157185046	157184916-157185045;157185046-157185834;157185835-157186700;157185835-157186700	;;;	;;;	(157185046, 157185834)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/118_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NR4A2
NR4A2	ENSG00000153234	ENSG00000153234:157185835-157186700:target	1.89969505106e-07;-0.297246677408;0.294412291147	8.67242244308e-17;0.998550812002;0.998190759934	0.025;0.975;0.025	0.025;0.685;0.312	s|1e1.1o1|2e0|3e0|4e1.1o1|i	True	True	False	2	2	1	chr2	-	157185045-157186426;157185045-157185835;157185834-157185835	157184916-157185045;157184916-157185045;157185046-157185834;157185835-157186700	;;;	;;;	(157185046, 157185834)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/118_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NR4A2
NR4A2	ENSG00000153234	ENSG00000153234:157184916-157185045:target	-0.245924238254;0.245924238254	0.991880066236;0.991880066236	0.975;0.025	0.735;0.265	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	157184526-157184916;157184915-157184916	157184363-157184526;157184527-157184915;157184916-157185045	;;	;;	(157184527, 157184915)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/118_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NR4A2
NR4A2	ENSG00000153234	ENSG00000153234:157182662-157182719:source	-0.74545771274;-0.00179482537593;0.755705648136	1.0;2.98600394273e-07;1.0	0.950;0.048;0.025	0.223;0.025;0.762	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	-	157182719-157183230;157182719-157182824;157182719-157182720	157182662-157182719;157182720-157182823;157182824-157182840;157183230-157183432	;;;	;;;	(157182720, 157182823)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/118_T4_2_T4_17.deltapsi_quantify_deltapsi.html#NR4A2
SLC39A8	ENSG00000138821	ENSG00000138821:103228593-103228762:target	0.247654298877;-0.247654298877	0.966618875625;0.966618875625	0.063;0.937	0.305;0.695	s|1e0|2e1.1o1|2e2.1o1	True	False	True	2	3	1	chr4	-	103227158-103228593;103226268-103228593	103226146-103226268;103227148-103227158;103228593-103228762	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/101_T4_2_T4_17.deltapsi_quantify_deltapsi.html#SLC39A8
CUL2	ENSG00000108094	ENSG00000108094:35321363-35321422:target	-0.323259764234;0.323259764234	0.999987377156;0.999987377156	0.975;0.025	0.660;0.340	s|1e1.1o1|i	False	False	False	1	2	1	chr10	-	35320547-35321363;35321362-35321363	35320419-35320547;35320548-35321362;35321363-35321422	;;	;;	(35320548, 35321362)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/50_T4_2_T4_17.deltapsi_quantify_deltapsi.html#CUL2
CUL2	ENSG00000108094	ENSG00000108094:35320419-35320547:source	-0.322063859979;0.322063859979	0.999987261088;0.999987261088	0.975;0.025	0.661;0.339	t|1e1.1o1|i	False	False	False	1	2	1	chr10	-	35320547-35321363;35320547-35320548	35320419-35320547;35320548-35321362;35321363-35321422	;;	;;	(35320548, 35321362)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/50_T4_2_T4_17.deltapsi_quantify_deltapsi.html#CUL2
GTF3C5	ENSG00000148308	ENSG00000148308:135932153-135932295:target	-0.241814660709;0.241814660709	0.977385993165;0.977385993165	0.975;0.025	0.739;0.261	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	135931481-135932153;135932152-135932153	135931246-135931481;135931482-135932152;135932153-135932295	;;	;;	(135931482, 135932152)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/115_T4_2_T4_17.deltapsi_quantify_deltapsi.html#GTF3C5
PTPRA	ENSG00000132670	ENSG00000132670:2845624-2845701:source	-0.252464907909;0.252464907909	0.929619719534;0.929619719534	0.814;0.186	0.568;0.432	s|1e1.1o1|i	False	False	False	1	2	1	chr20	+	2845701-2845794;2845701-2845702	2845624-2845701;2845702-2845793;2845794-2845963	;;	;;	(2845702, 2845793)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/88_T4_2_T4_17.deltapsi_quantify_deltapsi.html#PTPRA
STARD7	ENSG00000084090	ENSG00000084090:96858814-96858943:source	2.1588470207e-08;-0.255026027651;0.24891617164	3.15092030432e-18;0.996259489691;0.993086468055	0.025;0.975;0.025	0.025;0.726;0.268	t|1e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr2	-	96858943-96859040;96858898-96858980;96858943-96858944	96858814-96858943;96858944-96858979;96858980-96859090;96858980-96859090	;;;	;;;	(96858944, 96858979)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/24_T4_2_T4_17.deltapsi_quantify_deltapsi.html#STARD7
GLUL	ENSG00000135821	ENSG00000135821:182354492-182354691:source	-0.531186054172;0.531186054172	1.0;1.0	0.975;0.025	0.457;0.543	t|1e1.1o2|i	False	False	False	1	2	1	chr1	-	182354691-182354895;182354691-182354692	182354492-182354691;182354692-182354833;182354834-182355074	;;	;;	(182354692, 182354833)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/94_T4_2_T4_17.deltapsi_quantify_deltapsi.html#GLUL
GLUL	ENSG00000135821	ENSG00000135821:182354834-182355074:target	-0.597830521024;0.597830521024	1.0;1.0	0.975;0.025	0.392;0.608	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr1	-	182354691-182354895;182354833-182354834	182354492-182354691;182354692-182354833;182354834-182355074	;;	;;	(182354692, 182354833)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/94_T4_2_T4_17.deltapsi_quantify_deltapsi.html#GLUL
RTCA	ENSG00000137996	ENSG00000137996:100756959-100758325:target	-0.392065043459;0.392065043459	1.0;1.0	0.975;0.025	0.593;0.407	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	100752759-100756959;100756958-100756959	100752655-100752759;100752760-100756958;100756959-100758325	;;	;;	(100752760, 100756958)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/99_T4_2_T4_17.deltapsi_quantify_deltapsi.html#RTCA
RAP1B	ENSG00000127314	ENSG00000127314:69044024-69044662:target	-8.71460611868e-12;-0.259747117948;0.258631246642	3.15089396081e-18;0.999073509168;0.998926648206	0.025;0.975;0.025	0.025;0.722;0.277	t|1e0|2e1.3o5|2e2.2o3|i	False	True	True	2	3	1	chr12	+	69004823-69044180;69042561-69044180;69044023-69044024	69004619-69004836;69042450-69043821;69043822-69044023;69044024-69044662	;;;	;;;	(69043822, 69044023)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/79_T4_2_T4_17.deltapsi_quantify_deltapsi.html#RAP1B
TMC6	ENSG00000141524	ENSG00000141524:76113348-76113428:source	-0.27210541903;0.27210541903	0.999994690803;0.999994690803	0.975;0.025	0.710;0.290	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	76113428-76113549;76113428-76113429	76113348-76113428;76113429-76113548;76113549-76113725	;;	;;	(76113429, 76113548)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/105_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TMC6
TMC6	ENSG00000141524	ENSG00000141524:76124693-76124711:target	-0.000130396140284;-0.473832857979;-1.20117309904e-06;0.473028518801	3.82576206954e-14;1.0;6.49596796452e-18;1.0	0.027;0.967;0.025;0.025	0.025;0.505;0.025;0.486	s|1e1.3o5|1e1.4o5|1e2.1o4|i	False	True	True	3	3	1	chr17	-	76123055-76124693;76122987-76124693;76122729-76124693;76124692-76124693	76122605-76122729;76122858-76123101;76122858-76123101;76123102-76124692;76124693-76124711	;;;;	;;;;	(76123102, 76124692)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/105_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TMC6
TMC6	ENSG00000141524	ENSG00000141524:76116734-76116913:source	-0.40056712708;0.40056712708	1.0;1.0	0.975;0.025	0.584;0.416	t|1e1.1o1|2e0|3e0|i	False	True	False	1	2	1	chr17	-	76116913-76117094;76116913-76116914	76116734-76116913;76116914-76117093;76117094-76117245	;;	;;	(76116914, 76117093)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/105_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TMC6
TMC6	ENSG00000141524	ENSG00000141524:76121807-76121977:target	-0.210291637247;0.210291637247	0.809555968971;0.809555968971	0.843;0.157	0.638;0.362	s|1e0|2e0|2e1.1o1|i	True	False	False	1	2	1	chr17	-	76121344-76121807;76121806-76121807	76121161-76121344;76121345-76121806;76121807-76121977	;;	;;	(76121345, 76121806)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/105_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TMC6
TMC6	ENSG00000141524	ENSG00000141524:76117094-76117245:target	-0.362753147856;0.128782468713;0.202837551894	0.999999822703;0.0978461792254;0.919119175951	0.727;0.272;0.025	0.374;0.405;0.223	s|1e1.1o3|1e2.2o2|i	False	False	True	2	3	1	chr17	-	76116913-76117094;76115473-76117094;76117093-76117094	76115143-76115477;76116734-76116913;76116914-76117093;76117094-76117245	;;;	;;;	(76116914, 76117093)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/105_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TMC6
TMC6	ENSG00000141524	ENSG00000141524:76113549-76113725:target	-0.324625462642;-5.68638652801e-15;0.322330043092	1.0;3.15089393974e-18;1.0	0.975;0.025;0.025	0.658;0.025;0.339	s|1e1.1o1|1e2.2o3|i	False	False	True	2	3	1	chr17	-	76113428-76113549;76109705-76113549;76113548-76113549	76109629-76110040;76113348-76113428;76113429-76113548;76113549-76113725	;;;	;;;	(76113429, 76113548)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/105_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TMC6
RPS15	ENSG00000115268	ENSG00000115268:1438358-1438579:source	-0.311517385374;-0.00234631614629;-0.000428067314028;0.328191199282	0.996294064505;2.12474537017e-07;1.46218817587e-10;0.999998409082	0.900;0.066;0.032;0.025	0.596;0.043;0.025;0.345	s|1e1.2o3|1e1.3o3|2e1.2o3|i	True	True	False	3	2	1	chr19	+	1438427-1438806;1438427-1438810;1438579-1438806;1438579-1438580	1438358-1438579;1438580-1438788;1438789-1438891;1438789-1438891;1438789-1438891	;;;;	;;;;	(1438580, 1438788)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/61_T4_2_T4_17.deltapsi_quantify_deltapsi.html#RPS15
MCRS1	ENSG00000187778	ENSG00000187778:49953512-49953604:target	-0.317928190578;0.130968590907;0.15693943759	0.999904282875;0.0720989326325;0.233727934448	0.975;0.025;0.025	0.665;0.157;0.179	s|1e0|2e1.1o1|2e2.3o4|i	True	False	True	2	3	1	chr12	-	49953318-49953512;49953084-49953512;49953511-49953512	49952796-49953205;49953236-49953318;49953319-49953511;49953512-49953604	;;;	;;;	(49953319, 49953511)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/165_T4_2_T4_17.deltapsi_quantify_deltapsi.html#MCRS1
