#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_1 E(PSI)	T4_2 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ABCF1	ENSG00000204574	ENSG00000204574:30558312-30559309:target	-0.231418628205;0.232475721961;-1.66282626174e-09	0.950621018923;0.953122613011;3.8982474689e-18	0.251;0.748;0.025	0.025;0.974;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	+	30557990-30558312;30558155-30558312;30558311-30558312	30557926-30557990;30558083-30558155;30558156-30558311;30558312-30559309	;;;	;;;	(30558156, 30558311)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/180_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ABCF1
ABCF1	ENSG00000204574	ENSG00000204574:30557926-30557990:source	0.255998411254;-0.11545753773;-0.107007139346	0.973848436869;0.00161294239099;0.0647148486797	0.543;0.139;0.317	0.793;0.025;0.192	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	+	30557990-30558083;30557990-30558312;30557990-30557991	30557926-30557990;30557991-30558082;30558083-30558155;30558312-30559309	;;;	;;;	(30557991, 30558082)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/180_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ABCF1
COG4	ENSG00000103051	ENSG00000103051:70531124-70531290:target	0.315381416101;-0.315381416101	0.998902444323;0.998902444323	0.644;0.356	0.951;0.049	s|1e1.1o3|1e1.2o3	False	True	False	2	2	0	chr16	-	70530334-70531124;70530282-70531124	70530169-70530334;70530169-70530334;70531124-70531290	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/44_T4_1_T4_2.deltapsi_quantify_deltapsi.html#COG4
NBEAL2	ENSG00000160796	ENSG00000160796:47048731-47048840:target	-0.0141356641794;0.274171794433;-0.231131030925	4.00375318093e-17;0.990631138721;0.899261309456	0.068;0.364;0.574	0.025;0.632;0.348	t|1e1.1o1|1e2.1o1|2e0|i	False	True	True	2	3	1	chr3	+	47047939-47048731;47048645-47048731;47048730-47048731	47047809-47047939;47048541-47048645;47048646-47048730;47048731-47048840	;;;	;;;	(47048646, 47048730)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47047809-47047939:source	0.255200033747;-0.00177142636849;-0.52346433943;-1.5247080116e-05;0.309986611459	0.982636477215;6.26768262095e-18;1.0;3.91863823804e-18;0.999999999999	0.339;0.044;0.584;0.025;0.025	0.587;0.025;0.073;0.025;0.327	s|1e1.2o3|1e2.1o2|1e3.1o1|1e4.2o2|i	False	False	True	4	5	1	chr3	+	47047939-47048556;47047939-47048731;47047939-47049015;47047939-47049306;47047939-47047940	47047809-47047939;47047940-47048540;47048541-47048645;47048731-47048840;47049015-47049187;47049253-47049400	;;;;;	;;;;;	(47047940, 47048540)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47048541-47048645:target	-0.355480770842;0.355480770842	1.0;1.0	0.975;0.025	0.628;0.372	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr3	+	47047939-47048556;47048540-47048541	47047809-47047939;47047940-47048540;47048541-47048645	;;	;;	(47047940, 47048540)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47044664-47044947:target	0.228546010152;-0.228546010152	0.898453638036;0.898453638036	0.587;0.413	0.810;0.190	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47044571-47044664;47044663-47044664	47044447-47044571;47044572-47044663;47044664-47044947	;;	;;	(47044572, 47044663)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47049015-47049187:target	-0.627196766486;0.62705363279;1.40075622729e-12	1.0;1.0;3.89824428139e-18	0.747;0.252;0.025	0.136;0.864;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	+	47047939-47049015;47048840-47049015;47049014-47049015	47047809-47047939;47048731-47048840;47048841-47049014;47049015-47049187	;;;	;;;	(47048841, 47049014)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47044447-47044571:source	0.241190283654;-0.241190283654	0.975680095416;0.975680095416	0.597;0.403	0.832;0.168	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47044571-47044664;47044571-47044572	47044447-47044571;47044572-47044663;47044664-47044947	;;	;;	(47044572, 47044663)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47048541-47048645:source	0.319727332494;-0.319727332494	0.999873266806;0.999873266806	0.335;0.665	0.646;0.354	s|1e1.1o2|i	False	False	False	1	2	1	chr3	+	47048645-47048731;47048645-47048646	47048541-47048645;47048646-47048730;47048731-47048840	;;	;;	(47048646, 47048730)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NBEAL2
REPS1	ENSG00000135597	ENSG00000135597:139251114-139251235:source	-0.0137546070959;-7.96982924986e-07;-0.162229766551;0.203342419987;0.00141705357213	8.21324714406e-08;3.93836092172e-18;0.275977948718;0.706553144206;1.52445087709e-14	0.072;0.025;0.183;0.737;0.025	0.025;0.025;0.025;0.935;0.042	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.2o2|2e0	True	True	True	5	5	1	chr6	-	139251235-139266356;139251235-139265698;139251235-139265635;139251235-139262472;139251235-139255362	139251114-139251235;139255362-139255463;139262472-139262626;139265635-139265759;139265635-139265759;139266356-139266509	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#REPS1
REPS1	ENSG00000135597	ENSG00000135597:139235834-139236324:source	-0.0817882324291;-0.0762424049111;0.213398525661;-2.98168789663e-09	0.000880347813056;0.00118016917103;0.825963522683;3.89824907681e-18	0.118;0.121;0.760;0.025	0.025;0.026;0.968;0.025	t|1e0|2e0|3e1.2o2|3e2.1o1|3e3.1o1|i	False	True	True	3	4	1	chr6	-	139235898-139241352;139235898-139238692;139235898-139236995;139236324-139236325	139235834-139236324;139236325-139236994;139236995-139237351;139238692-139238783;139241352-139241453	;;;;	;;;;	(139236325, 139236994)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#REPS1
REPS1	ENSG00000135597	ENSG00000135597:139265635-139265759:target	0.0523726796875;-8.1627512123e-06;0.212669853068;-0.0052409019692;-0.234678595742	0.00109715129174;1.95685341704e-14;0.738195513252;1.35715951447e-07;0.922186871412	0.029;0.025;0.645;0.061;0.254	0.123;0.025;0.855;0.025;0.025	s|1e1.1o2|1e3.1o2|2e1.1o2|2e2.1o1|2e3.1o2	True	True	True	5	4	1	chr6	-	139265152-139265698;139251235-139265698;139265152-139265635;139262626-139265635;139251235-139265635	139251114-139251235;139251114-139251235;139262472-139262626;139264990-139265152;139264990-139265152;139265635-139265759	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#REPS1
MICAL1	ENSG00000135596	ENSG00000135596:109769406-109769596:target	0.0966686300116;-0.116979644598;-0.055617061732;-0.206914590705;0.281000827499	0.105753518138;0.0132977761291;3.49861393211e-06;0.819786710627;0.999999961926	0.535;0.143;0.094;0.227;0.025	0.664;0.025;0.025;0.025;0.299	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|i	False	True	True	4	4	1	chr6	-	109769166-109769406;109768925-109769406;109768780-109769406;109768643-109769406;109769405-109769406	109768560-109768780;109768560-109768780;109768884-109768925;109769078-109769166;109769167-109769405;109769406-109769596	;;;;;	;;;;;	(109769167, 109769405)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MICAL1
MICAL1	ENSG00000135596	ENSG00000135596:109769935-109770082:target	0.251466746669;-0.000230349207258;-3.14432598133e-06;-0.169742999413;-0.000144772431252;-4.93931107456e-11	0.991276893274;8.31567805281e-18;3.90245003355e-18;0.345636396335;4.89853123786e-18;3.89824434555e-18	0.729;0.029;0.025;0.191;0.027;0.025	0.974;0.025;0.025;0.025;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|1e5.1o1|i	False	False	True	5	6	1	chr6	-	109769596-109769935;109768925-109769935;109768643-109769935;109768432-109769935;109767975-109769935;109769934-109769935	109767882-109767975;109768276-109768432;109768560-109768780;109768884-109768925;109769406-109769596;109769597-109769934;109769935-109770082	;;;;;;	;;;;;;	(109769597, 109769934)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MICAL1
MICAL1	ENSG00000135596	ENSG00000135596:109769078-109769166:source	-0.31007442756;0.31007442756	0.999999935147;0.999999935147	0.975;0.025	0.673;0.327	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	109769166-109769406;109769166-109769167	109769078-109769166;109769167-109769405;109769406-109769596	;;	;;	(109769167, 109769405)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MICAL1
MICAL1	ENSG00000135596	ENSG00000135596:109768884-109768925:source	-0.0291755498696;-0.330704934306;0.400257426641;-1.31836519672e-06	0.000725989930625;0.996097926182;0.999961386207;4.7002341777e-13	0.096;0.358;0.543;0.025	0.025;0.036;0.933;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr6	-	109768925-109769935;109768925-109769406;109768925-109769078;109768925-109768926	109768884-109768925;109768926-109769077;109769078-109769166;109769406-109769596;109769935-109770082	;;;;	;;;;	(109768926, 109769077)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MICAL1
MICAL1	ENSG00000135596	ENSG00000135596:109767339-109767615:target	-0.00285357562025;-0.0142125788119;0.208198213465;-0.0874644885289;-2.609371076e-10	1.2230436905e-08;2.33571896697e-06;0.744662812527;0.000603291562389;3.89824462942e-18	0.085;0.100;0.691;0.121;0.025	0.056;0.038;0.894;0.025;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|i	False	True	True	4	3	1	chr6	-	109767155-109767339;109767104-109767339;109767065-109767339;109766732-109767339;109767338-109767339	109766619-109766732;109766974-109767155;109766974-109767155;109766974-109767155;109767156-109767338;109767339-109767615	;;;;;	;;;;;	(109767156, 109767338)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/98_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MICAL1
ANXA1	ENSG00000135046	ENSG00000135046:75782413-75782785:source	0.241585195514;-0.241585195514	0.93673588284;0.93673588284	0.414;0.586	0.650;0.350	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr9	+	75782471-75783948;75782785-75782786	75782413-75782785;75782786-75783013;75783014-75784070	;;	;;	(75782786, 75783013)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/96_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ANXA1
AGTPBP1	ENSG00000135049	ENSG00000135049:88204443-88204596:target	0.25218144146;-0.25218144146	0.946301482122;0.946301482122	0.618;0.382	0.863;0.137	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	-	88203393-88204443;88201875-88204443	88201746-88201875;88203213-88203393;88204443-88204596	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/97_T4_1_T4_2.deltapsi_quantify_deltapsi.html#AGTPBP1
AGTPBP1	ENSG00000135049	ENSG00000135049:88201746-88201875:source	-0.248230121161;0.248230121161	0.931109066931;0.931109066931	0.382;0.618	0.140;0.860	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	-	88201875-88204443;88201875-88203213	88201746-88201875;88203213-88203393;88204443-88204596	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/97_T4_1_T4_2.deltapsi_quantify_deltapsi.html#AGTPBP1
TMEM2	ENSG00000135048	ENSG00000135048:74364917-74365301:source	4.83726009378e-09;0.205004382425;-0.205882308829	3.89825084027e-18;0.721330656245;0.729056645469	0.025;0.169;0.830	0.025;0.369;0.629	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr9	-	74365301-74429871;74365301-74384288;74365301-74383273	74364917-74365301;74383273-74383800;74384288-74384298;74429871-74430208	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/96_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TMEM2
TMEM2	ENSG00000135048	ENSG00000135048:74364917-74365301:target	-0.00108459884127;-0.00657692505014;-0.132184320999;-0.0589742593586;0.332329411176	2.14534404185e-10;6.81381469124e-08;0.32435880191;0.000396708241287;0.999994585814	0.039;0.064;0.789;0.104;0.025	0.025;0.025;0.626;0.025;0.349	s|1e0|2e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|3e0|i	True	False	True	4	5	1	chr9	-	74364051-74364959;74363573-74364959;74361257-74364959;74355148-74364959;74364916-74364917	74354979-74355148;74361117-74361257;74363563-74363573;74364041-74364051;74364052-74364916;74364917-74365301	;;;;;	;;;;;	(74364052, 74364916)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/96_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TMEM2
TMEM2	ENSG00000135048	ENSG00000135048:74361117-74361257:target	-0.249319201492;-0.00683531709248;0.274915511	0.956846877435;0.000488691598631;0.99937512019	0.327;0.672;0.025	0.084;0.622;0.293	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr9	-	74360539-74361117;74360495-74361117;74361116-74361117	74359934-74360539;74359934-74360539;74360540-74361116;74361117-74361257	;;;	;;;	(74360540, 74361116)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/96_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TMEM2
TMEM2	ENSG00000135048	ENSG00000135048:74354979-74355148:target	0.216177765489;-0.216177765489	0.856683862716;0.856683862716	0.703;0.297	0.914;0.086	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	-	74349910-74354979;74347436-74354979	74347267-74347436;74349722-74349910;74354979-74355148	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/96_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TMEM2
TMEM2	ENSG00000135048	ENSG00000135048:74361117-74361257:source	-0.353737179436;0.353737179436	0.999999639844;0.999999639844	0.975;0.025	0.630;0.370	t|1e1.2o3|i	False	False	False	1	2	1	chr9	-	74361257-74364959;74361257-74361258	74361117-74361257;74361258-74363562;74364917-74365301	;;	;;	(74361258, 74363562)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/96_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TMEM2
STARD3	ENSG00000131748	ENSG00000131748:37814028-37814140:source	-0.00255473005861;-2.9248413507e-11;9.77381774604e-11;0.207803768332;-1.00118067785e-11;-0.143121381715	2.71829326184e-10;3.89824431977e-18;3.89824441208e-18;0.789721762638;3.89824429404e-18;0.0224389347577	0.132;0.025;0.025;0.685;0.025;0.165	0.106;0.025;0.025;0.888;0.025;0.025	s|1e0|2e0|3e0|4e0|5e1.3o3|5e2.2o4|6e1.2o3|6e1.3o3|6e2.2o4|7e0|i	True	True	True	5	3	1	chr17	+	37814092-37814226;37814092-37814658;37814105-37814188;37814105-37814226;37814105-37814658;37814140-37814141	37814028-37814140;37814141-37814163;37814164-37814279;37814164-37814279;37814164-37814279;37814647-37814946;37814647-37814946	;;;;;;	;;;;;;	(37814141, 37814163)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/90_T4_1_T4_2.deltapsi_quantify_deltapsi.html#STARD3
STARD3	ENSG00000131748	ENSG00000131748:37814164-37814279:source	-1.00811562366e-11;-0.279050148245;-1.34189905407e-09;0.277732636414	3.89824429314e-18;0.999964041762;3.89824607453e-18;0.999955176654	0.025;0.975;0.025;0.025	0.025;0.703;0.025;0.296	s|1e0|2e1.1o1|2e2.2o4|2e2.3o4|i	True	True	True	3	3	1	chr17	+	37814279-37814521;37814279-37814658;37814279-37814666;37814279-37814280	37814164-37814279;37814280-37814520;37814521-37814549;37814647-37814946;37814647-37814946	;;;;	;;;;	(37814280, 37814520)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/90_T4_1_T4_2.deltapsi_quantify_deltapsi.html#STARD3
CCDC12	ENSG00000160799	ENSG00000160799:46963216-46963629:source	0.200202519061;-0.200202519061	0.802582868635;0.802582868635	0.780;0.220	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr3	-	46963629-46963726;46963629-46963630	46963216-46963629;46963630-46963725;46963726-46963802	;;	;;	(46963630, 46963725)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/133_T4_1_T4_2.deltapsi_quantify_deltapsi.html#CCDC12
WHSC1L1	ENSG00000147548	ENSG00000147548:38138985-38139101:target	-0.157570814703;-0.00135543149106;0.209399254223	0.338010580953;4.32238011793e-14;0.784907897191	0.830;0.042;0.125	0.670;0.025;0.329	s|1e1.2o2|1e2.1o1|2e1.2o2	True	True	True	3	3	1	chr8	-	38137199-38139018;38135930-38139018;38137199-38138985	38135824-38135930;38137058-38137728;38137058-38137728;38138985-38139101	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/119_T4_1_T4_2.deltapsi_quantify_deltapsi.html#WHSC1L1
ABTB1	ENSG00000114626	ENSG00000114626:127395810-127395926:source	1.57376350682e-10;-0.0428378190771;0.253371234472;-9.13526837936e-14;-0.193644443914	3.89824449321e-18;1.35553319753e-11;0.960499615327;3.89824427965e-18;0.631069801644	0.025;0.078;0.320;0.025;0.600	0.025;0.025;0.567;0.025;0.411	s|1e1.1o2|2e0|3e1.1o2|4e0|5e1.1o2|5e2.3o3|i	True	True	True	4	3	1	chr3	+	127395835-127396011;127395913-127396011;127395926-127396011;127395926-127396650;127395926-127395927	127395810-127395926;127395927-127396010;127396011-127396129;127396011-127396129;127396011-127396129;127396519-127396686	;;;;;	;;;;;	(127395927, 127396010)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/65_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ABTB1
ABTB1	ENSG00000114626	ENSG00000114626:127396011-127396129:target	-0.05247272675;8.94967840201e-12;-0.00367254234072;0.294769977584;-0.195297225128	1.98486643488e-13;3.89824429162e-18;8.81060320433e-18;0.999020491928;0.646189623684	0.084;0.025;0.053;0.213;0.646	0.025;0.025;0.025;0.501;0.455	t|1e1.1o2|1e2.1o5|1e2.3o5|1e2.5o5|2e0|i	True	True	True	4	3	1	chr3	+	127395424-127396011;127395835-127396011;127395913-127396011;127395926-127396011;127396010-127396011	127395379-127395652;127395810-127395926;127395810-127395926;127395810-127395926;127395927-127396010;127396011-127396129	;;;;;	;;;;;	(127395927, 127396010)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/65_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ABTB1
UNC13D	ENSG00000092929	ENSG00000092929:73839240-73839347:target	0.300298086395;-0.300298086395	0.999745401216;0.999745401216	0.682;0.318	0.975;0.025	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr17	-	73839154-73839240;73839239-73839240	73839095-73839154;73839155-73839239;73839240-73839347	;;	;;	(73839155, 73839239)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/32_T4_1_T4_2.deltapsi_quantify_deltapsi.html#UNC13D
ILK	ENSG00000166333	ENSG00000166333:6630110-6630198:source	0.203792641154;-0.203792641154	0.732488925243;0.732488925243	0.773;0.227	0.972;0.028	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	6630198-6630302;6630198-6630530	6630110-6630198;6630302-6630387;6630530-6630639	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/143_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ILK
ILK	ENSG00000166333	ENSG00000166333:6630530-6630639:target	-0.226404873767;0.228025562868;-2.03488263661e-07	0.878472062545;0.885067209667;1.03389737644e-16	0.247;0.751;0.025	0.027;0.973;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	+	6630198-6630530;6630387-6630530;6630529-6630530	6630110-6630198;6630302-6630387;6630388-6630529;6630530-6630639	;;;	;;;	(6630388, 6630529)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/143_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ILK
ILK	ENSG00000166333	ENSG00000166333:6630955-6631076:target	0.233589308719;-0.233589308719	0.877298503678;0.877298503678	0.628;0.372	0.856;0.144	t|1e1.1o2|i	False	False	False	1	2	1	chr11	+	6630870-6630955;6630954-6630955	6630743-6630872;6630873-6630954;6630955-6631076	;;	;;	(6630873, 6630954)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/143_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ILK
ILK	ENSG00000166333	ENSG00000166333:6631167-6631266:target	0.242154412387;-0.242154412387	0.936344376868;0.936344376868	0.582;0.418	0.818;0.182	t|1e1.2o2|i	False	False	False	1	2	1	chr11	+	6631076-6631167;6631166-6631167	6630955-6631076;6631077-6631166;6631167-6631266	;;	;;	(6631077, 6631166)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/143_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ILK
ILK	ENSG00000166333	ENSG00000166333:6630743-6630872:source	0.28325247162;-0.28325247162	0.991103534321;0.991103534321	0.566;0.434	0.842;0.158	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr11	+	6630870-6630955;6630872-6630873	6630743-6630872;6630873-6630954;6630955-6631076	;;	;;	(6630873, 6630954)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/143_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ILK
TRADD	ENSG00000102871	ENSG00000102871:67188999-67189197:source	0.365248072452;-0.365248072452	0.999994412439;0.999994412439	0.512;0.488	0.868;0.132	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	67189197-67189280;67189197-67189198	67188999-67189197;67189198-67189279;67189280-67189557	;;	;;	(67189198, 67189279)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/43_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TRADD
TRADD	ENSG00000102871	ENSG00000102871:67189280-67189557:target	0.259843129001;-0.259843129001	0.966406061435;0.966406061435	0.588;0.412	0.841;0.159	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	67189197-67189280;67189279-67189280	67188999-67189197;67189198-67189279;67189280-67189557	;;	;;	(67189198, 67189279)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/43_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TRADD
TRADD	ENSG00000102871	ENSG00000102871:67190413-67190584:target	-0.387095353446;0.388115624397;-7.83149943979e-08	0.999947805171;0.99995169798;4.97040666952e-18	0.667;0.331;0.025	0.289;0.710;0.025	s|1e1.2o2|1e2.1o2|i	False	False	True	2	3	1	chr16	-	67190102-67190413;67189557-67190413;67190412-67190413	67189280-67189557;67189654-67190152;67190153-67190412;67190413-67190584	;;;	;;;	(67190153, 67190412)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/43_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TRADD
TRADD	ENSG00000102871	ENSG00000102871:67193741-67194201:target	0.309755948729;-0.29554108496;2.79871805622e-05;-1.03889494663e-05;-5.2744058953e-11	0.998996649555;0.99844854953;4.60020848494e-18;3.91214024264e-18;3.89824435003e-18	0.560;0.389;0.027;0.025;0.025	0.862;0.101;0.028;0.025;0.025	s|1e1.2o2|1e2.2o2|1e3.1o2|1e4.1o1|i	False	False	True	4	5	1	chr16	-	67190571-67193741;67190102-67193741;67189557-67193741;67188862-67193741;67193740-67193741	67188083-67188862;67189280-67189557;67189654-67190152;67190413-67190584;67190585-67193740;67193741-67194201	;;;;;	;;;;;	(67190585, 67193740)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/43_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TRADD
FLII	ENSG00000177731	ENSG00000177731:18151243-18151347:target	0.232614869202;-0.232614869202	0.973960926545;0.973960926545	0.748;0.252	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	18151162-18151243;18151242-18151243	18150971-18151162;18151163-18151242;18151243-18151347	;;	;;	(18151163, 18151242)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/159_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLII
FLII	ENSG00000177731	ENSG00000177731:18149248-18149376:source	0.316054906966;-2.37837093532e-13;-0.315791788216	0.999893897123;3.8982442798e-18;0.999893291432	0.527;0.025;0.472	0.836;0.025;0.164	t|1e0|1e2.1o3|2e0|3e0|4e1.1o3|5e0|i	False	True	True	2	3	1	chr17	-	18149376-18149476;18149303-18157411;18149376-18149377	18149248-18149376;18149377-18149424;18149425-18149536;18157201-18157496	;;;	;;;	(18149377, 18149424)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/159_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLII
FLII	ENSG00000177731	ENSG00000177731:18149248-18149376:target	0.353248154118;-0.000690204209054;-0.314810330563	0.999999702634;4.82143795494e-18;0.999935132271	0.315;0.035;0.643	0.659;0.025;0.336	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	-	18149164-18149248;18148974-18149248;18149247-18149248	18148869-18148974;18149058-18149164;18149165-18149247;18149248-18149376	;;;	;;;	(18149165, 18149247)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/159_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLII
