#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_CM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
FAM76B	ENSG00000077458	ENSG00000077458:95519283-95519969:target	0.254248569387;-4.98164849249e-05;-0.219364329486	0.999808598972;4.62199796204e-18;0.969402600165	0.727;0.026;0.239	0.975;0.025;0.025	s|1e0|2e1.2o3|2e1.3o3|i	True	True	False	2	2	1	chr11	-	95516428-95519283;95516381-95519283;95519282-95519283	95516229-95516432;95516229-95516432;95516433-95519282;95519283-95519969	;;;	;;;	(95516433, 95519282)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/25_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FAM76B
FAM76B	ENSG00000077458	ENSG00000077458:95512242-95512383:source	0.263605316595;-0.263605316595	0.996061227317;0.996061227317	0.718;0.282	0.975;0.025	t|1e0|2e0|3e1.1o2|i	False	True	False	1	2	1	chr11	-	95512299-95512771;95512383-95512384	95512242-95512383;95512384-95512652;95512653-95512851	;;	;;	(95512384, 95512652)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/25_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FAM76B
FAM76B	ENSG00000077458	ENSG00000077458:95511986-95512121:source	0.215688433912;-0.00245277592351;0.0915396255386;0.000866016907902;-2.63895720837e-11;7.55860469916e-05;-0.256120209005	0.852845235573;9.36652108622e-18;0.00592462585363;1.54728616254e-17;4.52363736976e-18;7.26658438674e-18;0.999979428063	0.324;0.049;0.185;0.087;0.025;0.062;0.275	0.534;0.025;0.291;0.097;0.025;0.063;0.025	t|1e1.1o2|1e2.1o2|1e2.2o2|2e1.1o2|2e2.1o2|2e2.2o2|i	True	True	True	6	3	1	chr11	-	95512121-95512771;95512121-95512273;95512121-95512242;95512118-95512771;95512118-95512273;95512118-95512242;95512121-95512122	95511986-95512121;95512122-95512241;95512242-95512383;95512242-95512383;95512242-95512383;95512242-95512383;95512653-95512851;95512653-95512851	;;;;;;;	;;;;;;;	(95512122, 95512241)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/25_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FAM76B
FAM76B	ENSG00000077458	ENSG00000077458:95512242-95512383:target	-0.0293202421131;1.83562742928e-05;0.477040581458;0.0122157204573;-0.445162770495	3.93527509111e-12;8.08478855806e-16;0.999999999878;0.000217625313731;1.0	0.084;0.025;0.327;0.094;0.459	0.027;0.026;0.792;0.158;0.025	s|1e1.1o2|1e1.2o2|2e1.1o2|2e1.2o2|i	True	True	False	4	2	1	chr11	-	95512121-95512273;95512118-95512273;95512121-95512242;95512118-95512242;95512241-95512242	95511986-95512121;95511986-95512121;95511986-95512121;95511986-95512121;95512122-95512241;95512242-95512383	;;;;;	;;;;;	(95512122, 95512241)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/25_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FAM76B
FAM76B	ENSG00000077458	ENSG00000077458:95516229-95516432:source	0.234575147419;-6.29203386582e-05;-0.199423593235	0.992643102158;4.64787079311e-18;0.813591132555	0.746;0.026;0.219	0.975;0.025;0.025	t|1e0|2e1.2o2|3e1.2o2|i	True	True	False	2	2	1	chr11	-	95516428-95519283;95516381-95519283;95516432-95516433	95516229-95516432;95516433-95519282;95519283-95519969;95519283-95519969	;;;	;;;	(95516433, 95519282)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/25_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FAM76B
FAM76B	ENSG00000077458	ENSG00000077458:95521663-95521727:source	-9.38035219879e-07;3.5364095476e-14;0.260499154267;-0.00404733183618;-0.0104379940583;-0.14871360032	4.52550199276e-18;4.52363713964e-18;0.991145348041;1.35112519536e-17;5.79721230113e-10;0.0483910134021	0.025;0.025;0.645;0.065;0.100;0.170	0.025;0.025;0.899;0.037;0.046;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|i	True	False	True	5	5	1	chr11	-	95521727-95523320;95521727-95522847;95521727-95522556;95521727-95522033;95521727-95522023;95521727-95521728	95521663-95521727;95521728-95522022;95522023-95522268;95522023-95522268;95522556-95522779;95522847-95522980;95523320-95523573	;;;;;;	;;;;;;	(95521728, 95522022)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/25_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FAM76B
CD96	ENSG00000153283	ENSG00000153283:111356042-111356108:source	0.244447500084;-0.244447500084	0.999265436814;0.999265436814	0.737;0.263	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	111356108-111356926;111356108-111356109	111356042-111356108;111356109-111356925;111356926-111357015	;;	;;	(111356109, 111356925)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/144_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CD96
CD96	ENSG00000153283	ENSG00000153283:111356926-111357015:target	0.215211038871;-0.215211038871	0.969795369842;0.969795369842	0.765;0.235	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	111356108-111356926;111356925-111356926	111356042-111356108;111356109-111356925;111356926-111357015	;;	;;	(111356109, 111356925)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/144_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CD96
TMED5	ENSG00000117500	ENSG00000117500:93621857-93622040:target	-1.92835502562e-05;0.25390795966;-0.228188843158	4.56177138692e-18;0.998020865788;0.971278126261	0.025;0.727;0.247	0.025;0.975;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	93621641-93621857;93620445-93621857;93621856-93621857	93615299-93620445;93621593-93621641;93621642-93621856;93621857-93622040	;;;	;;;	(93621642, 93621856)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/80_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#TMED5
HSPA4	ENSG00000170606	ENSG00000170606:132435237-132435344:source	0.296001349371;-0.296001349371	0.999999975435;0.999999975435	0.686;0.314	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr5	+	132435344-132437451;132435344-132435345	132435237-132435344;132435345-132437287;132437288-132437570	;;	;;	(132435345, 132437287)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/179_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#HSPA4
HSPA4	ENSG00000170606	ENSG00000170606:132437288-132437570:target	0.254555215597;-0.254555215597	0.999542328054;0.999542328054	0.727;0.273	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr5	+	132435344-132437451;132437287-132437288	132435237-132435344;132435345-132437287;132437288-132437570	;;	;;	(132435345, 132437287)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/179_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#HSPA4
GON4L	ENSG00000116580	ENSG00000116580:155785596-155785691:source	0.0319097644114;0.522917982565;-0.58826737708	0.000818643068886;0.999999999621;1.0	0.025;0.391;0.599	0.096;0.901;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	155785691-155790397;155785691-155786003;155785691-155785692	155785596-155785691;155785692-155786002;155786003-155786053;155790397-155790447	;;;	;;;	(155785692, 155786002)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/79_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GON4L
GON4L	ENSG00000116580	ENSG00000116580:155786003-155786053:target	0.283814278961;-0.283814278961	0.999765018342;0.999765018342	0.698;0.302	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr1	-	155785691-155786003;155786002-155786003	155785596-155785691;155785692-155786002;155786003-155786053	;;	;;	(155785692, 155786002)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/79_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GON4L
NCOR2	ENSG00000196498	ENSG00000196498:124950719-124950832:target	-0.264089635334;0.264089635334	0.95130087046;0.95130087046	0.473;0.527	0.216;0.784	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	124941708-124950719;124934413-124950719	124934361-124934413;124941652-124941708;124950719-124950832	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NCOR2
MTCH1	ENSG00000137409	ENSG00000137409:36940428-36940452:target	0.286636859602;-0.286636859602	0.99935180415;0.99935180415	0.696;0.304	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr6	-	36938470-36940428;36940427-36940428	36938423-36938692;36938693-36940427;36940428-36940452	;;	;;	(36938693, 36940427)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/117_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MTCH1
HERPUD2	ENSG00000122557	ENSG00000122557:35734411-35734745:target	0.536129495965;7.21402467583e-06;-0.529783665742	1.0;1.33814153737e-14;1.0	0.452;0.025;0.542	0.975;0.025;0.025	s|1e1.1o4|1e1.3o4|i	False	True	False	2	2	1	chr7	-	35734237-35734411;35734207-35734411;35734410-35734411	35733794-35734237;35733794-35734237;35734238-35734410;35734411-35734745	;;;	;;;	(35734238, 35734410)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/88_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#HERPUD2
HERPUD2	ENSG00000122557	ENSG00000122557:35733794-35734237:source	1.27175484325e-07;0.621004992812;6.11636617844e-06;-0.615713556417	4.36452828849e-17;1.0;1.16157902791e-14;1.0	0.025;0.369;0.025;0.625	0.025;0.975;0.025;0.025	t|1e1.1o1|1e2.1o1|2e0|3e2.1o1|4e0|i	True	True	True	3	3	1	chr7	-	35734237-35735030;35734237-35734411;35734207-35734411;35734237-35734238	35733794-35734237;35734238-35734410;35734411-35734745;35734411-35734745;35735030-35735181	;;;;	;;;;	(35734238, 35734410)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/88_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#HERPUD2
ENSG00000174093	ENSG00000174093	ENSG00000174093:36357158-36357272:source	0.320396334881;-0.320396334881	0.999997293106;0.999997293106	0.663;0.337	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	36357272-36358125;36357272-36357273	36357158-36357272;36357273-36358124;36358125-36358166	;;	;;	(36357273, 36358124)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/185_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ENSG00000174093
MMS19	ENSG00000155229	ENSG00000155229:99229275-99229305:source	0.218717758386;-0.218717758386	0.890921315948;0.890921315948	0.762;0.238	0.975;0.025	t|1e1.3o3|i	False	False	False	1	2	1	chr10	-	99229305-99229403;99229305-99229306	99229275-99229305;99229306-99229402;99229403-99229480	;;	;;	(99229306, 99229402)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/147_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99228009-99228163:source	0.148097115736;0.125734309581;-0.00543968313186;-0.214442470429	0.274962610386;0.030879998581;4.20897902525e-05;0.965061880527	0.293;0.075;0.398;0.234	0.444;0.201;0.355;0.025	t|1e1.3o3|1e2.1o1|1e3.2o2|i	False	False	True	3	4	1	chr10	-	99228163-99229403;99228163-99229275;99228163-99228723;99228163-99228164	99228009-99228163;99228164-99228722;99228723-99228883;99229275-99229305;99229403-99229480	;;;;	;;;;	(99228164, 99228722)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/147_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99228723-99228883:target	0.333350942363;-0.333350942363	0.999999903944;0.999999903944	0.650;0.350	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr10	-	99228163-99228723;99228722-99228723	99228009-99228163;99228164-99228722;99228723-99228883	;;	;;	(99228164, 99228722)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/147_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99229403-99229480:target	0.0823051989513;0.000288743596436;-0.187824674295;0.199353985686;-0.0112378520558;-0.0496150712575	0.0631962900796;3.21529222628e-17;0.610765903256;0.685439926528;8.7511059389e-15;1.66613999878e-16	0.275;0.026;0.256;0.270;0.083;0.076	0.388;0.032;0.073;0.465;0.034;0.025	s|1e0|2e0|3e1.1o1|3e2.1o2|3e2.2o2|3e3.1o1|3e4.2o3|i	True	True	True	5	5	1	chr10	-	99229305-99229403;99228883-99229403;99228861-99229403;99228163-99229403;99227340-99229403;99229402-99229403	99227262-99227360;99228009-99228163;99228723-99228883;99228723-99228883;99229275-99229305;99229306-99229402;99229403-99229480	;;;;;;	;;;;;;	(99229306, 99229402)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/147_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MMS19
PPP6R2	ENSG00000100239	ENSG00000100239:50881516-50882546:source	-0.0583274159084;0.208694479777;2.82152671841e-06;-0.108353624893	7.40968638269e-09;0.888880305409;3.54891586817e-16;0.000494549836428	0.090;0.770;0.025;0.132	0.025;0.974;0.025;0.025	s|1e1.2o2|2e2.1o2|2e2.2o2|i	True	True	True	3	3	1	chr22	+	50881752-50882295;50882546-50882628;50882546-50882632;50882546-50882547	50881516-50882546;50882547-50882627;50882628-50883514;50882628-50883514	;;;	;;;	(50882547, 50882627)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/40_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPP6R2
PPP6R2	ENSG00000100239	ENSG00000100239:50874796-50874881:source	-2.67040462746e-05;0.405241924465;-0.381193062962	7.17637201815e-06;0.999999661391;1.0	0.386;0.218;0.397	0.386;0.613;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr22	+	50874881-50875417;50874881-50875935;50874881-50874882	50874796-50874881;50874882-50875416;50875417-50875497;50875935-50876032	;;;	;;;	(50874882, 50875416)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/40_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPP6R2
PPP6R2	ENSG00000100239	ENSG00000100239:50875935-50876032:target	0.312730028466;-0.17888197035;-0.103461914888	0.998565309959;0.511314092436;3.23417796738e-05	0.233;0.639;0.128	0.538;0.461;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr22	+	50874881-50875935;50875497-50875935;50875934-50875935	50874796-50874881;50875417-50875497;50875498-50875934;50875935-50876032	;;;	;;;	(50875498, 50875934)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/40_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPP6R2
PPP6R2	ENSG00000100239	ENSG00000100239:50879230-50879503:target	9.99087055457e-06;0.433319369582;-0.41971195738	5.18953314508e-14;0.999999999998;1.0	0.025;0.552;0.434	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr22	+	50878478-50879230;50878478-50879251;50879229-50879230	50878390-50878478;50878390-50878478;50878479-50879229;50879230-50879503	;;;	;;;	(50878479, 50879229)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/40_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPP6R2
PPP6R2	ENSG00000100239	ENSG00000100239:50875417-50875497:source	0.382347724173;-0.382347724173	0.999999999761;0.999999999761	0.602;0.398	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr22	+	50875497-50875935;50875497-50875498	50875417-50875497;50875498-50875934;50875935-50876032	;;	;;	(50875498, 50875934)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/40_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPP6R2
PPP6R2	ENSG00000100239	ENSG00000100239:50878390-50878478:source	9.71247694513e-06;0.444111952406;-0.430649655496	5.38238838857e-14;1.0;1.0	0.025;0.542;0.445	0.025;0.975;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr22	+	50878478-50879230;50878478-50879251;50878478-50878479	50878390-50878478;50878479-50879229;50879230-50879503;50879230-50879503	;;;	;;;	(50878479, 50879229)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/40_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPP6R2
ATP11B	ENSG00000058063	ENSG00000058063:182586866-182586939:source	-0.206433649829;0.206433649829	0.881985477227;0.881985477227	0.975;0.025	0.774;0.226	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	182586939-182587016;182586939-182586940	182586866-182586939;182586940-182587015;182587016-182587119	;;	;;	(182586940, 182587015)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/12_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ATP11B
ATP11B	ENSG00000058063	ENSG00000058063:182587016-182587119:target	-0.246323059487;0.246323059487	0.998424723169;0.998424723169	0.975;0.025	0.735;0.265	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	182586939-182587016;182587015-182587016	182586866-182586939;182586940-182587015;182587016-182587119	;;	;;	(182586940, 182587015)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/12_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ATP11B
JMJD7-PLA2G4B	ENSG00000168970	ENSG00000168970:42134752-42134789:source	-0.212123011546;0.51832883184;-0.282172282378	0.801957534898;1.0;0.999990468083	0.255;0.445;0.300	0.049;0.950;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr15	+	42134789-42135324;42134789-42135874;42134789-42134790	42134752-42134789;42134790-42135323;42135324-42135421;42135874-42136009	;;;	;;;	(42134790, 42135323)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/176_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#JMJD7-PLA2G4B
JMJD7-PLA2G4B	ENSG00000168970	ENSG00000168970:42135874-42136009:target	9.37840464869e-10;0.489784364432;-0.190576414535;-0.270375609043	4.52363900843e-18;1.0;0.674008260938;0.999978813664	0.025;0.441;0.266;0.289	0.025;0.918;0.080;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr15	+	42134474-42135874;42134789-42135874;42135421-42135874;42135873-42135874	42134391-42134474;42134752-42134789;42135324-42135421;42135422-42135873;42135874-42136009	;;;;	;;;;	(42135422, 42135873)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/176_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#JMJD7-PLA2G4B
JMJD7-PLA2G4B	ENSG00000168970	ENSG00000168970:42128673-42128749:source	-0.184516090671;-0.0106774328458;0.214660109798	0.548880447577;2.58521929844e-17;0.80411868293	0.435;0.069;0.504	0.254;0.027;0.713	s|1e1.1o2|1e2.2o2|i	False	False	True	2	3	1	chr15	+	42128749-42128979;42128749-42132356;42128749-42128750	42128673-42128749;42128750-42128978;42128979-42129138;42132223-42132428	;;;	;;;	(42128750, 42128978)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/176_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#JMJD7-PLA2G4B
JMJD7-PLA2G4B	ENSG00000168970	ENSG00000168970:42133715-42133769:source	0.285387801405;-0.285387801405	0.999999911202;0.999999911202	0.697;0.303	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr15	+	42133769-42134017;42133769-42133770	42133715-42133769;42133770-42134016;42134017-42134147	;;	;;	(42133770, 42134016)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/176_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#JMJD7-PLA2G4B
TELO2	ENSG00000100726	ENSG00000100726:1550564-1550700:target	0.201611103961;-0.201611103961	0.696757495664;0.696757495664	0.706;0.294	0.904;0.096	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	1550489-1550564;1550563-1550564	1550342-1550489;1550490-1550563;1550564-1550700	;;	;;	(1550490, 1550563)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/43_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#TELO2
TECR	ENSG00000099797	ENSG00000099797:14676014-14676102:source	0.554592672352;0.130352053787;-0.674363517101	0.999999999991;0.162073873152;1.0	0.245;0.075;0.683	0.786;0.212;0.025	s|1e0|2e0|3e1.1o1|3e2.1o1|i	True	False	True	2	3	1	chr19	+	14676102-14676430;14676102-14676556;14676102-14676103	14676014-14676102;14676103-14676429;14676430-14676475;14676556-14676792	;;;	;;;	(14676103, 14676429)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/37_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#TECR
TECR	ENSG00000099797	ENSG00000099797:14676430-14676475:target	0.49126133735;-0.49126133735	1.0;1.0	0.496;0.504	0.975;0.025	t|1e1.3o3|i	False	False	False	1	2	1	chr19	+	14676102-14676430;14676429-14676430	14676014-14676102;14676103-14676429;14676430-14676475	;;	;;	(14676103, 14676429)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/37_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#TECR
MAN2A2	ENSG00000196547	ENSG00000196547:91454401-91454468:target	0.271948209142;-0.271948209142	0.999999750976;0.999999750976	0.710;0.290	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr15	+	91454191-91454401;91454400-91454401	91454077-91454191;91454192-91454400;91454401-91454468	;;	;;	(91454192, 91454400)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MAN2A2
MAN2A2	ENSG00000196547	ENSG00000196547:91456503-91456636:source	0.00104360021179;0.309712559993;-0.310908066613	1.21514684659e-10;0.999964080286;1.0	0.067;0.614;0.328	0.083;0.916;0.025	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr15	+	91456604-91456844;91456636-91456844;91456636-91456637	91456503-91456636;91456637-91456843;91456844-91456985;91456844-91456985	;;;	;;;	(91456637, 91456843)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MAN2A2
MAN2A2	ENSG00000196547	ENSG00000196547:91456844-91456985:target	0.000561408117191;0.00130942029133;0.30790901366;-0.340540319399	6.19796386753e-18;4.82654681163e-11;0.999948382318;1.0	0.025;0.062;0.576;0.357	0.035;0.081;0.876;0.025	t|1e1.2o2|1e2.1o2|1e2.2o2|i	True	False	True	3	3	1	chr15	+	91456221-91456844;91456604-91456844;91456636-91456844;91456843-91456844	91456107-91456221;91456503-91456636;91456503-91456636;91456637-91456843;91456844-91456985	;;;;	;;;;	(91456637, 91456843)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MAN2A2
MAN2A2	ENSG00000196547	ENSG00000196547:91454401-91454468:source	4.81108669224e-09;0.468592514992;4.81108537354e-09;-0.465628164277	4.52364671766e-18;1.0;4.52364671766e-18;1.0	0.025;0.518;0.025;0.479	0.025;0.975;0.025;0.025	s|1e1.1o3|1e1.2o3|1e2.1o1|i	False	True	True	3	3	1	chr15	+	91454468-91454597;91454468-91454615;91454468-91454646;91454468-91454469	91454401-91454468;91454469-91454596;91454597-91454632;91454597-91454632;91454646-91454780	;;;;	;;;;	(91454469, 91454596)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MAN2A2
MAN2A2	ENSG00000196547	ENSG00000196547:91454597-91454632:target	9.14197762594e-09;0.540343732052;-0.539792077621	4.52365533976e-18;1.0;1.0	0.025;0.448;0.551	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|3e0|i	True	True	False	2	2	1	chr15	+	91454468-91454597;91454468-91454615;91454596-91454597	91454401-91454468;91454401-91454468;91454469-91454596;91454597-91454632	;;;	;;;	(91454469, 91454596)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MAN2A2
MAN2A2	ENSG00000196547	ENSG00000196547:91454077-91454191:source	0.234577527714;-0.234577527714	0.998427693263;0.998427693263	0.746;0.254	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr15	+	91454191-91454401;91454191-91454192	91454077-91454191;91454192-91454400;91454401-91454468	;;	;;	(91454192, 91454400)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/206_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MAN2A2
GMFG	ENSG00000130755	ENSG00000130755:39825901-39825950:target	0.195621178593;0.0192417789143;7.77156117238e-16;-0.201328661238	0.669482222434;4.29665792324e-17;4.52363713957e-18;0.76833677933	0.732;0.039;0.025;0.221	0.923;0.076;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr19	-	39823766-39825901;39820266-39825901;39819188-39825901;39825900-39825901	39818993-39819188;39820184-39820266;39823544-39823766;39823767-39825900;39825901-39825950	;;;;	;;;;	(39823767, 39825900)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/100_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GMFG
FCHSD1	ENSG00000197948	ENSG00000197948:141028962-141029103:source	-8.69711327208e-06;0.25033145298;-0.00602411729024;-0.165141869518	4.54246343755e-18;0.941558906998;0.000378774455688;0.257784842199	0.025;0.219;0.572;0.186	0.025;0.463;0.526;0.025	t|1e2.1o1|2e1.1o1|2e2.1o1|i	True	True	True	3	3	1	chr5	-	141029103-141029454;141029097-141029926;141029097-141029454;141029103-141029104	141028962-141029103;141029104-141029453;141029454-141029521;141029454-141029521;141029926-141029971	;;;;	;;;;	(141029104, 141029453)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/210_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FCHSD1
FCHSD1	ENSG00000197948	ENSG00000197948:141024140-141024257:target	0.424054233209;-0.424054233209	1.0;1.0	0.562;0.438	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr5	-	141024005-141024140;141024139-141024140	141023785-141024005;141024006-141024139;141024140-141024257	;;	;;	(141024006, 141024139)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/210_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#FCHSD1
