#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_R E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CNDP2	ENSG00000133313	ENSG00000133313:72186184-72186331:target	0.0360400579842;-0.257538710634;0.182283916364	0.000117274436303;0.96117177381;0.543392445883	0.074;0.604;0.326	0.141;0.353;0.506	t|1e1.1o3|1e2.2o3|i	False	False	True	2	3	1	chr18	+	72183627-72186184;72185875-72186184;72186183-72186184	72183463-72184216;72185734-72186093;72186094-72186183;72186184-72186331	;;;	;;;	(72186094, 72186183)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/85_T4_N_T4_R.deltapsi_quantify_deltapsi.html#CNDP2
ANKRD10	ENSG00000088448	ENSG00000088448:111530887-111532459:source	0.0330534190718;-0.201335126175;0.022199279887;0.0572879943842;0.153099075372;-0.168371765453	2.29435936523e-12;0.730886748531;3.80765143331e-05;3.05957436339e-07;0.224131696774;0.381458495991	0.025;0.289;0.130;0.026;0.172;0.374	0.075;0.093;0.194;0.104;0.324;0.209	t|1e1.1o1|1e2.2o6|1e2.3o6|1e2.4o6|1e2.6o6|i	True	False	True	5	3	1	chr13	-	111532459-111558380;111532459-111536045;111532459-111535900;111532459-111535747;111532459-111535458;111532459-111532460	111530887-111532459;111532460-111535457;111535458-111536140;111535458-111536140;111535458-111536140;111535458-111536140;111558380-111558471	;;;;;;	;;;;;;	(111532460, 111535457)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/24_T4_N_T4_R.deltapsi_quantify_deltapsi.html#ANKRD10
ANKRD10	ENSG00000088448	ENSG00000088448:111535458-111536140:target	-0.22690413821;0.0159032097558;0.0580896463972;0.164799974716;-0.0409229811117	0.915885144385;5.94467789147e-05;1.79421002783e-05;0.387571148306;0.00259175161872	0.329;0.149;0.029;0.195;0.290	0.108;0.215;0.117;0.358;0.205	s|1e0|2e1.1o1|3e1.1o1|4e1.1o1|5e0|6e1.1o1|i	True	True	False	4	2	1	chr13	-	111532459-111536045;111532459-111535900;111532459-111535747;111532459-111535458;111535457-111535458	111530887-111532459;111530887-111532459;111530887-111532459;111530887-111532459;111532460-111535457;111535458-111536140	;;;;;	;;;;;	(111532460, 111535457)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/24_T4_N_T4_R.deltapsi_quantify_deltapsi.html#ANKRD10
IL4R	ENSG00000077238	ENSG00000077238:27356190-27356411:source	-0.00385655899053;3.52145439411e-05;-0.0290458906917;0.104974177534;-0.124177022504;0.115295753366	4.86192183762e-09;4.75854971745e-18;2.12032804334e-08;0.00251972910823;0.171116959325;0.0398304365631	0.147;0.025;0.120;0.026;0.626;0.069	0.115;0.026;0.054;0.134;0.487;0.186	s|1e0|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o1|1e3.1o4|2e0|3e0	True	True	True	6	4	1	chr16	+	27356341-27356506;27356341-27356588;27356341-27356695;27356341-27356893;27356341-27357788;27356341-27363861	27356190-27356411;27356506-27357110;27356506-27357110;27356506-27357110;27356506-27357110;27357788-27357939;27363861-27364017	;;;;;;	;;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/18_T4_N_T4_R.deltapsi_quantify_deltapsi.html#IL4R
IL4R	ENSG00000077238	ENSG00000077238:27371941-27372136:target	3.24813430063e-06;0.267903032596;-0.267240611433	1.64929527733e-16;0.999848420672;0.99995951046	0.025;0.714;0.286	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr16	+	27370315-27371941;27370315-27372087;27371940-27371941	27370237-27370315;27370237-27370315;27370316-27371940;27371941-27372136	;;;	;;;	(27370316, 27371940)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/18_T4_N_T4_R.deltapsi_quantify_deltapsi.html#IL4R
HNRNPR	ENSG00000125944	ENSG00000125944:23648019-23648156:source	0.0135309959923;0.0731649826204;0.169879466762;-0.28027276242	1.01923081299e-12;5.80238674018e-05;0.392751776884;0.999999982829	0.091;0.097;0.508;0.298	0.135;0.184;0.675;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr1	-	23648156-23664247;23648156-23660011;23648156-23650049;23648156-23648157	23648019-23648156;23648157-23650048;23650049-23650225;23660011-23660124;23664247-23664354	;;;;	;;;;	(23648157, 23650048)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/74_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HNRNPR
MAEA	ENSG00000090316	ENSG00000090316:1332210-1332405:target	0.358059477304;0.00028303054542;-0.345607673387	0.999998650515;7.87538473116e-09;0.999999999997	0.578;0.067;0.362	0.927;0.072;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr4	+	1330782-1332210;1330782-1332214;1332209-1332210	1330649-1330782;1330649-1330782;1330783-1332209;1332210-1332405	;;;	;;;	(1330783, 1332209)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/25_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAEA
MAEA	ENSG00000090316	ENSG00000090316:1321415-1321491:source	0.00343045897258;0.23949160371;-0.248574638243	7.17372019579e-05;0.883458745215;0.998288193009	0.140;0.591;0.267	0.173;0.825;0.025	s|1e0|1e1.1o1|1e2.3o3|i	False	False	True	2	3	1	chr4	+	1321491-1322422;1321491-1326545;1321491-1321492	1321415-1321491;1321492-1322421;1322422-1322470;1325955-1326653	;;;	;;;	(1321492, 1322421)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/25_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAEA
MAEA	ENSG00000090316	ENSG00000090316:1332862-1333935:target	0.000147171542712;0.346201322479;-0.346761951267	4.62546088987e-15;0.999999916674;1.0	0.025;0.634;0.363	0.028;0.972;0.025	t|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr4	+	1326653-1332862;1332405-1332862;1332861-1332862	1325955-1326653;1332210-1332405;1332406-1332861;1332862-1333935	;;;	;;;	(1332406, 1332861)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/25_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAEA
MAEA	ENSG00000090316	ENSG00000090316:1330649-1330782:source	0.372392220888;0.000481163215835;-0.361952134345	0.999999760721;1.20242066882e-08;1.0	0.564;0.065;0.378	0.927;0.072;0.025	s|1e0|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr4	+	1330782-1332210;1330782-1332214;1330782-1330783	1330649-1330782;1330783-1332209;1332210-1332405;1332210-1332405	;;;	;;;	(1330783, 1332209)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/25_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAEA
TRIM11	ENSG00000154370	ENSG00000154370:228583235-228584748:target	0.206375943516;-0.206375943516	0.828625397607;0.828625397607	0.774;0.226	0.975;0.025	s|1e1.1o1|2e0|3e0|i	True	False	False	1	2	1	chr1	-	228582953-228584648;228583234-228583235	228581374-228582953;228582954-228583234;228583235-228584748	;;	;;	(228582954, 228583234)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/115_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TRIM11
ZBTB17	ENSG00000116809	ENSG00000116809:16273430-16273618:source	0.00461125186991;0.0865762635239;0.181695558303;7.60543455344e-06;-0.332871899157	1.82085914864e-07;0.0967250189422;0.57348176284;1.9872281539e-14;0.999999634026	0.028;0.119;0.491;0.025;0.350	0.062;0.244;0.682;0.025;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|2e0|3e3.1o1|i	True	True	True	4	4	1	chr1	-	16273618-16299534;16273618-16274790;16273618-16274786;16273517-16273652;16273618-16273619	16273430-16273618;16273619-16273651;16273652-16273787;16274786-16274992;16274786-16274992;16299534-16299620	;;;;;	;;;;;	(16273619, 16273651)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/64_T4_N_T4_R.deltapsi_quantify_deltapsi.html#ZBTB17
ZBTB17	ENSG00000116809	ENSG00000116809:16269024-16269233:target	-0.00751067242395;-0.330747476886;0.35798820132	3.25329536578e-06;0.999177967594;0.999999597672	0.105;0.894;0.025	0.054;0.571;0.374	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr1	-	16268936-16269024;16268915-16269024;16269023-16269024	16268826-16268936;16268826-16268936;16268937-16269023;16269024-16269233	;;;	;;;	(16268937, 16269023)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/64_T4_N_T4_R.deltapsi_quantify_deltapsi.html#ZBTB17
EHMT2	ENSG00000204371	ENSG00000204371:31860603-31860963:source	-0.343052524978;0.343052524978	0.99969697991;0.99969697991	0.540;0.460	0.205;0.795	t|1e0|2e1.1o2|2e2.1o1	False	True	True	2	3	0	chr6	-	31860687-31864040;31860687-31861139	31860603-31860963;31861139-31861439;31863178-31864293	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/168_T4_N_T4_R.deltapsi_quantify_deltapsi.html#EHMT2
EHMT2	ENSG00000204371	ENSG00000204371:31854772-31854896:source	0.271624228151;-0.271624228151	0.999928851392;0.999928851392	0.710;0.290	0.975;0.025	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr6	-	31854878-31855354;31854896-31854897	31854772-31854896;31854897-31855353;31855354-31855436	;;	;;	(31854897, 31855353)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/168_T4_N_T4_R.deltapsi_quantify_deltapsi.html#EHMT2
EHMT2	ENSG00000204371	ENSG00000204371:31852422-31852583:source	-0.0215785451492;0.2059141543;0.000766266767723;-0.140888106005	2.92933456176e-11;0.72819174063;4.82853006085e-07;0.0415707184742	0.074;0.633;0.132;0.162	0.026;0.834;0.141;0.025	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|i	True	True	True	3	3	1	chr6	-	31852576-31854358;31852576-31852689;31852576-31852668;31852583-31852584	31852422-31852583;31852584-31852667;31852668-31854214;31852668-31854214;31854358-31854459	;;;;	;;;;	(31852584, 31852667)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/168_T4_N_T4_R.deltapsi_quantify_deltapsi.html#EHMT2
EHMT2	ENSG00000204371	ENSG00000204371:31855354-31855436:target	0.261362884694;-0.261362884694	0.999645922638;0.999645922638	0.720;0.280	0.975;0.025	s|1e1.2o3|i	False	False	False	1	2	1	chr6	-	31854878-31855354;31855353-31855354	31854772-31854896;31854897-31855353;31855354-31855436	;;	;;	(31854897, 31855353)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/168_T4_N_T4_R.deltapsi_quantify_deltapsi.html#EHMT2
EHMT2	ENSG00000204371	ENSG00000204371:31863178-31864293:target	0.292133155748;-0.292133155748	0.993151031178;0.993151031178	0.528;0.472	0.812;0.188	s|1e1.1o1|1e2.2o2|2e0	True	False	True	2	3	0	chr6	-	31861439-31864040;31860687-31864040	31860603-31860963;31861139-31861439;31863178-31864293	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/168_T4_N_T4_R.deltapsi_quantify_deltapsi.html#EHMT2
TOMM70A	ENSG00000154174	ENSG00000154174:100082275-100084561:source	0.488784972804;-0.488784972804	1.0;1.0	0.498;0.502	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	-	100084561-100086888;100084561-100084562	100082275-100084561;100084562-100086887;100086888-100087010	;;	;;	(100084562, 100086887)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/114_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TOMM70A
TOMM70A	ENSG00000154174	ENSG00000154174:100086888-100087010:target	0.475701507259;-0.475701507259	1.0;1.0	0.511;0.489	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	100084561-100086888;100086887-100086888	100082275-100084561;100084562-100086887;100086888-100087010	;;	;;	(100084562, 100086887)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/114_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TOMM70A
TOMM70A	ENSG00000154174	ENSG00000154174:100087882-100087979:target	0.28642488628;-0.28642488628	0.999999823918;0.999999823918	0.696;0.304	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	100087010-100087882;100087881-100087882	100086888-100087010;100087011-100087881;100087882-100087979	;;	;;	(100087011, 100087881)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/114_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TOMM70A
TOMM70A	ENSG00000154174	ENSG00000154174:100086888-100087010:source	0.363585411327;-0.363585411327	1.0;1.0	0.621;0.379	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	-	100087010-100087882;100087010-100087011	100086888-100087010;100087011-100087881;100087882-100087979	;;	;;	(100087011, 100087881)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/114_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TOMM70A
STK38	ENSG00000112079	ENSG00000112079:36489511-36489594:target	0.19230800923;0.0470876103971;-0.216754046007	0.713268108154;1.01312296999e-09;0.988913720898	0.726;0.026;0.236	0.913;0.086;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	-	36485617-36489511;36483269-36489511;36489510-36489511	36483115-36483269;36485494-36485617;36485618-36489510;36489511-36489594	;;;	;;;	(36485618, 36489510)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/55_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STK38
STK38	ENSG00000112079	ENSG00000112079:36485494-36485617:source	0.215785477068;-0.215785477068	0.977884209577;0.977884209577	0.765;0.235	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	36485617-36489511;36485617-36485618	36485494-36485617;36485618-36489510;36489511-36489594	;;	;;	(36485618, 36489510)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/55_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STK38
C5orf45	ENSG00000161010	ENSG00000161010:179261436-179264204:source	-0.205105274208;0.205105274208	0.839683339238;0.839683339238	0.276;0.724	0.076;0.924	t|1e1.1o6|i	False	False	False	1	2	1	chr5	-	179264204-179264760;179264204-179264205	179261436-179264204;179264205-179264265;179264266-179265255	;;	;;	(179264205, 179264265)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/122_T4_N_T4_R.deltapsi_quantify_deltapsi.html#C5orf45
PET100	ENSG00000229833	ENSG00000229833:7695709-7695916:source	4.78777773584e-05;0.515592264704;-0.49032263187	2.79466629511e-17;1.0;1.0	0.025;0.471;0.503	0.026;0.974;0.025	s|1e1.1o1|1e2.1o1|2e0|3e0|i	True	False	True	2	3	1	chr19	+	7695732-7696118;7695732-7696359;7695916-7695917	7695709-7695916;7695917-7696117;7696118-7696207;7696359-7696842	;;;	;;;	(7695917, 7696117)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/175_T4_N_T4_R.deltapsi_quantify_deltapsi.html#PET100
PET100	ENSG00000229833	ENSG00000229833:7695411-7695545:target	0.23813035925;-0.23813035925	0.998224173506;0.998224173506	0.743;0.257	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr19	+	7694746-7695459;7695410-7695411	7694623-7694746;7694747-7695410;7695411-7695545	;;	;;	(7694747, 7695410)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/175_T4_N_T4_R.deltapsi_quantify_deltapsi.html#PET100
DCTD	ENSG00000129187	ENSG00000129187:183837826-183838406:target	1.08397434478e-06;0.20920763984;-0.000370818528991;-0.186764070748	9.78002569811e-14;0.732191997966;5.24149445369e-06;0.589209209828	0.025;0.646;0.145;0.207	0.025;0.854;0.142;0.025	s|1e2.1o2|2e1.2o2|2e2.1o2|i	True	True	True	3	3	1	chr4	-	183836728-183837876;183837692-183837826;183836728-183837826;183837825-183837826	183836614-183836728;183836614-183836728;183837439-183837780;183837781-183837825;183837826-183838406	;;;;	;;;;	(183837781, 183837825)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/77_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DCTD
DCTD	ENSG00000129187	ENSG00000129187:183837439-183837780:source	0.00082715403211;-0.0033650738266;0.253266921251;-0.218578008143	1.70559145904e-08;1.90429897151e-06;0.923795262735;0.920244274328	0.025;0.124;0.616;0.238	0.038;0.096;0.863;0.025	t|1e0|2e1.1o2|2e1.2o2|2e2.2o2|i	True	True	True	3	3	1	chr4	-	183837692-183838464;183837692-183838441;183837692-183837826;183837780-183837781	183837439-183837780;183837781-183837825;183837826-183838406;183838441-183838747;183838441-183838747	;;;;	;;;;	(183837781, 183837825)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/77_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DCTD
DCTD	ENSG00000129187	ENSG00000129187:183815642-183815758:target	0.231964888493;-0.231964888493	0.910403137103;0.910403137103	0.034;0.966	0.261;0.739	s|1e0|2e1.1o1|3e0|4e0|4e1.1o1	True	True	False	2	2	1	chr4	-	183814280-183815695;183814280-183815642	183814184-183814280;183814184-183814280;183815642-183815758	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/77_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DCTD
SP100	ENSG00000067066	ENSG00000067066:231313803-231313865:source	-0.000106431784613;0.204660273208;-0.165738920598	4.90962444939e-18;0.871609127355;0.250095581294	0.027;0.775;0.187	0.025;0.975;0.025	s|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr2	+	231313865-231314029;231313865-231314276;231313865-231313866	231313803-231313865;231313866-231314028;231314029-231314095;231314276-231314425	;;;	;;;	(231313866, 231314028)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/13_T4_N_T4_R.deltapsi_quantify_deltapsi.html#SP100
FASTK	ENSG00000164896	ENSG00000164896:150776585-150777018:source	-0.101917887919;3.30611704022e-15;0.175967883884;0.0942939180102;-0.173825489575	0.000337169093179;4.69812431181e-18;0.427811211645;0.00908166712709;0.466215799278	0.200;0.025;0.170;0.172;0.458	0.090;0.025;0.342;0.276;0.288	t|1e0|2e1.1o1|2e2.1o3|2e2.2o3|2e2.3o3|i	True	True	True	4	3	1	chr7	-	150777009-150777772;150777009-150777573;150777009-150777524;150777009-150777296;150777018-150777019	150776585-150777018;150777019-150777295;150777772-150777953;150777296-150777953;150777296-150777953;150777296-150777953	;;;;;	;;;;;	(150777019, 150777295)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/129_T4_N_T4_R.deltapsi_quantify_deltapsi.html#FASTK
RPP30	ENSG00000148688	ENSG00000148688:92654530-92654648:source	0.0242590724449;0.309688037151;5.92689438829e-08;-0.368639393482	0.0067941432462;0.992219055183;4.79026178035e-18;0.999999999961	0.174;0.438;0.025;0.384	0.257;0.740;0.025;0.025	s|1e1.1o1|1e2.2o2|1e3.2o2|i	False	False	True	3	4	1	chr10	+	92654648-92655211;92654648-92655637;92654648-92660327;92654648-92654649	92654530-92654648;92654649-92655210;92655211-92655240;92655425-92655674;92660304-92661947	;;;;	;;;;	(92654649, 92655210)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/110_T4_N_T4_R.deltapsi_quantify_deltapsi.html#RPP30
TNRC6B	ENSG00000100354	ENSG00000100354:40704516-40704653:source	-0.203047933159;0.203047933159	0.680962160615;0.680962160615	0.602;0.398	0.396;0.604	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr22	+	40704653-40706821;40704653-40708509	40704516-40704653;40706821-40706997;40708509-40708655	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/31_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TNRC6B
TNRC6B	ENSG00000100354	ENSG00000100354:40708509-40708655:target	0.000207813020985;0.24347668831;-0.246928819333	4.63907174478e-06;0.880146101012;0.907784041786	0.215;0.303;0.482	0.218;0.541;0.241	t|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr22	+	40697337-40708509;40704653-40708509;40706997-40708509	40697154-40697499;40704516-40704653;40706821-40706997;40708509-40708655	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/31_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TNRC6B
BRD1	ENSG00000100425	ENSG00000100425:50181225-50181535:source	0.493410435672;-0.493410435672	1.0;1.0	0.494;0.506	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr22	-	50181535-50187682;50181535-50181536	50181225-50181535;50181536-50187681;50187682-50187942	;;	;;	(50181536, 50187681)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#BRD1
BRD1	ENSG00000100425	ENSG00000100425:50181038-50181170:target	0.366131790339;-0.231503723377;-0.133691568606	0.999999580857;0.931154652107;0.0728940734636	0.398;0.378;0.224	0.755;0.152;0.090	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr22	-	50171751-50181038;50171461-50181038;50181037-50181038	50171326-50171461;50171552-50171751;50171752-50181037;50181038-50181170	;;;	;;;	(50171752, 50181037)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#BRD1
BRD1	ENSG00000100425	ENSG00000100425:50187682-50187942:target	0.223188309904;5.59833225679e-14;-0.0681564319422;-0.00245602193475;0.0210664197205;-0.14891971771	0.888931616528;4.6981243119e-18;7.85089578141e-05;1.78310411766e-08;1.10195799226e-05;0.0286598569448	0.267;0.025;0.185;0.258;0.123;0.170	0.484;0.025;0.097;0.237;0.179;0.025	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|i	False	True	True	5	5	1	chr22	-	50181535-50187682;50181170-50187682;50181142-50187682;50171751-50187682;50171461-50187682;50187681-50187682	50171326-50171461;50171552-50171751;50181038-50181170;50181038-50181170;50181225-50181535;50181536-50187681;50187682-50187942	;;;;;;	;;;;;;	(50181536, 50187681)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#BRD1
BRD1	ENSG00000100425	ENSG00000100425:50171552-50171751:source	-0.0204402611483;-0.00250561059676;0.271796252661;-0.2097115089	2.99004605045e-10;1.26964561872e-10;0.995032803886;0.801822664163	0.124;0.204;0.313;0.362	0.077;0.185;0.578;0.158	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr22	-	50171751-50191453;50171751-50187682;50171751-50181038;50171751-50171752	50171552-50171751;50171752-50181037;50181038-50181170;50187682-50187942;50191453-50191765	;;;;	;;;;	(50171752, 50181037)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#BRD1
CD44	ENSG00000026508	ENSG00000026508:35232793-35232996:target	2.67753059148e-10;0.410326129429;2.70985257436e-10;2.70985257436e-10;0.126796827722;-0.525634354747	4.69812478225e-18;0.999999861174;4.69812477677e-18;4.69812477677e-18;0.183363987959;1.0	0.025;0.261;0.025;0.025;0.198;0.537	0.025;0.661;0.025;0.025;0.337;0.025	t|1e1.1o1|1e2.1o2|1e3.4o4|1e4.3o3|1e5.2o5|i	False	False	True	5	6	1	chr11	+	35211519-35232793;35211612-35232793;35223334-35232793;35229756-35232793;35231601-35232793;35232792-35232793	35211382-35211519;35211557-35211976;35223168-35223334;35229652-35229756;35231512-35231612;35231613-35232792;35232793-35232996	;;;;;;	;;;;;;	(35231613, 35232792)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/5_T4_N_T4_R.deltapsi_quantify_deltapsi.html#CD44
CD44	ENSG00000026508	ENSG00000026508:35232793-35232996:source	0.253790896111;-0.253790896111	0.997136338861;0.997136338861	0.728;0.272	0.975;0.025	s|1e0|2e0|3e0|4e1.2o2|i	True	False	False	1	2	1	chr11	+	35232996-35236399;35232996-35232997	35232793-35232996;35232997-35236212;35236213-35236461	;;	;;	(35232997, 35236212)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/5_T4_N_T4_R.deltapsi_quantify_deltapsi.html#CD44
CERK	ENSG00000100422	ENSG00000100422:47087767-47087919:target	0.251804555133;-0.251804555133	0.967700959052;0.967700959052	0.462;0.538	0.707;0.293	s|1e1.1o1|i	False	False	False	1	2	1	chr22	-	47087674-47087767;47087766-47087767	47087469-47087674;47087675-47087766;47087767-47087919	;;	;;	(47087675, 47087766)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#CERK
IWS1	ENSG00000163166	ENSG00000163166:128247408-128247519:target	0.327700419042;-0.327700419042	0.99999999859;0.99999999859	0.655;0.345	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	128246811-128247408;128247407-128247408	128246755-128246811;128246812-128247407;128247408-128247519	;;	;;	(128246812, 128247407)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/125_T4_N_T4_R.deltapsi_quantify_deltapsi.html#IWS1
SGSM3	ENSG00000100359	ENSG00000100359:40804075-40804124:target	0.0450389045372;0.218709920237;-0.292404537302	0.0134431255192;0.79854579072;0.999999953294	0.176;0.515;0.310	0.270;0.728;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr22	+	40803572-40804075;40803847-40804075;40804074-40804075	40803343-40803705;40803793-40803847;40803848-40804074;40804075-40804124	;;;	;;;	(40803848, 40804074)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/31_T4_N_T4_R.deltapsi_quantify_deltapsi.html#SGSM3
SH3GLB1	ENSG00000097033	ENSG00000097033:87199927-87200374:target	0.27874783201;-0.0597806711509;-0.000173385504769;-0.180549972076	0.995319195768;4.32732676401e-06;4.99298510697e-18;0.543689906958	0.643;0.110;0.028;0.214	0.914;0.027;0.025;0.038	t|1e0|2e1.1o1|2e2.2o2|2e3.1o1|2e4.1o1	False	True	True	4	5	1	chr1	+	87190088-87200285;87194172-87200285;87195794-87200285;87196969-87200285	87189996-87190088;87194086-87194172;87195771-87195794;87196918-87196969;87199927-87200374	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/28_T4_N_T4_R.deltapsi_quantify_deltapsi.html#SH3GLB1
MYBBP1A	ENSG00000132382	ENSG00000132382:4448321-4448470:source	-0.0192635309584;0.225033392132;-0.131924258822	3.56719167912e-05;0.897160007897;0.00969450849093	0.150;0.696;0.154	0.084;0.915;0.025	t|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr17	-	4448470-4448562;4448470-4448554;4448470-4448471	4448321-4448470;4448471-4448553;4448554-4448640;4448554-4448640	;;;	;;;	(4448471, 4448553)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/83_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MYBBP1A
