#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_1 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
VPS16	ENSG00000215305	ENSG00000215305:2845794-2845963:target	-0.224364734901;0.224364734901	0.804495742251;0.804495742251	0.698;0.302	0.478;0.522	t|1e1.2o2|i	False	False	False	1	2	1	chr20	+	2845701-2845794;2845793-2845794	2845624-2845701;2845702-2845793;2845794-2845963	;;	;;	(2845702, 2845793)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/197_T4_N_T4_1.deltapsi_quantify_deltapsi.html#VPS16
PPP2R5C	ENSG00000078304	ENSG00000078304:102231491-102233386:target	0.251177125844;-3.15845240047e-07;2.67175443011e-11;8.11884396147e-09;5.02306843093e-11;-9.39890455616e-11;-0.222292111539	0.975028481248;5.86763062521e-18;5.86639829444e-18;5.8664086393e-18;5.8663983257e-18;5.86639837819e-18;0.966961666222	0.710;0.025;0.025;0.025;0.025;0.025;0.242	0.954;0.025;0.025;0.025;0.025;0.025;0.025	t|1e1.2o2|1e2.1o1|2e3.1o3|3e1.2o2|3e3.2o3|4e1.2o2|i	True	True	True	6	4	1	chr14	+	102229307-102231491;102230623-102231491;102231628-102231724;102229307-102232954;102231785-102232954;102229307-102233045;102231490-102231491	102229242-102229307;102229242-102229307;102229242-102229307;102230415-102230623;102230624-102231490;102231491-102233386	;;;;;	;;;;;	(102230624, 102231490)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102298038-102298141:target	0.0305732462039;-0.120322419322;0.00018781146204;0.000157146645136;0.314503245379;-0.268439681291	2.9066960043e-05;0.00434705827204;5.80768311302e-16;3.72501909653e-16;0.998656778026;0.999948252008	0.033;0.150;0.025;0.025;0.502;0.287	0.105;0.028;0.027;0.027;0.808;0.025	t|1e1.1o1|1e2.1o1|1e3.1o4|1e3.2o4|1e4.1o1|i	True	False	True	5	5	1	chr14	+	102252520-102298038;102276373-102298038;102290506-102298038;102290527-102298038;102296167-102298038;102298037-102298038	102252350-102252520;102276140-102276373;102290351-102290815;102290351-102290815;102295737-102296167;102296168-102298037;102298038-102298141	;;;;;;	;;;;;;	(102296168, 102298037)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102295737-102296167:source	0.390174217779;-0.390174217779	1.0;1.0	0.595;0.405	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr14	+	102296167-102298038;102296167-102296168	102295737-102296167;102296168-102298037;102298038-102298141	;;	;;	(102296168, 102298037)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102349594-102349686:target	0.30368468946;7.89393015649e-10;1.878926291e-12;-0.285158052916	0.999999996899;5.86639926943e-18;5.86639826287e-18;0.999999999204	0.679;0.025;0.025;0.303	0.975;0.025;0.025;0.025	t|1e1.2o4|1e1.3o4|2e1.2o4|3e0|i	True	True	False	3	2	1	chr14	+	102348608-102349594;102348822-102349594;102348608-102349617;102349593-102349594	102348498-102349353;102348498-102349353;102348498-102349353;102349354-102349593;102349594-102349686	;;;;	;;;;	(102349354, 102349593)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102298038-102298141:source	0.344886543177;0.000408066614359;-0.315448850589	0.999999193172;1.70870553753e-15;0.999999997222	0.628;0.031;0.333	0.964;0.035;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr14	+	102298141-102302506;102298141-102323023;102298141-102298142	102298038-102298141;102298142-102302505;102302506-102303038;102323023-102323222	;;;	;;;	(102298142, 102302505)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102349769-102349899:source	1.99053609627e-07;0.00111817986098;0.175665296441;0.0441473417695;0.00218022975869;-0.278900523126	5.86667764555e-18;7.61028927176e-18;0.481126891865;0.000111731367936;1.54122365525e-10;0.9999755735	0.025;0.025;0.552;0.064;0.065;0.297	0.025;0.036;0.726;0.133;0.084;0.025	s|1e0|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|i	False	False	True	5	6	1	chr14	+	102349899-102350112;102349899-102356319;102349899-102356574;102349899-102359337;102349899-102360844;102349899-102349900	102349769-102349899;102349900-102350111;102350112-102350122;102356130-102356529;102356574-102356633;102359337-102359445;102360844-102360897	;;;;;;	;;;;;;	(102349900, 102350111)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102356574-102356633:source	0.26887067906;0.0322279881789;-0.298930499137	0.996151771696;2.24671290654e-10;0.999999912748	0.662;0.025;0.316	0.925;0.075;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr14	+	102356633-102359337;102356633-102360844;102356633-102356634	102356574-102356633;102356634-102359336;102359337-102359445;102360844-102360897	;;;	;;;	(102356634, 102359336)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102348498-102349353:source	0.360443972204;8.45303305657e-13;8.07197268968e-08;3.26032515499e-10;-0.340451218227	1.0;5.86639826136e-18;5.8665014511e-18;5.86639867708e-18;1.0	0.621;0.025;0.025;0.025;0.357	0.972;0.025;0.025;0.025;0.025	s|1e0|2e1.1o3|2e1.2o3|2e2.1o2|3e1.1o3|4e0|i	True	True	True	4	3	1	chr14	+	102348608-102349594;102348608-102349617;102348608-102349769;102348822-102349594;102349353-102349354	102348498-102349353;102349354-102349593;102349594-102349686;102349594-102349686;102349594-102349686;102349769-102349899	;;;;;	;;;;;	(102349354, 102349593)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
PPP2R5C	ENSG00000078304	ENSG00000078304:102359337-102359445:target	0.0621185557562;0.000152147936744;0.235592687934;-0.299047140701	0.000177202651294;4.78296430975e-16;0.925331614115;0.999999969047	0.038;0.058;0.584;0.317	0.129;0.060;0.814;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr14	+	102349899-102359337;102356529-102359337;102356633-102359337;102359336-102359337	102349769-102349899;102356130-102356529;102356574-102356633;102356634-102359336;102359337-102359445	;;;;	;;;;	(102356634, 102359336)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/22_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PPP2R5C
ZC3H11A	ENSG00000058673	ENSG00000058673:203765421-203765916:target	0.00499318139945;0.279282189283;0.000428489496453;-0.00935848358621;-0.271962060629	1.36693366409e-06;0.988344253761;3.83048618453e-13;1.00210038362e-12;0.999999769483	0.096;0.532;0.025;0.068;0.290	0.125;0.804;0.030;0.034;0.025	t|1e1.1o2|1e1.2o2|2e1.1o2|2e1.2o2|i	True	True	False	4	2	1	chr1	+	203764903-203765421;203764922-203765421;203764903-203765579;203764922-203765579;203765420-203765421	203764782-203764922;203764782-203764922;203764782-203764922;203764782-203764922;203764923-203765420;203765421-203765916	;;;;;	;;;;;	(203764923, 203765420)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/12_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZC3H11A
ZC3H11A	ENSG00000058673	ENSG00000058673:203765421-203765916:source	0.485791216166;0.00185089763583;-0.468605095161	0.999999999944;6.933778919e-08;1.0	0.476;0.035;0.482	0.949;0.048;0.025	s|1e1.3o3|2e1.3o3|3e0|i	True	True	False	2	2	1	chr1	+	203765624-203770703;203765729-203770703;203765916-203765917	203765421-203765916;203765917-203767973;203767974-203771389;203767974-203771389	;;;	;;;	(203765917, 203767973)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/12_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZC3H11A
ATP13A3	ENSG00000133657	ENSG00000133657:194123401-194126845:source	0.120734779765;0.304549020725;0.00403276947578;-0.439226345123	0.154895526476;0.994482687373;1.1803321327e-08;1.0	0.167;0.334;0.042;0.453	0.303;0.631;0.065;0.025	t|1e1.2o2|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr3	-	194126845-194134488;194126845-194132928;194126845-194129900;194126845-194126846	194123401-194126845;194126846-194129899;194129900-194130018;194132928-194133792;194134488-194134568	;;;;	;;;;	(194126846, 194129899)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/95_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ATP13A3
ATP13A3	ENSG00000133657	ENSG00000133657:194132928-194133792:source	0.362857225415;-0.362857225415	0.99999999793;0.99999999793	0.621;0.379	0.975;0.025	t|1e0|2e1.2o2|i	False	True	False	1	2	1	chr3	-	194133017-194134488;194133792-194133793	194132928-194133792;194133793-194134487;194134488-194134568	;;	;;	(194133793, 194134487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/95_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ATP13A3
ATP13A3	ENSG00000133657	ENSG00000133657:194134488-194134568:target	0.21699315138;1.39037712662e-05;0.0372381034966;-0.29573578861	0.785070836756;8.59847961434e-17;0.0106688430396;0.999999620858	0.481;0.025;0.200;0.313	0.693;0.025;0.291;0.025	s|1e0|2e1.2o2|2e2.1o1|2e3.1o1|i	True	False	True	3	4	1	chr3	-	194133017-194134488;194130018-194134488;194126845-194134488;194134487-194134488	194123401-194126845;194129900-194130018;194132928-194133792;194133793-194134487;194134488-194134568	;;;;	;;;;	(194133793, 194134487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/95_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ATP13A3
RTTN	ENSG00000176225	ENSG00000176225:67691958-67692084:source	0.248595432707;-0.248595432707	0.907936279976;0.907936279976	0.664;0.336	0.907;0.093	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr18	-	67692084-67695960;67692084-67692763	67691958-67692084;67692763-67692929;67695960-67696039	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/166_T4_N_T4_1.deltapsi_quantify_deltapsi.html#RTTN
NASP	ENSG00000132780	ENSG00000132780:46078841-46078920:target	6.47509200093e-08;0.272437277885;6.47497474924e-08;6.47509200093e-08;-0.268437613097	6.03623392358e-18;0.999958390929;6.03623392504e-18;6.03623392358e-18;0.999935014154	0.025;0.709;0.025;0.025;0.287	0.025;0.975;0.025;0.025;0.025	t|1e0|1e1.1o1|1e2.2o3|1e3.5o5|1e4.1o1|i	False	False	True	4	5	1	chr1	+	46056942-46078841;46072263-46078841;46074009-46078841;46076667-46078841;46078840-46078841	46056895-46056942;46072154-46072352;46072993-46074009;46074972-46076667;46076668-46078840;46078841-46078920	;;;;;	;;;;;	(46076668, 46078840)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/95_T4_N_T4_1.deltapsi_quantify_deltapsi.html#NASP
NASP	ENSG00000132780	ENSG00000132780:46072154-46072352:source	5.56154445113e-06;0.244562765956;-0.241056937822	4.24678072914e-16;0.996687397416;0.99573742556	0.025;0.736;0.260	0.025;0.975;0.025	s|1e0|2e1.1o1|2e2.1o1|3e0|i	True	False	True	2	3	1	chr1	+	46072263-46072993;46072263-46078841;46072352-46072353	46072154-46072352;46072353-46072992;46072993-46074009;46078841-46078920	;;;	;;;	(46072353, 46072992)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/95_T4_N_T4_1.deltapsi_quantify_deltapsi.html#NASP
PER1	ENSG00000179094	ENSG00000179094:8050992-8051145:source	6.54948843629e-08;0.289485537165;-0.27652383062	5.8664819879e-18;0.999999986539;1.0	0.025;0.693;0.295	0.025;0.975;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	-	8051145-8051499;8051145-8051315;8051145-8051146	8050992-8051145;8051146-8051314;8051315-8051421;8051499-8051577	;;;	;;;	(8051146, 8051314)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8049912-8050083:source	0.147661826638;0.416123642848;2.848933603e-15;-0.536681205634	0.0990683833412;1.0;5.86639826028e-18;1.0	0.124;0.323;0.025;0.548	0.268;0.729;0.025;0.025	t|1e1.2o2|1e2.1o2|2e2.1o2|i	True	True	True	3	3	1	chr17	-	8050083-8050568;8050083-8050215;8050077-8050215;8050083-8050084	8049912-8050083;8050084-8050186;8050187-8050320;8050187-8050320;8050568-8050699	;;;;	;;;;	(8050084, 8050186)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8053750-8054163:source	0.0348582983649;-0.00200528462497;0.322145806358;1.36259280509e-13;1.36259280509e-13;-0.313389774724	0.00519151901581;8.37969184405e-18;0.999999393865;5.86639826046e-18;5.86639826046e-18;1.0	0.588;0.038;0.025;0.025;0.025;0.331	0.648;0.025;0.339;0.025;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0|3e1.1o1|3e3.1o1|i	True	True	True	5	4	1	chr17	-	8054163-8059625;8054163-8057248;8054163-8055655;8053928-8059625;8053928-8055655;8054163-8054164	8053750-8054163;8054164-8055654;8055655-8055753;8055655-8055753;8057248-8057298;8059625-8059824;8059625-8059824	;;;;;;	;;;;;;	(8054164, 8055654)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8050187-8050320:target	0.561208466099;6.89362169306e-12;-0.551081365328	1.0;5.86639826909e-18;1.0	0.428;0.025;0.562	0.975;0.025;0.025	s|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr17	-	8050083-8050215;8050077-8050215;8050186-8050187	8049912-8050083;8049912-8050083;8050084-8050186;8050187-8050320	;;;	;;;	(8050084, 8050186)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8051315-8051421:target	0.253085736775;-0.253085736775	0.999776475038;0.999776475038	0.728;0.272	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	8051145-8051315;8051314-8051315	8050992-8051145;8051146-8051314;8051315-8051421	;;	;;	(8051146, 8051314)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8045866-8046153:source	7.77156117238e-16;0.237221129219;-0.235539723984	5.86639826028e-18;0.998461541659;0.997625843997	0.025;0.744;0.255	0.025;0.975;0.025	t|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr17	-	8046153-8048069;8046153-8046584;8046153-8046154	8045866-8046153;8046154-8046583;8046584-8046662;8048069-8048488	;;;	;;;	(8046154, 8046583)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8048069-8048488:target	3.69425380135e-15;3.38958644853e-08;0.230107245909;3.69425380135e-15;-0.227903143207	5.86639826029e-18;5.86644159222e-18;0.966540939763;5.86639826029e-18;0.962981549862	0.025;0.025;0.751;0.025;0.247	0.025;0.025;0.975;0.025;0.025	s|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1|i	True	True	True	4	4	1	chr17	-	8047194-8048078;8047586-8048069;8047194-8048069;8046153-8048069;8048068-8048069	8045866-8046153;8046759-8047194;8046759-8047194;8047373-8047586;8047587-8048068;8048069-8048488	;;;;;	;;;;;	(8047587, 8048068)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8052557-8052628:source	0.449678447459;-0.449678447459	1.0;1.0	0.537;0.463	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	8052628-8052780;8052628-8052629	8052557-8052628;8052629-8052779;8052780-8052981	;;	;;	(8052629, 8052779)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
PER1	ENSG00000179094	ENSG00000179094:8052780-8052981:target	0.379075571083;0.00417792628853;1.48735719842e-07;-0.390511573533	0.999999998324;4.59188212127e-16;5.86658840408e-18;1.0	0.562;0.025;0.025;0.406	0.931;0.049;0.025;0.025	s|1e1.1o1|1e2.2o2|1e3.1o1|i	False	False	True	3	4	1	chr17	-	8052628-8052780;8052104-8052780;8051577-8052780;8052779-8052780	8051499-8051577;8051962-8052307;8052557-8052628;8052629-8052779;8052780-8052981	;;;;	;;;;	(8052629, 8052779)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/170_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PER1
OVCA2	ENSG00000262664	ENSG00000262664:1945327-1945525:source	0.496966310326;-0.496966310326	1.0;1.0	0.490;0.510	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	1945525-1945899;1945525-1945526	1945327-1945525;1945526-1945898;1945899-1946724	;;	;;	(1945526, 1945898)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/207_T4_N_T4_1.deltapsi_quantify_deltapsi.html#OVCA2
OVCA2	ENSG00000262664	ENSG00000262664:1945899-1946724:target	0.572797708695;-0.572797708695	1.0;1.0	0.417;0.583	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	+	1945525-1945899;1945898-1945899	1945327-1945525;1945526-1945898;1945899-1946724	;;	;;	(1945526, 1945898)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/207_T4_N_T4_1.deltapsi_quantify_deltapsi.html#OVCA2
RPS25	ENSG00000118181	ENSG00000118181:118886551-118886649:target	-0.218445649189;0.218445649189	0.782749774787;0.782749774787	0.392;0.608	0.177;0.823	s|1e1.1o1|i	False	False	False	1	2	1	chr11	-	118886468-118886551;118886550-118886551	118886422-118886468;118886469-118886550;118886551-118886649	;;	;;	(118886469, 118886550)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/72_T4_N_T4_1.deltapsi_quantify_deltapsi.html#RPS25
TRIM22	ENSG00000132274	ENSG00000132274:5718478-5718699:target	-3.36288716358e-09;0.298034196303;-0.267294083811	5.86640249336e-18;1.0;0.99999999992	0.025;0.684;0.286	0.025;0.975;0.025	t|1e1.1o3|1e1.2o3|i	True	False	False	2	2	1	chr11	+	5717784-5718478;5717885-5718478;5718477-5718478	5717397-5718243;5717397-5718243;5718244-5718477;5718478-5718699	;;;	;;;	(5718244, 5718477)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/93_T4_N_T4_1.deltapsi_quantify_deltapsi.html#TRIM22
TRIM22	ENSG00000132274	ENSG00000132274:5717397-5718243:source	-6.17541161346e-09;0.28986489491;9.43477273309e-11;-0.250193671012	5.86640601749e-18;0.999997843792;5.86639838089e-18;0.999974132994	0.025;0.692;0.025;0.269	0.025;0.975;0.025;0.025	s|1e1.1o1|2e1.1o1|2e2.1o1|3e0|i	True	True	True	3	3	1	chr11	+	5717784-5718478;5717885-5718478;5717885-5719545;5718243-5718244	5717397-5718243;5718244-5718477;5718478-5718699;5718478-5718699;5719545-5719706	;;;;	;;;;	(5718244, 5718477)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/93_T4_N_T4_1.deltapsi_quantify_deltapsi.html#TRIM22
PLEKHG2	ENSG00000090924	ENSG00000090924:39911923-39911939:source	0.297107641782;-0.297107641782	0.994773619158;0.994773619158	0.685;0.315	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr19	+	39911939-39912755;39911939-39911940	39911923-39911939;39911940-39912305;39912306-39912928	;;	;;	(39911940, 39912305)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/30_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PLEKHG2
PLEKHG2	ENSG00000090924	ENSG00000090924:39911391-39911492:target	-0.406132390404;0.406132390404	0.999999705156;0.999999705156	0.975;0.025	0.579;0.421	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr19	+	39911299-39911391;39911390-39911391	39911266-39911299;39911300-39911390;39911391-39911492	;;	;;	(39911300, 39911390)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/30_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PLEKHG2
PLEKHG2	ENSG00000090924	ENSG00000090924:39912306-39912928:target	0.217483566128;-0.217483566128	0.786136971677;0.786136971677	0.763;0.237	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr19	+	39911939-39912755;39912305-39912306	39911923-39911939;39911940-39912305;39912306-39912928	;;	;;	(39911940, 39912305)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/30_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PLEKHG2
PLEKHG2	ENSG00000090924	ENSG00000090924:39911266-39911299:source	-0.292992406118;-0.00234577484737;0.283782467528	0.97812680209;2.51046210289e-07;0.990377516849	0.944;0.053;0.025	0.659;0.038;0.302	s|1e1.1o2|1e2.2o2|i	False	False	True	2	3	1	chr19	+	39911299-39911391;39911299-39911715;39911299-39911300	39911266-39911299;39911300-39911390;39911391-39911492;39911675-39911753	;;;	;;;	(39911300, 39911390)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/30_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PLEKHG2
PSMD13	ENSG00000185627	ENSG00000185627:251543-251626:source	0.233657856626;-0.233657856626	0.994313690389;0.994313690389	0.747;0.253	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr11	+	251626-251820;251626-251627	251543-251626;251627-251819;251820-251936	;;	;;	(251627, 251819)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/178_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PSMD13
PSMD13	ENSG00000185627	ENSG00000185627:251820-251936:target	0.0753175614558;0.221355420018;-0.299904450244	0.00701330971678;0.870177935874;0.999999997179	0.064;0.625;0.317	0.158;0.841;0.025	t|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr11	+	250865-251820;251626-251820;251819-251820	250784-250865;251543-251626;251627-251819;251820-251936	;;;	;;;	(251627, 251819)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/178_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PSMD13
PSMD13	ENSG00000185627	ENSG00000185627:251543-251626:target	0.204903769312;2.74059703634e-07;-0.204072353939	0.846681503973;3.1982381746e-17;0.838275654405	0.775;0.025;0.224	0.975;0.025;0.025	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr11	+	250865-251546;251340-251546;251542-251543	250784-250865;251227-251340;251341-251542;251543-251626	;;;	;;;	(251341, 251542)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/178_T4_N_T4_1.deltapsi_quantify_deltapsi.html#PSMD13
WTAP	ENSG00000146457	ENSG00000146457:160174492-160174646:target	0.460084551334;-0.00016796723675;-0.421037412957	1.0;6.07692528336e-18;1.0	0.526;0.027;0.436	0.975;0.025;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr6	+	160169401-160174492;160173335-160174492;160174491-160174492	160169223-160170447;160173325-160173335;160173336-160174491;160174492-160174646	;;;	;;;	(160173336, 160174491)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/121_T4_N_T4_1.deltapsi_quantify_deltapsi.html#WTAP
WTAP	ENSG00000146457	ENSG00000146457:160169223-160170447:source	0.33438958278;-0.33438958278	1.0;1.0	0.649;0.351	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr6	+	160169401-160174492;160170447-160170448	160169223-160170447;160170448-160173324;160174492-160174646	;;	;;	(160170448, 160173324)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/121_T4_N_T4_1.deltapsi_quantify_deltapsi.html#WTAP
UBE2V1	ENSG00000244687	ENSG00000244687:48700269-48700791:source	2.21382707599e-10;0.14159130839;0.163520363406;0.000569924384638;-0.29240846955	5.86639854329e-18;0.0947938125634;0.367861218851;1.17895266448e-16;0.999999999484	0.025;0.028;0.631;0.025;0.310	0.025;0.169;0.794;0.031;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	False	False	True	4	5	1	chr20	-	48700791-48732022;48700791-48729644;48700791-48713209;48700791-48713020;48700791-48700792	48700269-48700791;48700792-48711451;48713020-48713071;48713209-48713357;48729644-48729710;48732022-48732158	;;;;;	;;;;;	(48700792, 48711451)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/202_T4_N_T4_1.deltapsi_quantify_deltapsi.html#UBE2V1
UBE2V1	ENSG00000244687	ENSG00000244687:48700269-48700791:target	0.224430883861;-0.224430883861	0.994538055148;0.994538055148	0.756;0.244	0.975;0.025	s|1e0|2e1.1o1|3e0|4e0|5e0|i	True	False	False	1	2	1	chr20	-	48699451-48700666;48700268-48700269	48697661-48699451;48699452-48700268;48700269-48700791	;;	;;	(48699452, 48700268)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/202_T4_N_T4_1.deltapsi_quantify_deltapsi.html#UBE2V1
UBE2V1	ENSG00000244687	ENSG00000244687:48697661-48699451:source	0.00239525845611;0.295450377435;-0.279473606647	1.04084641482e-11;0.999895699326;0.999999894413	0.040;0.657;0.297	0.054;0.944;0.025	t|1e1.1o1|1e2.2o5|i	False	False	True	2	3	1	chr20	-	48699451-48713209;48699451-48700666;48699451-48699452	48697661-48699451;48699452-48700268;48700269-48700791;48713209-48713357	;;;	;;;	(48699452, 48700268)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/202_T4_N_T4_1.deltapsi_quantify_deltapsi.html#UBE2V1
