#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_e_A E(PSI)	Th2_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
DHDDS	ENSG00000117682	ENSG00000117682:26786528-26786635:source	5.59704847356e-06;-0.22940750519;0.221330431143	2.41833230381e-07;0.743225635337;0.710193897348	0.026;0.297;0.695	0.026;0.043;0.950	s|1e0|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	0	chr1	+	26786635-26793784;26786635-26795383;26786635-26795386	26786528-26786635;26793784-26794018;26795383-26797785;26795383-26797785	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/15_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#DHDDS
DHDDS	ENSG00000117682	ENSG00000117682:26795383-26797785:target	-0.00023140847792;-0.214029969047;0.252372665597	3.63531736467e-06;0.697989446175;0.80031969071	0.038;0.289;0.676	0.027;0.044;0.949	t|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	0	chr1	+	26784396-26795383;26786635-26795383;26786635-26795386	26784282-26784396;26786528-26786635;26786528-26786635;26795383-26797785	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/15_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#DHDDS
NUP62	ENSG00000213024	ENSG00000213024:50432583-50432666:target	0.000269262820751;6.55864973423e-07;-0.00303882476144;-0.01028596278;-0.0590645544774;0.234823958929	1.30236797918e-07;4.47760175451e-12;0.000101493915049;0.00637940953224;0.138121654194;0.75884960934	0.026;0.025;0.116;0.182;0.282;0.397	0.038;0.025;0.065;0.101;0.140;0.653	s|1e1.2o2|1e2.1o1|1e3.1o1|2e1.1o2|2e1.2o2|2e3.1o1	True	True	True	6	4	0	chr19	-	50431072-50432607;50421878-50432607;50413141-50432607;50431105-50432583;50431072-50432583;50413141-50432583	50412652-50413141;50412652-50413141;50421765-50421878;50430951-50431105;50430951-50431105;50430951-50431105;50432583-50432666	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/48_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#NUP62
TRPT1	ENSG00000149743	ENSG00000149743:63992015-63992106:target	-0.227738208684;0.227738208684	0.68512597756;0.68512597756	0.896;0.104	0.618;0.382	s|1e1.2o2|i	False	False	False	1	2	1	chr11	-	63991813-63992015;63992014-63992015	63991757-63991963;63991964-63992014;63992015-63992106	;;	;;	(63991964, 63992014)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/30_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#TRPT1
EPC1	ENSG00000120616	ENSG00000120616:32594700-32594859:source	0.437235126969;-0.437235126969	0.973085989083;0.973085989083	0.087;0.913	0.521;0.479	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	32594859-32667419;32594859-32635691	32594700-32594859;32635691-32636146;32667419-32667726	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/16_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#EPC1
MICAL2	ENSG00000133816	ENSG00000133816:12225797-12226004:target	0.399573672246;-0.339406711918;-0.0012940659063	0.944875804369;0.848599280027;0.000910589053727	0.180;0.713;0.107	0.583;0.342;0.074	t|1e1.2o3|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chr11	+	12183966-12225797;12217747-12225797;12219216-12225797	12183415-12183967;12217492-12217747;12219034-12219358;12225797-12226004	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/22_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#MICAL2
HTRA2	ENSG00000115317	ENSG00000115317:74757117-74757639:target	-0.000738114673269;-0.195035823546;0.232663171992	0.000205541861986;0.608089847828;0.682218071933	0.061;0.285;0.654	0.034;0.034;0.952	t|1e0|2e0|3e0|4e0|5e1.1o1|6e1.1o1|i	True	True	False	2	2	1	chr2	+	74757039-74757572;74757039-74757588;74757116-74757117	74756504-74757039;74756504-74757039;74757040-74757116;74757117-74757639	;;;	;;;	(74757040, 74757116)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/13_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#HTRA2
RMND5B	ENSG00000145916	ENSG00000145916:177574970-177577566:target	-0.269212695998;0.269212695998	0.834730024183;0.834730024183	0.974;0.026	0.707;0.293	t|1e1.1o1|i	False	False	False	1	2	1	chr5	+	177574884-177574970;177574969-177574970	177574730-177574884;177574885-177574969;177574970-177577566	;;	;;	(177574885, 177574969)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/29_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#RMND5B
ZNF512	ENSG00000243943	ENSG00000243943:27824223-27824309:target	0.297450716793;-0.297450716793	0.93370442267;0.93370442267	0.032;0.968	0.324;0.676	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr2	+	27822920-27824223;27823682-27824223	27822837-27822920;27823558-27823682;27824223-27824309	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/51_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ZNF512
ZNF512	ENSG00000243943	ENSG00000243943:27822837-27822920:source	-0.217278607205;0.217278607205	0.7056505745;0.7056505745	0.955;0.045	0.709;0.291	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	27822920-27823558;27822920-27824223	27822837-27822920;27823558-27823682;27824223-27824309	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/51_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ZNF512
EIF4G2	ENSG00000110321	ENSG00000110321:10829721-10830177:target	-0.654209523502;-0.000512945437298;-8.99202072278e-06;0.676725926798	0.999978922145;6.55780301101e-05;1.17383167615e-06;0.999999850302	0.936;0.050;0.027;0.026	0.299;0.026;0.026;0.686	s|1e1.2o4|1e2.1o1|2e1.2o4|i	True	True	True	3	3	1	chr11	-	10828928-10829824;10828432-10829824;10828928-10829721;10829720-10829721	10828050-10828432;10828621-10829009;10828621-10829009;10829632-10829720;10829721-10830177	;;;;	;;;;	(10829632, 10829720)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/11_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#EIF4G2
GADD45B	ENSG00000099860	ENSG00000099860:2477027-2477434:source	-0.40955984462;0.40955984462	0.998531442591;0.998531442591	0.964;0.036	0.564;0.436	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr19	+	2477249-2477486;2477434-2477435	2477027-2477434;2477435-2477485;2477486-2478257	;;	;;	(2477435, 2477485)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/8_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#GADD45B
GADD45B	ENSG00000099860	ENSG00000099860:2476527-2476636:target	-0.314406387704;1.43672989004e-07;0.314922134101	0.936750440588;1.02323304482e-09;0.939819059405	0.906;0.025;0.088	0.594;0.025;0.401	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr19	+	2476400-2476527;2476429-2476527;2476526-2476527	2476120-2476429;2476120-2476429;2476430-2476526;2476527-2476636	;;;	;;;	(2476430, 2476526)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/8_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#GADD45B
KIF14	ENSG00000118193	ENSG00000118193:200589539-200589862:target	0.0155774582235;-0.422965278233;0.279863901441	0.0338144241662;0.975806325535;0.923383912275	0.107;0.882;0.028	0.232;0.464;0.304	s|1e1.1o1|1e2.1o4|1e2.2o4	False	True	True	3	3	1	chr1	-	200588802-200589539;200587966-200589539;200587780-200589539	200586740-200587966;200586740-200587966;200588792-200588802;200589539-200589862	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/15_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#KIF14
KIF14	ENSG00000118193	ENSG00000118193:200586740-200587966:source	-0.349814813832;0.365218808779;-0.000279372144556;-1.8643778615e-05	0.916771041067;0.986896152575;9.67708721416e-05;1.48811767838e-06	0.932;0.027;0.052;0.027	0.573;0.384;0.040;0.026	t|1e1.1o1|2e1.1o1|3e2.1o3|4e2.2o3	True	True	True	4	3	1	chr1	-	200587966-200589539;200587780-200589539;200587595-200587680;200586873-200587363	200586740-200587966;200589539-200589862;200589539-200589862	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/15_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#KIF14
MARCH2	ENSG00000099785	ENSG00000099785:8486673-8486900:target	-0.521833322582;0.521833322582	0.99996448427;0.99996448427	0.538;0.462	0.029;0.971	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	+	8478304-8486673;8483691-8486673	8478154-8478304;8483289-8483691;8486673-8486900	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/7_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#MARCH2
EIF2S3	ENSG00000130741	ENSG00000130741:24094839-24096088:target	-8.42736380554e-06;-5.06397223328e-05;0.22111329472;5.30547573246e-05;8.74201980713e-10;8.74201980713e-10;-7.32630236822e-06;8.74201980713e-10;-0.2263537356	7.04244745797e-12;5.81022836993e-13;0.73498724346;5.94970887775e-12;3.60095283693e-18;3.60095283693e-18;3.04747204047e-15;3.60095283693e-18;0.765290075484	0.029;0.028;0.496;0.025;0.025;0.025;0.025;0.025;0.427	0.028;0.026;0.727;0.028;0.025;0.025;0.025;0.025;0.197	t|1e0|1e1.1o1|1e2.1o4|1e2.2o4|1e3.3o3|2e2.3o4|3e3.1o3|4e3.2o3|5e4.2o3|i	True	True	True	8	5	1	chrX	+	24089844-24094839;24091333-24094839;24091380-24094839;24094757-24094839;24091528-24095461;24094365-24095466;24094372-24095468;24095547-24095626;24094838-24094839	24089675-24089844;24091208-24091645;24091208-24091645;24091208-24091645;24094317-24094757;24094317-24094757;24094317-24094757;24094758-24094838;24094839-24096088	;;;;;;;;	;;;;;;;;	(24094758, 24094838)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/21_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#EIF2S3
HMBS	ENSG00000256269	ENSG00000256269:118963645-118963731:source	-0.227670944277;0.227670944277	0.73530625998;0.73530625998	0.973;0.027	0.742;0.258	s|1e1.1o1|i	False	False	False	1	2	1	chr11	+	118963731-118963820;118963731-118963732	118963645-118963731;118963732-118963819;118963820-118964259	;;	;;	(118963732, 118963819)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/51_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#HMBS
HMBS	ENSG00000256269	ENSG00000256269:118963114-118963233:source	-0.226166218233;0.226166218233	0.74716249531;0.74716249531	0.950;0.050	0.710;0.290	s|1e0|2e1.2o2|i	True	False	False	1	2	1	chr11	+	118963233-118963468;118963233-118963234	118963114-118963233;118963234-118963320;118963321-118963521	;;	;;	(118963234, 118963320)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/51_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#HMBS
ATXN7L3	ENSG00000087152	ENSG00000087152:42275388-42275747:source	-0.597733528594;0.000561139082501;0.000273233121602;2.90937249059e-05;0.555756735926	0.999966568708;0.000118519060178;0.000117600534053;1.27195604566e-06;0.999633728663	0.696;0.029;0.043;0.025;0.231	0.114;0.054;0.056;0.027;0.772	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|3e0|i	False	True	True	4	5	1	chr17	-	42275498-42276864;42275498-42276432;42275498-42275921;42275498-42275789;42275747-42275748	42275388-42275747;42275748-42275788;42275789-42275879;42275921-42275931;42276432-42276574;42276864-42277220	;;;;;	;;;;;	(42275748, 42275788)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/6_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ATXN7L3
ATP6V1G2-DDX39B	ENSG00000254870	ENSG00000254870:31500557-31500688:source	0.338121457037;-0.338121457037	0.989538136444;0.989538136444	0.579;0.421	0.908;0.092	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31500688-31503144;31500688-31500689	31500557-31500688;31500689-31503143;31503144-31503262	;;	;;	(31500689, 31503143)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/51_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ATP6V1G2-DDX39B
DPP7	ENSG00000176978	ENSG00000176978:140007172-140007257:target	0.209576496611;4.76984811733e-08;5.02583393641e-08;-0.198737420555	0.713694835107;4.67280435132e-15;4.67280437044e-15;0.669246358734	0.604;0.025;0.025;0.384	0.820;0.025;0.025;0.176	s|1e1.2o4|2e1.2o4|2e1.4o4|i	True	True	False	3	2	1	chr9	-	140006682-140007197;140006682-140007172;140006621-140007172;140007171-140007172	140006564-140007056;140006564-140007056;140006564-140007056;140007057-140007171;140007172-140007257	;;;;	;;;;	(140007057, 140007171)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/41_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#DPP7
DPP7	ENSG00000176978	ENSG00000176978:140009099-140009178:target	0.200273357409;-0.200273357409	0.644147522113;0.644147522113	0.671;0.329	0.918;0.082	s|1e1.1o2|i	False	False	False	1	2	1	chr9	-	140009028-140009099;140009098-140009099	140008915-140009028;140009029-140009098;140009099-140009178	;;	;;	(140009029, 140009098)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/41_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#DPP7
CEBPZ	ENSG00000115816	ENSG00000115816:37429927-37430008:source	0.290947294928;-0.290947294928	0.861743624477;0.861743624477	0.453;0.547	0.758;0.242	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	37430008-37430093;37430008-37430009	37429927-37430008;37430009-37430092;37430093-37430151	;;	;;	(37430009, 37430092)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/14_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#CEBPZ
ZGRF1	ENSG00000138658	ENSG00000138658:113530535-113530585:target	0.210060005134;-0.182845796955;-2.24764803393e-05	0.651949263736;0.563174571163;8.93202111067e-06	0.030;0.963;0.030	0.274;0.715;0.028	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr4	-	113529093-113530535;113527247-113530535;113511030-113530535	113510786-113511030;113526716-113527247;113528972-113529093;113530535-113530585	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/26_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ZGRF1
SLC2A4RG	ENSG00000125520	ENSG00000125520:62374052-62374143:target	3.230490917e-05;-0.226297936072;0.212106689178	3.55122504702e-07;0.69346434024;0.652694871162	0.025;0.873;0.125	0.027;0.613;0.377	t|1e1.1o2|1e2.3o3|i	False	False	True	2	3	1	chr20	+	62373717-62374052;62373968-62374052;62374051-62374052	62373689-62373843;62373881-62373968;62373969-62374051;62374052-62374143	;;;	;;;	(62373969, 62374051)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/18_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#SLC2A4RG
HELLS	ENSG00000119969	ENSG00000119969:96322569-96322633:target	-0.401248759342;0.401248759342	0.998188163624;0.998188163624	0.974;0.026	0.583;0.417	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	96322484-96322569;96322568-96322569	96322446-96322484;96322485-96322568;96322569-96322633	;;	;;	(96322485, 96322568)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/16_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#HELLS
NAP1L4	ENSG00000205531	ENSG00000205531:3000437-3000467:source	-0.00181240523946;1.48890811533e-06;-0.0957336292692;0.234727762184;4.96293041007e-05;4.98117597682e-05;5.10424378415e-05;1.48890811533e-06	0.00169353485395;4.82314122716e-08;0.279213730148;0.740337971797;8.88592651138e-06;8.9857143333e-06;9.0034584721e-06;4.82314122716e-08	0.145;0.025;0.720;0.040;0.036;0.036;0.036;0.025	0.106;0.025;0.487;0.298;0.038;0.038;0.038;0.025	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1	True	False	True	8	7	1	chr11	-	3000467-3013484;3000467-3013459;3000467-3013024;3000467-3010359;3000467-3009307;3000467-3004992;3000467-3004976;3000467-3002932	3000437-3000467;3002932-3003029;3004976-3005043;3004976-3005043;3009307-3009356;3010359-3010501;3013024-3013332;3013459-3013607;3013459-3013607	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/48_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#NAP1L4
NAP1L4	ENSG00000205531	ENSG00000205531:3013024-3013332:target	-0.523945785898;0.523945785898	0.999754193953;0.999754193953	0.952;0.048	0.441;0.559	s|1e1.1o1|i	False	False	False	1	2	1	chr11	-	3000467-3013024;3013023-3013024	3000437-3000467;3012223-3013023;3013024-3013332	;;	;;	(3012223, 3013023)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/48_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#NAP1L4
ATG16L1	ENSG00000085978	ENSG00000085978:234182950-234183424:target	0.226378938643;-0.238434086527;3.41507598471e-05	0.613800409872;0.644246169489;2.35979256137e-06	0.477;0.516;0.026	0.793;0.195;0.028	t|1e0|2e1.1o1|2e2.2o2|2e3.1o1	False	True	True	3	4	0	chr2	+	234181698-234183322;234182423-234183322;234182687-234183322	234181612-234181698;234182367-234182423;234182637-234182687;234182950-234183424	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/6_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ATG16L1
TMEM39B	ENSG00000121775	ENSG00000121775:32557273-32557612:target	-0.0012814628854;-0.441360459837;-0.00139113198252;0.561495739194	0.000105646790495;0.968066055651;0.000124593232467;0.996570685416	0.066;0.520;0.068;0.346	0.030;0.080;0.030;0.894	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	True	True	True	4	4	0	chr1	+	32541423-32557273;32541423-32557276;32542447-32557276;32542919-32557276	32541204-32541423;32541204-32541423;32542364-32542447;32542765-32542919;32557273-32557612	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/16_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#TMEM39B
POGZ	ENSG00000143442	ENSG00000143442:151398665-151400517:source	-0.314668061192;0.000261206415574;0.286963026337	0.933402706096;2.70219724079e-05;0.913125308081	0.961;0.035;0.025	0.649;0.047;0.306	t|1e1.1o1|2e1.1o1|3e0|i	True	True	False	2	2	1	chr1	-	151400517-151400599;151400490-151400599;151400517-151400518	151398665-151400517;151400518-151400598;151400599-151400889;151400599-151400889	;;;	;;;	(151400518, 151400598)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/28_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#POGZ
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:source	-0.377160830817;0.377160830817	0.981271394254;0.981271394254	0.680;0.320	0.311;0.689	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr16	+	31198157-31199646;31198566-31198567	31198123-31198566;31198567-31199472;31199473-31199678	;;	;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/7_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:target	-0.276158012821;1.38157508967e-06;0.271613450355	0.869693843488;3.78683572401e-12;0.858079099587	0.564;0.025;0.435	0.287;0.025;0.709	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	31196500-31198123;31196877-31198123;31198122-31198123	31196260-31196500;31196820-31196877;31196878-31198122;31198123-31198566	;;;	;;;	(31196878, 31198122)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/7_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31199473-31199678:target	-0.000138942238343;-0.314883087097;0.338094325927	4.22141921465e-11;0.903723124252;0.937796702368	0.030;0.655;0.309	0.026;0.342;0.643	t|1e0|2e1.1o1|2e2.1o2|i	False	True	True	2	3	1	chr16	+	31196500-31199646;31198157-31199646;31199472-31199473	31196260-31196500;31198123-31198566;31198567-31199472;31199473-31199678	;;;	;;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/7_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31196260-31196500:source	-0.17735785268;-0.00215583087438;0.253998191923	0.558143260383;2.2087924594e-06;0.80650836507	0.828;0.073;0.100	0.600;0.040;0.362	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr16	+	31196500-31198123;31196500-31199646;31196500-31196501	31196260-31196500;31196501-31196819;31198123-31198566;31199473-31199678	;;;	;;;	(31196501, 31196819)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/7_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#FUS
RALGDS	ENSG00000160271	ENSG00000160271:135987429-135987539:source	5.32273070137e-05;-0.463429045367;0.422283216899;5.32273070137e-05;0.000769133363691	1.11440183354e-05;0.998781295829;0.941167624089;1.11440183354e-05;0.000975524213887	0.025;0.481;0.455;0.025;0.056	0.029;0.029;0.885;0.029;0.083	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr9	-	135987539-136030565;135987539-136024350;135987539-136006339;135987539-136004526;135987539-135996359	135987429-135987539;135996359-135996563;136004526-136004788;136006339-136006504;136024350-136024721;136030565-136030699	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/33_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#RALGDS
SLC26A6	ENSG00000225697	ENSG00000225697:48669082-48669234:source	0.25046226469;3.72075337945e-05;-0.194434348639;-0.000669106785433	0.767035035273;2.19249903805e-06;0.636232218722;7.18777118503e-06	0.637;0.025;0.308;0.051	0.926;0.028;0.058;0.027	t|1e2.3o3|2e1.1o1|2e2.3o3|i	True	True	True	3	3	1	chr3	-	48669234-48669313;48669230-48670407;48669230-48669313;48669234-48669235	48669082-48669234;48669235-48669312;48669313-48669525;48669313-48669525;48670407-48670558	;;;;	;;;;	(48669235, 48669312)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/50_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#SLC26A6
ZNF106	ENSG00000103994	ENSG00000103994:42740270-42740903:source	0.251480787779;5.60843947321e-08;-0.246411251598	0.793676489463;2.87633761352e-07;0.769967121517	0.041;0.026;0.952	0.311;0.026;0.681	t|1e1.1o1|1e2.1o1|1e3.3o3|2e0	False	True	True	3	4	0	chr15	-	42740903-42758251;42740903-42749415;42740903-42741969	42740270-42740903;42741969-42744152;42749415-42749754;42758251-42758314	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/10_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ZNF106
SF3A2	ENSG00000104897	ENSG00000104897:2246752-2246801:source	-0.226750050041;0.226750050041	0.751805007518;0.751805007518	0.917;0.083	0.683;0.317	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr19	+	2246801-2246881;2246801-2246802	2246752-2246801;2246802-2246880;2246881-2247205	;;	;;	(2246802, 2246880)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/10_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#SF3A2
CALM1	ENSG00000198668	ENSG00000198668:90865335-90865431:source	-0.342446801515;0.342446801515	0.879187802918;0.879187802918	0.508;0.492	0.145;0.855	s|1e1.2o2|i	False	False	False	1	2	1	chr14	+	90865431-90866409;90865431-90865432	90865335-90865431;90865432-90866321;90866322-90866775	;;	;;	(90865432, 90866321)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/46_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#CALM1
CERS5	ENSG00000139624	ENSG00000139624:50529514-50529621:source	-0.229227396504;0.229227396504	0.714982536435;0.714982536435	0.455;0.545	0.188;0.812	t|1e1.2o2|2e0|i	False	True	False	1	2	1	chr12	-	50529621-50529724;50529621-50529622	50529514-50529621;50529622-50529723;50529724-50529852	;;	;;	(50529622, 50529723)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/26_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#CERS5
ACBD4	ENSG00000181513	ENSG00000181513:43214735-43215003:source	-0.365465975183;0.255584559805;0.000799098215044	0.856155085986;0.648570671431;0.000210332386427	0.619;0.375;0.026	0.219;0.723;0.060	s|1e0|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr17	+	43214821-43215089;43214821-43215127;43215003-43215004	43214735-43215003;43215004-43215088;43215089-43215202;43215089-43215202	;;;	;;;	(43215004, 43215088)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/43_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#ACBD4
USP48	ENSG00000090686	ENSG00000090686:22047529-22047659:source	2.47052721691e-05;-0.360423139393;0.355373175659	2.85506175887e-07;0.951009394543;0.947303800177	0.025;0.884;0.111	0.027;0.526;0.465	t|1e1.3o4|1e2.1o1|2e2.1o1|3e0	True	True	True	3	3	1	chr1	-	22047659-22055059;22047659-22048143;22047656-22048143	22047529-22047659;22048143-22048257;22048143-22048257;22054344-22055212	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/7_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#USP48
SFI1	ENSG00000198089	ENSG00000198089:32014300-32014572:target	-0.297987459775;0.297987459775	0.84083561403;0.84083561403	0.684;0.316	0.365;0.635	t|1e1.1o1|i	False	False	False	1	2	1	chr22	+	32014212-32014300;32014299-32014300	32014101-32014212;32014213-32014299;32014300-32014572	;;	;;	(32014213, 32014299)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/46_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#SFI1
RP11-66N24.3	ENSG00000258727	ENSG00000258727:24033936-24034049:source	-0.494628103421;0.494628103421	0.987197957475;0.987197957475	0.643;0.357	0.157;0.843	s|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24034049-24034665;24034049-24034050	24033936-24034049;24034050-24034664;24034665-24036631	;;	;;	(24034050, 24034664)	file:///data/THelper/./voila/dpsi/TH2e_PolyAvTotal//summaries/52_Th2_e_A_Th2_e_r.deltapsi_quantify_deltapsi.html#RP11-66N24.3
