#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th1_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:target	-0.278624831978;1.64899348767e-05;0.270181564553	0.847849802911;9.06881830705e-09;0.828588227557	0.718;0.025;0.281	0.432;0.026;0.561	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	31196500-31198123;31196877-31198123;31198122-31198123	31196260-31196500;31196820-31196877;31196878-31198122;31198123-31198566	;;;	;;;	(31196878, 31198122)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/9_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31199473-31199678:target	-3.39604456277e-05;-0.19027921002;0.219773776262	1.23491337237e-10;0.610921829345;0.704722150523	0.026;0.784;0.189	0.025;0.570;0.425	t|1e0|2e1.1o1|2e2.1o2|i	False	True	True	2	3	1	chr16	+	31196500-31199646;31198157-31199646;31199472-31199473	31196260-31196500;31198123-31198566;31198567-31199472;31199473-31199678	;;;	;;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/9_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FUS
MTFP1	ENSG00000242114	ENSG00000242114:30823227-30823390:target	-0.22269790263;0.22269790263	0.78314827633;0.78314827633	0.259;0.741	0.031;0.969	t|1e1.1o1|i	False	False	False	1	2	1	chr22	+	30822832-30823227;30823226-30823227	30822705-30822832;30823180-30823226;30823227-30823390	;;	;;	(30823180, 30823226)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/66_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MTFP1
RALGDS	ENSG00000160271	ENSG00000160271:135987429-135987539:source	5.50942767013e-05;-0.2913693534;0.352539869256;5.50942767013e-05;-0.0060492604004	4.93705891768e-06;0.954749780499;0.924742832003;4.93705891768e-06;0.00285633874114	0.025;0.314;0.552;0.025;0.127	0.028;0.028;0.912;0.028;0.063	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr9	-	135987539-136030565;135987539-136024350;135987539-136006339;135987539-136004526;135987539-135996359	135987429-135987539;135996359-135996563;136004526-136004788;136006339-136006504;136024350-136024721;136030565-136030699	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/43_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RALGDS
SLC26A6	ENSG00000225697	ENSG00000225697:48670910-48671068:source	0.298539721409;-0.000686280842402;0.000350512712959;-0.257430006189	0.764087982571;3.34681817843e-05;0.000115474315479;0.689042598052	0.367;0.047;0.042;0.548	0.718;0.027;0.052;0.223	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr3	-	48671068-48672804;48671068-48671949;48671068-48671157;48671068-48671069	48670910-48671068;48671069-48671156;48671157-48671760;48671949-48671959;48672804-48672926	;;;;	;;;;	(48671069, 48671156)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/65_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SLC26A6
KANSL2	ENSG00000139620	ENSG00000139620:49061476-49061572:target	-0.273609613172;0.273609613172	0.832438713182;0.832438713182	0.363;0.637	0.067;0.933	s|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr12	-	49056437-49061476;49054402-49061476	49054149-49054402;49056343-49056437;49061476-49061572	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/33_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#KANSL2
CALM1	ENSG00000198668	ENSG00000198668:90865335-90865431:source	-0.314282039775;0.314282039775	0.861672085628;0.861672085628	0.542;0.458	0.210;0.790	s|1e1.2o2|i	False	False	False	1	2	1	chr14	+	90865431-90866409;90865431-90865432	90865335-90865431;90865432-90866321;90866322-90866775	;;	;;	(90865432, 90866321)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/61_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CALM1
CALM1	ENSG00000198668	ENSG00000198668:90864276-90865147:source	-0.000298733381326;-0.0767556436388;-0.000433545508152;-0.00148918387637;0.247343993654	1.331236299e-06;0.0878694525876;2.75436828528e-06;3.44000221694e-05;0.846810769381	0.035;0.147;0.039;0.057;0.727	0.025;0.025;0.025;0.025;0.971	s|1e1.1o1|1e2.2o2|2e1.1o1|3e1.1o1|4e0|i	True	True	True	4	3	1	chr14	+	90864832-90865335;90864832-90866409;90864895-90865335;90864904-90865335;90865147-90865148	90864276-90865147;90865148-90865334;90865335-90865431;90865335-90865431;90865335-90865431;90866322-90866775	;;;;;	;;;;;	(90865148, 90865334)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/61_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CALM1
CERS5	ENSG00000139624	ENSG00000139624:50537735-50537919:source	-0.123423391858;1.50334910273e-05;1.50334910273e-05;1.50334910273e-05;1.50334910273e-05;1.50334910273e-05;-0.00694501031352;0.000766251471912;0.209879932163	0.36430608189;3.47881623512e-07;3.47881623512e-07;3.47881623512e-07;3.47881623512e-07;3.47881623512e-07;0.00171508428378;8.22661479348e-05;0.632979842329	0.878;0.025;0.025;0.025;0.025;0.025;0.111;0.025;0.025	0.653;0.026;0.026;0.026;0.026;0.026;0.046;0.049;0.240	t|1e0|2e0|3e1.1o1|3e2.2o2|3e3.1o1|3e4.1o1|3e5.1o1|3e6.1o1|3e7.1o1|3e8.2o2|i	False	True	True	8	9	1	chr12	-	50537840-50560884;50537840-50559605;50537840-50548011;50537840-50547612;50537840-50542255;50537840-50541109;50537840-50538552;50537840-50537986;50537919-50537920	50537735-50537919;50537920-50537985;50537986-50538282;50538552-50538844;50541109-50541186;50542255-50542371;50547612-50547734;50548011-50548103;50559605-50560099;50560884-50561288	;;;;;;;;;	;;;;;;;;;	(50537920, 50537985)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/33_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CERS5
ITGB7	ENSG00000139626	ENSG00000139626:53590116-53590895:source	0.221174248462;1.22587037702e-05;-0.225665670736	0.775435192896;1.48639829247e-13;0.802190341665	0.666;0.025;0.322	0.884;0.025;0.100	t|1e0|2e1.2o3|2e1.3o3|i	True	True	False	2	2	1	chr12	-	53590604-53591277;53590604-53590972;53590895-53590896	53590116-53590895;53590896-53590971;53590972-53591493;53590972-53591493	;;;	;;;	(53590896, 53590971)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/33_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ITGB7
MPI	ENSG00000178802	ENSG00000178802:75189352-75189560:target	0.239009724076;-0.239009724076	0.742735106449;0.742735106449	0.666;0.334	0.941;0.059	t|1e1.2o5|i	False	False	False	1	2	1	chr15	+	75188666-75189352;75189351-75189352	75187775-75189296;75189297-75189351;75189352-75189560	;;	;;	(75189297, 75189351)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/55_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MPI
MPI	ENSG00000178802	ENSG00000178802:75187775-75189296:source	0.372232073785;-0.320751812854;-0.00279985293621	0.963009010157;0.974875869716;0.000658157510431	0.559;0.344;0.097	0.929;0.029;0.058	s|1e0|2e1.1o1|2e2.1o2|3e0|4e0|5e0|i	True	False	True	2	3	1	chr15	+	75188666-75189352;75188666-75189853;75189296-75189297	75187775-75189296;75189297-75189351;75189352-75189560;75189853-75191798	;;;	;;;	(75189297, 75189351)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/55_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MPI
MPI	ENSG00000178802	ENSG00000178802:75189853-75191798:target	-0.234627571505;0.213308878939;0.000105322865065	0.814794488992;0.728424203924;1.05819350624e-05	0.271;0.724;0.025	0.030;0.962;0.030	t|1e2.2o5|1e3.2o2|2e1.1o3	False	True	True	3	4	0	chr15	+	75188666-75189853;75189560-75189853;75183830-75189880	75183720-75183920;75187775-75189296;75189352-75189560;75189853-75191798	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/55_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MPI
KSR1	ENSG00000141068	ENSG00000141068:25930860-25930914:target	0.278358783805;-0.258636236873;-6.50219848648e-05	0.746616954118;0.704328570116;1.1734424617e-06	0.435;0.543;0.029	0.757;0.233;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr17	+	25924462-25930860;25928427-25930860;25928984-25930860	25924294-25924462;25928316-25928427;25928919-25928984;25930860-25930914	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/34_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#KSR1
KSR1	ENSG00000141068	ENSG00000141068:25924294-25924462:source	-0.212854087488;0.212854087488	0.639553051616;0.639553051616	0.701;0.299	0.435;0.565	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr17	+	25924462-25928386;25924462-25930860	25924294-25924462;25928316-25928427;25930860-25930914	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/34_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#KSR1
CD247	ENSG00000198821	ENSG00000198821:167407807-167407887:target	0.323879784741;-0.323879784741	0.868239128178;0.868239128178	0.386;0.614	0.710;0.290	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr1	-	167404671-167407807;167404668-167407807	167404636-167404671;167404636-167404671;167407807-167407887	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/61_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CD247
MPHOSPH9	ENSG00000051825	ENSG00000051825:123686711-123686872:source	5.09805742989e-06;5.09805742989e-06;0.244692961433;-0.243941106409	1.08261060568e-08;1.08261060568e-08;0.802097081584;0.79336299818	0.025;0.025;0.050;0.942	0.025;0.025;0.301;0.689	t|1e2.2o2|2e1.2o2|2e2.1o2|2e2.2o2	True	True	True	4	3	1	chr12	-	123686872-123687171;123686866-123687661;123686866-123687238;123686866-123687171	123686711-123686872;123687171-123687385;123687171-123687385;123687171-123687385;123687661-123687922	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/2_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MPHOSPH9
MPHOSPH9	ENSG00000051825	ENSG00000051825:123687171-123687385:target	0.23200575609;3.42934071453e-06;3.42934071453e-06;-0.224436787551;5.83045824004e-05	0.760294483062;6.77302077357e-09;6.77302077357e-09;0.720530007681;7.16086876866e-07	0.049;0.025;0.025;0.922;0.030	0.291;0.025;0.025;0.676;0.032	s|1e1.2o2|1e2.1o1|2e1.1o2|2e1.2o2|2e2.1o1	True	True	True	5	3	1	chr12	-	123686866-123687238;123682881-123687238;123686872-123687171;123686866-123687171;123682881-123687171	123682794-123682881;123682794-123682881;123686711-123686872;123686711-123686872;123686711-123686872;123687171-123687385	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/2_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MPHOSPH9
BCL2L1	ENSG00000171552	ENSG00000171552:30309458-30310151:source	1.03433298517e-05;0.00111615169245;-0.0419377723178;2.12072732232e-05;0.000840698345721;-0.136105413503;-0.218350981192;0.00305441265693;0.426755391223	7.61560558316e-07;0.000265860227961;0.0762902390267;7.60833875639e-07;0.000138781848449;0.196081406432;0.805566408802;0.00279121189031;0.975325341886	0.025;0.030;0.191;0.025;0.025;0.171;0.241;0.074;0.272	0.026;0.060;0.058;0.026;0.052;0.026;0.026;0.127;0.693	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|2e1.1o2|2e1.2o2|2e2.1o1|2e3.2o2|i	True	True	True	8	4	1	chr20	-	30310151-30311667;30310151-30311538;30310151-30310421;30310151-30310247;30310133-30311667;30310133-30311538;30310133-30310421;30310133-30310220;30310151-30310152	30309458-30310151;30310152-30310219;30310220-30310400;30310220-30310400;30310421-30310901;30310421-30310901;30311538-30311792;30311538-30311792;30311538-30311792;30311538-30311792	;;;;;;;;;	;;;;;;;;;	(30310152, 30310219)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/52_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#BCL2L1
ATP2A3	ENSG00000074370	ENSG00000074370:3831957-3832074:target	8.22204161198e-07;8.75994539333e-07;1.14272484023e-06;0.220158734455;-0.197383861288;8.93722816337e-07	2.44609737193e-11;2.44609963049e-11;2.44610446888e-11;0.793400807659;0.681726663254;1.86008361633e-11	0.025;0.025;0.025;0.736;0.236;0.025	0.025;0.025;0.025;0.953;0.040;0.025	s|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o2|1e3.2o2|i	False	True	True	5	4	1	chr17	-	3831621-3831957;3831606-3831957;3831332-3831957;3828735-3831957;3828732-3831957;3831956-3831957	3828341-3828735;3828341-3828735;3831275-3831332;3831452-3831914;3831452-3831914;3831915-3831956;3831957-3832074	;;;;;;	;;;;;;	(3831915, 3831956)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/6_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ATP2A3
ATP2A3	ENSG00000074370	ENSG00000074370:3828341-3828735:source	0.220085078286;-4.6663861827e-06;1.40843600049e-06;1.40843600049e-06;-0.205298610104	0.786430641355;3.3786557386e-11;3.37907065863e-11;3.37907065863e-11;0.717689217969	0.737;0.025;0.025;0.025;0.243	0.953;0.025;0.025;0.025;0.040	t|1e1.1o1|1e2.1o3|1e2.2o3|1e3.1o1|2e1.1o1	True	True	True	5	4	0	chr17	-	3828735-3831957;3828735-3831534;3828735-3831521;3828735-3831275;3828732-3831957	3828341-3828735;3831275-3831332;3831452-3831914;3831452-3831914;3831957-3832074;3831957-3832074	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/6_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ATP2A3
RPL26	ENSG00000161970	ENSG00000161970:8286093-8286531:target	-1.11136055197e-07;0.488570927841;-1.11136055197e-07;-0.106978319835;-0.342710509468;-7.47199081545e-06	1.41518840512e-15;0.999999586763;1.41518840512e-15;0.0410937440899;0.996912534254;5.16563925887e-13	0.025;0.433;0.025;0.138;0.414;0.025	0.025;0.910;0.025;0.025;0.080;0.025	s|1e1.2o4|1e1.3o4|1e2.1o1|2e1.3o4|3e1.3o4|4e1.3o4	True	True	True	6	3	0	chr17	-	8285656-8286475;8285633-8286475;8285408-8286475;8285633-8286180;8285633-8286099;8285633-8286093	8285102-8285408;8285461-8285872;8285461-8285872;8285461-8285872;8285461-8285872;8285461-8285872;8286093-8286531	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/44_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RPL26
MARK2	ENSG00000072518	ENSG00000072518:63672258-63672515:target	0.252836927599;-0.252836927599	0.783527328084;0.783527328084	0.520;0.480	0.796;0.204	t|1e1.2o3|1e2.1o1	False	False	True	2	3	0	chr11	+	63670630-63672258;63671619-63672258	63670533-63670875;63671458-63671619;63672258-63672515	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/5_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MARK2
PPIG	ENSG00000138398	ENSG00000138398:170460152-170460204:target	-0.40211261258;2.98793627909e-05;0.399264247348	0.972459442807;6.80340759874e-07;0.972215770533	0.880;0.026;0.113	0.484;0.027;0.507	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr2	+	170441000-170460152;170441007-170460152;170441409-170460152	170440850-170441007;170440850-170441007;170441078-170441409;170460152-170460204	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/32_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PPIG
RBCK1	ENSG00000125826	ENSG00000125826:398170-398263:target	-0.144817043454;0.222576093908;-0.00410338539713	0.27582719858;0.808555374745;1.75281463194e-05	0.180;0.750;0.070	0.027;0.971;0.027	t|1e0|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr20	+	389423-398170;390669-398170;397986-398170	388694-389423;390474-390669;397864-397986;398170-398263	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/24_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RBCK1
SH2D3A	ENSG00000125731	ENSG00000125731:6754627-6754742:target	0.000146879775784;0.399212607273;-0.415418831223	8.77973744287e-05;0.826787532151;0.847045840534	0.029;0.215;0.773	0.036;0.665;0.313	s|1e2.1o1|2e0|2e1.1o2|2e1.2o2	True	True	True	3	3	1	chr19	-	6752239-6754711;6754459-6754627;6754436-6754627	6752171-6752239;6754262-6754459;6754262-6754459;6754627-6754742	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/24_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SH2D3A
PSD4	ENSG00000125637	ENSG00000125637:113956660-113956803:target	0.209423231933;-0.209423231933	0.675917986906;0.675917986906	0.202;0.798	0.434;0.566	t|1e1.1o2|1e2.2o2	False	False	True	2	3	0	chr2	+	113955490-113956660;113956461-113956660	113955324-113955766;113956135-113956461;113956660-113956803	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/24_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PSD4
WDYHV1	ENSG00000156795	ENSG00000156795:124428965-124429172:source	0.47154458206;-0.471544582059	0.997302294012;0.997302294012	0.078;0.922	0.538;0.462	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr8	+	124429096-124440164;124429172-124440164	124428965-124429172;124440164-124440271;124440164-124440271	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/40_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#WDYHV1
SLFN5	ENSG00000166750	ENSG00000166750:33570055-33570277:source	0.28468267661;-0.00855959726138;-0.1327503846	0.884079949121;0.00610101921913;0.33754814424	0.695;0.108;0.198	0.974;0.026;0.025	s|1e1.1o1|2e1.1o1|3e1.1o1	True	True	False	3	2	1	chr17	+	33570162-33585670;33570254-33585670;33570277-33585670	33570055-33570277;33585670-33586839;33585670-33586839;33585670-33586839	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/48_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SLFN5
ACSL4	ENSG00000068366	ENSG00000068366:108938880-108939425:target	-0.216733663792;1.51215571218e-06;1.51215571218e-06;1.51215571218e-06;0.297662546226;-0.00933856803833	0.712865619615;1.23159712419e-08;1.23159712419e-08;1.23159712419e-08;0.831947516236;0.0189333861003	0.238;0.025;0.025;0.025;0.398;0.354	0.025;0.025;0.025;0.025;0.720;0.266	s|1e1.1o1|1e2.1o1|1e3.1o4|1e3.2o4|1e3.3o4|1e3.4o4|2e0	True	True	True	6	4	1	chrX	-	108934360-108939373;108928673-108939373;108926895-108939373;108926781-108939373;108926604-108939373;108926601-108939373	108926365-108926895;108926365-108926895;108926365-108926895;108926365-108926895;108928656-108928673;108934232-108934360;108938880-108939425	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/4_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ACSL4
CPNE1	ENSG00000214078	ENSG00000214078:34246852-34246936:target	0.216838052341;-0.216838052341	0.763132636001;0.763132636001	0.746;0.254	0.963;0.037	s|1e0|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr20	-	34243266-34246852;34220845-34246852	34220717-34220845;34243124-34243266;34246852-34246936	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/63_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CPNE1
CENPN	ENSG00000166451	ENSG00000166451:81040103-81041050:source	0.224030835948;-0.224030835948	0.72059113611;0.72059113611	0.702;0.298	0.962;0.038	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr16	+	81040882-81045535;81041050-81045535	81040103-81041050;81045535-81045715;81045535-81045715	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/47_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CENPN
LAIR1	ENSG00000167613	ENSG00000167613:54875902-54876093:source	0.422351775594;6.45890830898e-05;6.45890830898e-05;6.45890830898e-05;-0.448869196378	0.937033735858;6.81738201477e-06;6.81738201477e-06;6.81738201477e-06;0.958444642492	0.231;0.025;0.025;0.025;0.762	0.659;0.028;0.028;0.028;0.314	t|1e4.1o1|2e1.1o1|2e2.1o2|2e3.1o1|2e4.1o1	True	True	True	5	5	0	chr19	-	54876093-54876378;54875937-54881869;54875937-54879919;54875937-54876637;54875937-54876378	54875902-54876093;54876378-54876602;54876378-54876602;54876637-54876721;54879796-54880307;54881869-54882165	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/48_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#LAIR1
ATP5I	ENSG00000169020	ENSG00000169020:668001-668127:target	0.473836071802;-0.443910969553;-0.000339108726025	0.991155177691;0.982778052227;3.95858296986e-06	0.350;0.617;0.037	0.814;0.181;0.026	s|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr4	-	667755-668001;667190-668001;668000-668001	667091-667190;667701-667910;667911-668000;668001-668127	;;;	;;;	(667911, 668000)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/50_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ATP5I
SENP6	ENSG00000112701	ENSG00000112701:76357008-76357517:target	0.376568907271;-1.15937640318e-05;-0.376930124918;-1.15937640318e-05	0.916302302265;1.33527771463e-06;0.922826440629;1.33527771463e-06	0.521;0.027;0.463;0.027	0.905;0.026;0.081;0.026	t|1e0|2e1.1o1|2e2.1o2|2e3.1o1|2e4.1o1	False	True	True	4	5	0	chr6	+	76344527-76357447;76344716-76357447;76350420-76357447;76356567-76357447	76344423-76344527;76344696-76344772;76350400-76350420;76356227-76356567;76357008-76357517	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/18_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SENP6
TRBC2	ENSG00000211772	ENSG00000211772:142499628-142499649:source	-0.457051800273;0.245095115997;1.18232613768e-07;0.186549326029	0.999773991671;0.866336071269;2.38662739916e-16;0.612747491236	0.655;0.067;0.025;0.278	0.209;0.307;0.025;0.482	s|1e1.2o2|1e2.1o1|2e1.2o2|i	True	True	True	3	3	1	chr7	+	142499645-142499789;142499645-142500187;142499649-142499789;142499649-142499650	142499628-142499649;142499650-142499701;142499702-142499895;142499702-142499895;142500187-142500432	;;;;	;;;;	(142499650, 142499701)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/63_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TRBC2
DEDD2	ENSG00000160570	ENSG00000160570:42719285-42719404:source	2.49565496542e-05;0.592429568134;-0.594418558411	5.33851835514e-06;0.998700897265;0.998682567702	0.027;0.139;0.850	0.029;0.717;0.271	t|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr19	-	42719404-42724226;42719404-42721784;42719404-42720832	42719285-42719404;42720832-42721197;42721760-42721909;42724226-42724292	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/43_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#DEDD2
GBP4	ENSG00000162654	ENSG00000162654:89649545-89649555:source	0.27118522146;-0.27118522146	0.860491225317;0.860491225317	0.297;0.703	0.570;0.430	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	89649555-89650920;89649555-89649556	89649545-89649555;89649556-89650919;89650920-89651152	;;	;;	(89649556, 89650919)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/44_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#GBP4
TRAF3	ENSG00000131323	ENSG00000131323:103352526-103352606:source	-0.392595675393;0.00618245629687;0.302573799987	0.996488924899;0.00169689141701;0.949849486593	0.970;0.026;0.026	0.587;0.092;0.321	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr14	+	103352606-103355897;103352606-103357662;103352606-103363598	103352526-103352606;103355897-103355971;103357662-103357754;103363598-103363738	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/27_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TRAF3
ZCCHC9	ENSG00000131732	ENSG00000131732:80597409-80597874:source	-0.264543884032;-0.00186856776561;0.372559746718;-0.0136804851071;0.00123005000233	0.88928191382;8.99891461037e-05;0.919039183566;0.0171533182895;0.000348769879924	0.290;0.064;0.481;0.161;0.025	0.027;0.027;0.865;0.062;0.061	s|1e1.1o1|1e2.2o3|2e1.1o1|2e2.2o3|3e1.1o1	True	True	True	5	3	0	chr5	+	80597489-80600560;80597489-80604380;80597517-80600560;80597517-80604380;80597874-80600560	80597409-80597874;80600560-80600960;80600560-80600960;80600560-80600960;80604226-80604530;80604226-80604530	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/27_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ZCCHC9
LIMS1	ENSG00000169756	ENSG00000169756:109276061-109276401:target	-0.42264489142;1.04540002589e-05;1.04540002589e-05;1.04540002589e-05;0.412942954175;1.04540002589e-05;1.04540002589e-05	0.989600353548;5.46450771779e-08;5.46450771779e-08;5.46450771779e-08;0.984665437232;5.46450771779e-08;5.46450771779e-08	0.564;0.025;0.025;0.025;0.426;0.025;0.025	0.151;0.025;0.025;0.025;0.831;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	False	False	True	7	8	0	chr2	+	109151050-109276061;109204881-109276061;109205084-109276061;109223711-109276061;109237917-109276061;109271712-109276061;109274396-109276061	109150857-109151050;109204767-109204881;109204922-109205084;109223617-109223711;109237707-109237917;109271268-109271712;109274350-109274396;109276061-109276401	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/51_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#LIMS1
