#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
KIAA0368	ENSG00000136813	ENSG00000136813:114213705-114213835:source	0.200878520421;-0.000175819152022;-0.000175590918379;-0.104509265029	0.589488343135;7.54355711851e-06;7.55533720986e-06;0.320915427225	0.597;0.040;0.040;0.329	0.885;0.027;0.027;0.098	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr9	-	114213835-114246396;114213835-114246265;114213835-114245784;114213835-114235177	114213705-114213835;114235177-114235280;114245784-114245959;114246265-114246337;114246396-114246541	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/11_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#KIAA0368
RC3H1	ENSG00000135870	ENSG00000135870:173910403-173910587:target	-0.204739711494;0.204739711494	0.513099981237;0.513099981237	0.747;0.253	0.404;0.596	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr1	-	173908012-173910403;173908009-173910403	173900352-173908012;173900352-173908012;173910403-173910587	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/11_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RC3H1
WDR73	ENSG00000177082	ENSG00000177082:85190317-85191185:target	-1.05049944441e-05;0.409065097028;-0.406703852006	1.84555972111e-07;0.989834204181;0.990273211947	0.027;0.527;0.463	0.026;0.927;0.066	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr15	-	85190254-85191121;85189579-85191121;85190316-85190317	85189415-85189579;85189921-85190254;85190255-85190316;85190317-85191185	;;;	;;;	(85190255, 85190316)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#WDR73
GPR68	ENSG00000119714	ENSG00000119714:91698876-91701523:source	-9.94017540884e-08;0.408661170372;-0.0182935489234;0.000361576098123;-9.94017540884e-08;-0.0154780046097;-0.150522661467	1.38628661672e-10;0.992318306977;0.0276289510959;2.20995241078e-06;1.38628661672e-10;0.00557573105415;0.485743435926	0.025;0.340;0.192;0.029;0.025;0.117;0.325	0.025;0.740;0.075;0.049;0.025;0.028;0.112	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e6.1o1|i	False	True	True	6	7	1	chr14	-	91701523-91720059;91701523-91710641;91701523-91708129;91701523-91704922;91701523-91703625;91701217-91701626;91701523-91701524	91698876-91701523;91701524-91701625;91701626-91701636;91703625-91703831;91704922-91704932;91708129-91708139;91710641-91710852;91720059-91720269	;;;;;;;	;;;;;;;	(91701524, 91701625)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/8_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GPR68
TMEM134	ENSG00000172663	ENSG00000172663:67235235-67235670:target	-0.382675422149;0.296430134225;0.003845894986;-5.85205791868e-05	0.952004739841;0.851598877522;0.00293993331439;2.80205243705e-06	0.762;0.133;0.071;0.037	0.379;0.450;0.143;0.033	s|1e1.2o4|1e1.3o4|2e1.2o4|2e1.3o4|3e0	True	True	False	4	2	0	chr11	-	67235061-67235499;67235034-67235499;67235061-67235488;67235034-67235488	67234955-67235064;67234955-67235064;67234955-67235064;67234955-67235064;67235235-67235670	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMEM134
TTC39C	ENSG00000168234	ENSG00000168234:21644104-21644152:target	0.239589973318;-0.206504542497;-2.62430571145e-06;-6.63791168014e-05	0.861498660161;0.705231429634;1.2047863951e-09;1.42206057394e-07	0.030;0.948;0.025;0.031	0.266;0.730;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr18	+	21573002-21644104;21595002-21644104;21596704-21644104;21602811-21644104	21572737-21573002;21594384-21595002;21596598-21596704;21602505-21602811;21644104-21644152	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TTC39C
PRPF39	ENSG00000185246	ENSG00000185246:45565799-45566069:source	0.202613194958;-0.202613194958	0.604250715762;0.604250715762	0.574;0.426	0.855;0.145	s|1e1.1o2|2e0|i	True	False	False	1	2	1	chr14	+	45565961-45566090;45566069-45566070	45565799-45566069;45566070-45566089;45566090-45566208	;;	;;	(45566070, 45566089)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/22_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PRPF39
NUCB2	ENSG00000070081	ENSG00000070081:17304336-17304490:target	-1.12879294508e-07;-1.12879294508e-07;-1.12879294508e-07;0.293254728009;-0.351866163339;-0.000686872735898;1.56330998756e-05;0.00088894041743;0.000616594394679;-1.12879294508e-07	3.33002539523e-12;3.33002539523e-12;3.33002539523e-12;0.951714266876;0.962816314962;0.000117641204985;2.70540297109e-10;6.59627279099e-05;9.09555612472e-07;3.33002539523e-12	0.025;0.025;0.025;0.058;0.710;0.137;0.025;0.072;0.027;0.025	0.025;0.025;0.025;0.344;0.363;0.114;0.026;0.102;0.054;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o2|1e6.2o2|1e7.1o1	True	False	True	10	8	1	chr11	+	17229973-17304336;17290878-17304336;17297750-17304336;17298026-17304336;17298375-17304336;17298395-17304336;17298399-17304336;17298642-17304336;17298844-17304336;17300084-17304336	17229700-17229973;17290732-17290878;17297555-17298026;17297555-17298026;17298278-17298375;17298378-17298399;17298378-17298399;17298531-17298844;17298531-17298844;17299909-17300084;17304336-17304490	;;;;;;;;;;	;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NUCB2
RFWD2	ENSG00000143207	ENSG00000143207:176104146-176104222:source	0.000188463698341;-0.307367415512;0.245394549296	5.66112397583e-06;0.805099072326;0.67251089621	0.026;0.657;0.335	0.040;0.308;0.654	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	1	chr1	-	176104222-176132005;176104222-176118142;176104222-176105624	176104146-176104222;176105624-176105683;176118142-176118210;176132005-176132124	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/13_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RFWD2
EYA3	ENSG00000158161	ENSG00000158161:28323831-28323889:source	-0.443992009092;0.443992009092	0.974619256108;0.974619256108	0.923;0.077	0.483;0.517	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	28323889-28326471;28323889-28324795	28323831-28323889;28324795-28324862;28326471-28326560	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/15_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#EYA3
HYI	ENSG00000178922	ENSG00000178922:43918832-43919168:source	-0.261266146465;0.261266146465	0.738409657722;0.738409657722	0.866;0.134	0.552;0.448	t|1e1.1o1|2e0|3e0|4e0|i	False	True	False	1	2	1	chr1	-	43919168-43919266;43919168-43919169	43918832-43919168;43919169-43919265;43919266-43919660	;;	;;	(43919169, 43919265)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/21_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HYI
GRAMD1A	ENSG00000089351	ENSG00000089351:35502378-35502458:source	-0.206980936212;0.206980936212	0.665528591073;0.665528591073	0.975;0.025	0.772;0.228	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr19	+	35502458-35504160;35502458-35504445	35502378-35502458;35503892-35504272;35504445-35504488	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/3_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GRAMD1A
LGALS9	ENSG00000168961	ENSG00000168961:25967413-25967799:target	3.17251663932e-05;-0.240437997644;0.230647593189	1.98091228075e-06;0.749305854422;0.718971432872	0.025;0.970;0.028	0.028;0.716;0.272	t|1e0|2e1.1o1|2e2.1o2|3e2.1o2|4e0	True	True	True	3	3	0	chr17	+	25958330-25967598;25965380-25967598;25965380-25967669	25956824-25958330;25965289-25965750;25965289-25965750;25967413-25967799	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/19_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#LGALS9
ACAP3	ENSG00000131584	ENSG00000131584:1235211-1235285:source	-0.0051700745973;-0.131144808489;0.285194124042	0.00127378473977;0.420284127768;0.957806381273	0.097;0.876;0.032	0.028;0.669;0.311	t|1e1.2o3|1e2.1o1|i	False	False	True	2	3	1	chr1	-	1235285-1235538;1235285-1235353;1235285-1235286	1235211-1235285;1235286-1235352;1235353-1235448;1235534-1235582	;;;	;;;	(1235286, 1235352)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ACAP3
JADE2	ENSG00000043143	ENSG00000043143:133914184-133918918:target	0.285898500059;-0.0150109842073;-0.000885753427361;-0.0271449468809;-1.35213288928e-06	0.910916206835;0.0382394051032;0.000165120497318;0.058963804935;8.25087170358e-10	0.089;0.572;0.100;0.234;0.025	0.376;0.453;0.068;0.100;0.025	t|1e1.1o2|1e2.1o2|2e1.1o2|2e2.1o2|2e2.2o2	True	True	True	5	3	0	chr5	+	133909452-133914184;133912586-133914184;133909452-133914187;133912586-133914187;133912728-133914187	133909335-133911427;133909335-133911427;133912458-133912728;133912458-133912728;133912458-133912728;133914184-133918918	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#JADE2
JADE2	ENSG00000043143	ENSG00000043143:133909335-133911427:source	-0.331611259676;0.332592244162;2.12652894153e-05	0.970521475424;0.985830327974;6.24484857681e-06	0.871;0.060;0.069	0.546;0.384;0.070	s|1e1.1o1|1e2.1o2|1e2.2o2|2e0	True	True	True	3	3	0	chr5	+	133909452-133912458;133909452-133914184;133909452-133914187	133909335-133911427;133912458-133912728;133914184-133918918;133914184-133918918	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#JADE2
TMBIM1	ENSG00000135926	ENSG00000135926:219146663-219146931:source	-0.000177718567342;-1.97613483628e-05;0.231237290705;-0.122184734325;-0.000644518198557	0.00595133459038;2.00378662692e-06;0.790612909344;0.354740447456;0.000306588625638	0.680;0.027;0.027;0.238;0.066	0.677;0.025;0.263;0.032;0.034	t|1e0|2e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1	False	True	True	5	6	0	chr2	-	219146904-219157189;219146904-219154689;219146904-219151930;219146904-219150486;219146904-219148762	219146663-219146931;219148762-219148989;219150486-219150731;219151930-219152026;219154689-219154812;219157189-219157309	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/11_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMBIM1
EDEM2	ENSG00000088298	ENSG00000088298:33722541-33722752:target	-0.0882366239871;0.215672198997;-0.00131274653651	0.224018455743;0.715390315914;9.26155050043e-05	0.206;0.725;0.069	0.042;0.954;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr20	-	33721958-33722541;33719586-33722541;33711837-33722541	33711693-33711837;33719445-33719586;33721908-33721958;33722541-33722752	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/3_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#EDEM2
FAM193B	ENSG00000146067	ENSG00000146067:176959444-176959642:target	-0.537710286879;-8.05131154773e-05;0.0116499501529;0.432848416482	0.999868585159;3.27953292821e-07;0.0276805574955;0.995396653604	0.639;0.032;0.237;0.096	0.115;0.026;0.361;0.519	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.2o2	False	False	True	4	5	0	chr5	-	176959201-176959444;176959132-176959444;176958522-176959444;176952206-176959444	176951775-176952488;176958283-176958835;176958954-176959132;176959157-176959201;176959444-176959642	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/14_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM193B
BANP	ENSG00000172530	ENSG00000172530:88105675-88105818:target	-0.291288850065;0.295141690519;-1.60448927858e-05	0.707350729595;0.713130341012;3.84221657975e-06	0.607;0.381;0.029	0.237;0.753;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr16	+	88071617-88105675;88098938-88105675;88105535-88105675	88070879-88071617;88098873-88098938;88104679-88105535;88105675-88105818	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#BANP
POLQ	ENSG00000051341	ENSG00000051341:121190837-121191011:source	0.232867730814;-0.000289019129563;-0.185421873817	0.795206116628;1.35215287839e-05;0.60128763581	0.028;0.067;0.912	0.258;0.056;0.686	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr3	-	121191011-121195387;121191011-121192202;121191011-121192197	121190837-121191011;121192197-121192334;121192197-121192334;121195387-121195580	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#POLQ
ABHD3	ENSG00000158201	ENSG00000158201:19239131-19239304:source	6.06106176942e-06;0.288146147651;-0.30365771688	1.0154326626e-09;0.86464153121;0.898319181394	0.025;0.452;0.542	0.026;0.752;0.233	t|1e1.1o2|1e2.1o3|1e2.3o3	True	False	True	3	3	0	chr18	-	19239304-19282277;19239304-19244079;19239304-19243639	19239131-19239304;19243639-19244495;19243639-19244495;19281237-19282459	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ABHD3
FNBP4	ENSG00000109920	ENSG00000109920:47753669-47753949:source	0.217703311093;-0.217703311093	0.601822129174;0.601822129174	0.333;0.667	0.633;0.367	t|1e0|2e0|3e1.1o2|4e0|i	False	True	False	1	2	1	chr11	-	47753771-47754089;47753949-47753950	47753669-47753949;47753950-47754033;47754034-47754222	;;	;;	(47753950, 47754033)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/7_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FNBP4
HIBCH	ENSG00000198130	ENSG00000198130:191077682-191080835:target	0.217231512619;-0.217231512619	0.651443120929;0.651443120929	0.542;0.458	0.806;0.194	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	191073639-191077682;191069958-191077682	191069741-191069958;191073402-191073639;191077682-191080835	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/24_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HIBCH
ANKRD27	ENSG00000105186	ENSG00000105186:33140588-33140698:target	0.48859979051;-0.48859979051	0.994564988036;0.994564988036	0.448;0.552	0.926;0.074	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr19	-	33137521-33140588;33135385-33140588	33135231-33135385;33137365-33137521;33140588-33140698	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ANKRD27
ANKRD27	ENSG00000105186	ENSG00000105186:33135231-33135385:source	-0.426405404104;0.425332631302;8.04798195513e-06	0.995779430675;0.994372673133;2.96464287203e-07	0.466;0.526;0.026	0.050;0.942;0.027	t|1e1.1o1|1e2.2o2|2e2.2o2	True	True	True	3	3	0	chr19	-	33135385-33140588;33135385-33137365;33135382-33137365	33135231-33135385;33137365-33137521;33137365-33137521;33140588-33140698	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ANKRD27
CD47	ENSG00000196776	ENSG00000196776:107768466-107768498:source	0.489168469342;-0.489168469342	0.951621243206;0.951621243206	0.311;0.689	0.805;0.195	t|1e1.1o1|i	False	False	False	1	2	1	chr3	-	107768498-107769425;107768498-107768499	107768466-107768498;107768499-107769424;107769425-107769449	;;	;;	(107768499, 107769424)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/23_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CD47
SHARPIN	ENSG00000179526	ENSG00000179526:145153984-145154108:source	0.203980773212;0.00112673431669;-0.293642029223	0.635389946874;0.000140086338277;0.907364819412	0.563;0.055;0.382	0.822;0.091;0.086	t|1e1.3o4|2e1.3o4|i	True	True	False	2	2	1	chr8	-	145154108-145154180;145154102-145154180;145154108-145154109	145153984-145154108;145154109-145154152;145154153-145154333;145154153-145154333	;;;	;;;	(145154109, 145154152)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/21_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SHARPIN
PPP1R35	ENSG00000160813	ENSG00000160813:100032905-100033156:source	0.000327087658944;-0.22693829848;0.224421484598	1.52635315295e-05;0.790708590396;0.805230356838	0.203;0.688;0.110	0.213;0.458;0.330	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	100033156-100033471;100033156-100033254;100033156-100033157	100032905-100033156;100033157-100033253;100033254-100033390;100033471-100033759	;;;	;;;	(100033157, 100033253)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PPP1R35
SSH2	ENSG00000141298	ENSG00000141298:28002848-28003903:target	0.256158764733;-0.256158764733	0.654265402406;0.654265402406	0.213;0.787	0.561;0.439	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr17	-	28001177-28003838;27999147-28003838	27998953-27999147;28000919-28001177;28002848-28003903	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/12_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SSH2
WSB1	ENSG00000109046	ENSG00000109046:25633808-25633908:source	-0.262124459344;5.56944918188e-07;0.367230214378;-0.0122182536201	0.941820513842;2.54445550675e-11;0.992398038184;0.0139472166132	0.284;0.025;0.515;0.198	0.028;0.025;0.873;0.102	s|1e0|2e1.1o2|2e1.2o2|2e2.1o1|i	True	True	True	3	3	1	chr17	+	25633908-25634770;25633908-25635630;25633908-25636126;25633908-25633909	25633808-25633908;25633909-25634769;25634770-25635873;25634770-25635873;25636126-25636298	;;;;	;;;;	(25633909, 25634769)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/7_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#WSB1
WSB1	ENSG00000109046	ENSG00000109046:25634770-25635873:target	-0.499706521387;1.23027585257e-05;0.498022670778	0.999653629278;3.61647551048e-07;0.99947734487	0.537;0.026;0.455	0.050;0.027;0.941	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr17	+	25633908-25634770;25633908-25635630;25634769-25634770	25633808-25633908;25633808-25633908;25633909-25634769;25634770-25635873	;;;	;;;	(25633909, 25634769)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/7_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#WSB1
MDP1	ENSG00000213920	ENSG00000213920:24684943-24685083:target	-0.218330313275;0.218330313275	0.68304541704;0.68304541704	0.947;0.053	0.680;0.320	s|1e1.1o2|i	False	False	False	1	2	1	chr14	-	24684868-24684943;24684942-24684943	24684758-24684868;24684869-24684942;24684943-24685083	;;	;;	(24684869, 24684942)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/25_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MDP1
CAMK2D	ENSG00000145349	ENSG00000145349:114377765-114378719:target	-0.00493796684451;0.320897165328;-0.21349999002	0.00339266651946;0.894109938384;0.675222214756	0.130;0.478;0.392	0.057;0.809;0.134	s|1e1.1o1|1e2.1o1|2e0|3e2.1o1|4e0|5e0|6e0	True	True	True	3	3	0	chr4	-	114376977-114378491;114375671-114378491;114375671-114378447	114372188-114375671;114372188-114375671;114376882-114376977;114377765-114378719	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/13_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CAMK2D
IKBIP	ENSG00000166130	ENSG00000166130:99007183-99008118:source	-0.212686881608;0.212686881608	0.657846352468;0.657846352468	0.453;0.547	0.191;0.809	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	99008118-99038301;99008118-99028074	99007183-99008118;99028074-99028191;99038301-99038891	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/17_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IKBIP
NAB2	ENSG00000166886	ENSG00000166886:57488395-57489259:target	0.452248846218;-0.452248846218	0.998103158019;0.998103158019	0.046;0.954	0.487;0.513	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr12	+	57486978-57488395;57487381-57488395	57486846-57486978;57487190-57487381;57488395-57489259	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NAB2
NAB2	ENSG00000166886	ENSG00000166886:57486846-57486978:source	-0.475747754491;0.475747754491	0.991883228338;0.991883228338	0.930;0.070	0.464;0.536	s|1e0|2e1.1o1|2e2.1o1	True	False	True	2	3	0	chr12	+	57486978-57487190;57486978-57488395	57486846-57486978;57487190-57487381;57488395-57489259	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NAB2
DEXI	ENSG00000182108	ENSG00000182108:11023074-11023416:source	-0.375565707453;0.000164883163665;0.362438910573	0.988847099934;4.40737648293e-09;0.982102406544	0.688;0.032;0.281	0.321;0.042;0.635	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	-	11023416-11035426;11023416-11027701;11023416-11023417	11023074-11023416;11023417-11027700;11027701-11027861;11035426-11036317	;;;	;;;	(11023417, 11027700)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/22_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DEXI
UIMC1	ENSG00000087206	ENSG00000087206:176409470-176409624:source	-0.00281671019227;0.289226186981;-0.108163501998;-4.38811364586e-06;-4.38811364586e-06;-4.38811364586e-06	0.00142766361486;0.742172049594;0.309057846635;2.3735195104e-07;2.3735195104e-07;2.3735195104e-07	0.092;0.329;0.563;0.026;0.026;0.026	0.026;0.680;0.303;0.026;0.026;0.026	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	False	False	True	6	7	0	chr5	-	176409624-176449465;176409624-176433651;176409624-176433540;176409624-176433285;176409624-176428999;176409624-176428418	176409470-176409624;176428418-176428502;176428999-176429112;176433285-176433443;176433540-176433582;176433651-176433752;176449465-176449634	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/3_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#UIMC1
C7orf49	ENSG00000122783	ENSG00000122783:134853056-134853812:target	0.28649020569;1.43618253333e-05;-0.0201503425806;-0.0777643639498;-3.88918714955e-07;-3.88918714955e-07	0.970632214142;3.91462663984e-10;0.0412179474528;0.237170005052;2.7934903466e-11;2.7934903466e-11	0.028;0.025;0.262;0.712;0.025;0.025	0.307;0.026;0.142;0.530;0.025;0.025	s|1e1.3o3|2e1.3o3|3e1.3o3|4e1.3o3|4e2.1o1|5e1.3o3|6e0|7e0	True	True	True	6	3	0	chr7	-	134852559-134853721;134852559-134853683;134852559-134853538;134852559-134853501;134779334-134853501;134852559-134853497	134777115-134779334;134852484-134852931;134852484-134852931;134852484-134852931;134852484-134852931;134852484-134852931;134853056-134853812	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/9_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#C7orf49
RRM2B	ENSG00000048392	ENSG00000048392:103244377-103244532:source	0.443752712389;-0.529108699155;0.00276649578625;6.3170074906e-06	0.947409489767;0.998198777197;0.00278871593165;1.98036941522e-06	0.374;0.572;0.049;0.027	0.824;0.055;0.114;0.027	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	0	chr8	-	103244532-103251055;103244532-103250787;103244532-103250669;103244532-103246953	103244377-103244532;103246953-103247073;103250669-103251025;103250669-103251025;103251055-103251346	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RRM2B
CNPY4	ENSG00000166997	ENSG00000166997:99720104-99720200:target	-0.266849628639;0.266849628639	0.898585870977;0.898585870977	0.968;0.032	0.704;0.296	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99720008-99720104;99720103-99720104	99719675-99720008;99720009-99720103;99720104-99720200	;;	;;	(99720009, 99720103)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CNPY4
RAD21	ENSG00000164754	ENSG00000164754:117878825-117879230:source	-0.281878453811;0.266913988388;1.94525064633e-08;1.71234257675e-10;4.83659856442e-08;1.18452706748e-06	0.961263744058;0.936941147602;2.0541133626e-18;1.69711676385e-18;1.6972734936e-18;6.8678520872e-18	0.873;0.113;0.025;0.025;0.025;0.025	0.598;0.373;0.025;0.025;0.025;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o4|2e3.2o4|2e3.3o4|2e3.4o4	True	True	True	6	4	0	chr8	-	117879000-117886850;117879000-117886602;117879000-117886549;117879000-117886489;117879000-117886445;117879000-117886358	117878825-117879230;117886358-117886599;117886358-117886599;117886358-117886599;117886358-117886599;117886602-117886767;117886850-117887105	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/17_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RAD21
FAM210A	ENSG00000177150	ENSG00000177150:13726328-13726662:target	4.17803330532e-06;0.269943972075;-0.278830853953;8.22398363067e-05	2.79606593562e-08;0.886956922584;0.873647776243;2.83864841613e-06	0.025;0.031;0.947;0.031	0.026;0.298;0.663;0.037	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr18	-	13697673-13726328;13687881-13726328;13682104-13726328;13666712-13726328	13663346-13666712;13681604-13682104;13687742-13687881;13697546-13697673;13726328-13726662	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM210A
