#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th2_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
PET100	ENSG00000229833	ENSG00000229833:7694623-7694746:source	-0.227344832546;0.227344832546	0.684008623461;0.684008623461	0.866;0.134	0.591;0.409	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr19	+	7694746-7695459;7694746-7695709	7694623-7694746;7695411-7695545;7695709-7695916	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PET100
CREBZF	ENSG00000137504	ENSG00000137504:85374568-85374645:target	-0.00100653767088;-0.212544649667;0.242651309276	2.89123680676e-09;0.710982940827;0.810005738517	0.051;0.563;0.385	0.031;0.335;0.633	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	-	85374337-85374568;85373501-85374568;85374567-85374568	85372997-85373501;85374223-85374337;85374338-85374567;85374568-85374645	;;;	;;;	(85374338, 85374567)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/30_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CREBZF
HNRNPU	ENSG00000153187	ENSG00000153187:245023637-245024393:source	-0.241187895783;0.241187895783	0.80325795851;0.80325795851	0.904;0.096	0.666;0.334	t|1e0|2e1.1o2|i	False	True	False	1	2	1	chr1	-	245023776-245025763;245024393-245024394	245023637-245024393;245024394-245025079;245025080-245025836	;;	;;	(245024394, 245025079)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/38_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#HNRNPU
HNRNPU	ENSG00000153187	ENSG00000153187:245025080-245025836:target	-0.319951962138;0.319951962138	0.985122942617;0.985122942617	0.965;0.035	0.653;0.347	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr1	-	245023776-245025763;245025079-245025080	245023637-245024393;245024394-245025079;245025080-245025836	;;	;;	(245024394, 245025079)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/38_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#HNRNPU
CHURC1	ENSG00000258289	ENSG00000258289:65390709-65391202:source	-0.00803482767706;-0.111325586421;0.238121213991;1.35605176488e-05	0.000729043542787;0.343393098183;0.783708449299;9.79156085551e-09	0.124;0.677;0.171;0.027	0.063;0.500;0.417;0.028	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|2e0	True	True	True	4	4	0	chr14	+	65390844-65392725;65390844-65392728;65390844-65398856;65390844-65410017	65390709-65391202;65392725-65392798;65392725-65392798;65398856-65402086;65410017-65411309	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CHURC1
SETX	ENSG00000107290	ENSG00000107290:135145002-135145089:target	0.379034050204;-1.34179720413e-06;-0.378621716825	0.992134974835;1.27563678266e-10;0.991674298687	0.128;0.025;0.867	0.498;0.025;0.498	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr9	-	135144876-135145002;135141636-135145002;135140372-135145002	135136743-135140372;135141514-135141636;135144790-135144876;135145002-135145089	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/15_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SETX
FLT3LG	ENSG00000090554	ENSG00000090554:49977818-49977929:source	-0.273781797791;0.273781797791	0.924727758908;0.924727758908	0.309;0.691	0.040;0.960	s|1e1.1o3|1e1.2o3	False	True	False	2	2	0	chr19	+	49977929-49978931;49977929-49978948	49977818-49977929;49978931-49979058;49978931-49979058	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/8_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FLT3LG
ARHGAP9	ENSG00000123329	ENSG00000123329:57872182-57872540:target	-0.204305796364;7.54218897419e-06;0.20746340553	0.642315711854;9.31812277497e-07;0.641989765219	0.971;0.027;0.026	0.749;0.027;0.240	s|1e1.2o3|2e1.2o3|i	True	True	False	2	2	1	chr12	-	57871463-57872323;57871463-57872182;57872181-57872182	57871242-57871567;57871242-57871567;57872121-57872181;57872182-57872540	;;;	;;;	(57872121, 57872181)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/23_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ARHGAP9
SSNA1	ENSG00000176101	ENSG00000176101:140083518-140083717:target	0.264218559021;-0.264218559021	0.888311290362;0.888311290362	0.636;0.364	0.896;0.104	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	140083230-140083518;140083517-140083518	140083099-140083230;140083231-140083517;140083518-140083717	;;	;;	(140083231, 140083517)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/51_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SSNA1
FASTK	ENSG00000164896	ENSG00000164896:150774393-150774599:target	0.289119040515;6.32624273699e-06;-0.0174766920633;6.32624273699e-06;-0.18656747918	0.947094302487;2.95627555104e-09;0.000108232964631;2.95627555104e-09;0.6288490923	0.645;0.025;0.088;0.025;0.264	0.929;0.025;0.025;0.025;0.059	s|1e1.1o3|1e1.2o3|1e2.1o1|2e1.1o3|i	True	True	True	4	3	1	chr7	-	150774323-150774397;150774301-150774397;150773919-150774397;150774323-150774393;150774392-150774393	150773711-150773919;150774188-150774323;150774188-150774323;150774188-150774323;150774324-150774392;150774393-150774599	;;;;;	;;;;;	(150774324, 150774392)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/43_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FASTK
FAM111A	ENSG00000166801	ENSG00000166801:58912536-58913329:source	0.00523912892229;-0.00227078484861;-0.420552972127;0.296564381978	0.00307931242501;0.00349570406485;0.969521353559;0.70832501537	0.028;0.127;0.464;0.399	0.098;0.087;0.048;0.769	s|1e1.2o2|2e2.2o4|2e2.3o4|2e2.4o4	True	True	True	4	3	1	chr11	+	58912892-58913300;58913329-58916177;58913329-58916270;58913329-58916309	58912536-58913329;58915718-58916652;58915718-58916652;58915718-58916652	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FAM111A
FAM111A	ENSG00000166801	ENSG00000166801:58915718-58916652:target	-0.0019164968654;-0.408454304459;0.000773298163239;0.357810299891	0.00333811614866;0.960606990902;0.000123497532171;0.817196743615	0.127;0.456;0.028;0.406	0.094;0.050;0.053;0.808	t|1e0|2e2.2o2|3e2.2o2|4e1.1o2|4e2.2o2	True	True	True	4	3	0	chr11	+	58913329-58916177;58913329-58916270;58912369-58916309;58913329-58916309	58911641-58912373;58912536-58913329;58912536-58913329;58912536-58913329;58915718-58916652	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FAM111A
FAM111A	ENSG00000166801	ENSG00000166801:58911641-58912373:source	0.224086370218;0.000254414934915;0.000250392161941;-0.315071758345	0.692154401572;1.82525169904e-06;1.73088619271e-06;0.949878928001	0.642;0.026;0.026;0.345	0.908;0.035;0.035;0.035	s|1e1.2o2|1e2.4o4|2e1.2o2|i	True	True	True	3	3	1	chr11	+	58912369-58913300;58912369-58916309;58912373-58913300;58912373-58912374	58911641-58912373;58912374-58912535;58912536-58913329;58912536-58913329;58915718-58916652	;;;;	;;;;	(58912374, 58912535)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FAM111A
EPS15L1	ENSG00000127527	ENSG00000127527:16472390-16472795:source	-0.573227202762;0.573227202762	0.998630259104;0.998630259104	0.706;0.294	0.147;0.853	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	-	16472795-16495940;16472795-16487933	16472390-16472795;16487933-16488065;16495940-16496022	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/24_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#EPS15L1
CRYBB2P1	ENSG00000100058	ENSG00000100058:25844072-25844251:source	-9.77858075925e-05;-0.354527145586;0.444966524211;-0.00298409933118	3.11562988464e-07;0.933936795506;0.993993897748;1.04342988137e-06	0.030;0.681;0.227;0.063	0.026;0.324;0.662;0.026	s|1e1.1o2|1e1.2o2|1e2.1o3|1e3.1o1	False	True	True	4	4	1	chr22	+	25844251-25849279;25844251-25849283;25844251-25851679;25844251-25853226	25844072-25844251;25849279-25849401;25849279-25849401;25851679-25851807;25853226-25853368	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/10_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CRYBB2P1
LINC-PINT	ENSG00000231721	ENSG00000231721:130628921-130629206:source	-0.235345635123;0.235345635123	0.766853345362;0.766853345362	0.306;0.694	0.062;0.938	t|1e1.1o2|i	False	False	False	1	2	1	chr7	-	130629206-130630479;130629206-130629207	130628921-130629206;130629207-130629554;130630369-130630594	;;	;;	(130629207, 130629554)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LINC-PINT
TRAP1	ENSG00000126602	ENSG00000126602:3713425-3713563:source	-0.304827727039;0.304827727039	0.922303183879;0.922303183879	0.862;0.138	0.560;0.440	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	3713563-3714275;3713563-3713564	3713425-3713563;3713564-3714274;3714275-3714460	;;	;;	(3713564, 3714274)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/24_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TRAP1
CRYZ	ENSG00000116791	ENSG00000116791:75198640-75199092:target	0.523144926943;-0.492767954758;-0.000509240208899	0.999286701474;0.995939843293;1.83565229454e-05	0.048;0.911;0.044	0.558;0.430;0.028	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr1	-	75196104-75198640;75190518-75198640;75188954-75198640	75188802-75188954;75190395-75190518;75196066-75196104;75198640-75199092	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/20_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CRYZ
ARAP1	ENSG00000186635	ENSG00000186635:72425197-72425366:source	-0.311382911731;0.367460856739;-0.00109629091444	0.901910353083;0.964915739868;1.14397308629e-05	0.415;0.531;0.053	0.096;0.894;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr11	-	72425366-72437665;72425366-72432895;72425366-72428514	72425197-72425366;72428514-72428707;72432895-72433403;72437665-72438217	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/54_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ARAP1
PBX2	ENSG00000204304	ENSG00000204304:32154750-32155292:target	-0.274277450152;0.274277450152	0.851291773031;0.851291773031	0.909;0.091	0.629;0.371	s|1e1.1o1|2e0|3e0|i	True	False	False	1	2	1	chr6	-	32154678-32155019;32154749-32154750	32154590-32154678;32154679-32154749;32154750-32155292	;;	;;	(32154679, 32154749)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/58_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PBX2
SRP9	ENSG00000143742	ENSG00000143742:225976942-225978168:target	-7.28575022537e-05;6.15119326474e-06;-0.166196613635;-0.00012618937088;-0.0281467012269;-2.06319963145e-06;0.40973502685	6.62529984322e-09;6.5678803594e-09;0.534376770998;6.78187153895e-09;0.0448915135224;6.56924265936e-09;0.990821983987	0.028;0.025;0.426;0.030;0.211;0.025;0.297	0.025;0.025;0.198;0.025;0.093;0.025;0.697	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e1.1o1|2e3.1o1|i	True	True	True	6	5	1	chr1	+	225971070-225976942;225973527-225976942;225974687-225976942;225976843-225976942;225971070-225976961;225974687-225976961;225976941-225976942	225971002-225971070;225971002-225971070;225973517-225973527;225974564-225974687;225974564-225974687;225976736-225976843;225976844-225976941;225976942-225978168	;;;;;;;	;;;;;;;	(225976844, 225976941)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/34_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SRP9
LINC00649	ENSG00000237945	ENSG00000237945:35303464-35304046:source	1.95242987716e-05;-0.00476976008747;0.0005893524083;-0.0162105346235;-0.307263452646;1.95242987716e-05;0.470997951962	5.5654659668e-07;0.00459095436991;8.19093349399e-05;0.0163122012479;0.870579250546;5.5654659668e-07;0.988518291295	0.025;0.171;0.030;0.152;0.432;0.025;0.218	0.026;0.109;0.050;0.050;0.107;0.026;0.680	s|1e5.1o1|2e1.4o4|2e5.1o1|3e2.1o1|3e3.1o1|3e4.1o1|3e5.1o1	True	True	True	7	6	1	chr21	+	35303571-35318114;35303656-35303802;35303656-35318114;35304046-35308094;35304046-35310529;35304046-35315338;35304046-35318114	35303464-35304046;35308094-35308168;35310529-35310676;35315338-35315449;35318114-35318199;35318114-35318199;35318114-35318199	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LINC00649
HLA-B	ENSG00000234745	ENSG00000234745:31323094-31323579:source	-0.40585892039;5.36212900224e-05;1.79242388462e-06;0.392025875592	0.989288395729;2.77679534828e-09;1.60737900105e-11;0.983199659144	0.532;0.025;0.025;0.459	0.136;0.027;0.025;0.842	t|1e0|2e1.1o1|2e2.1o6|3e2.2o6|i	True	True	True	3	3	1	chr6	-	31323369-31323944;31323369-31323515;31323108-31323322;31323579-31323580	31323094-31323579;31323580-31323943;31323944-31324219	;;	;;	(31323580, 31323943)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#HLA-B
HLA-B	ENSG00000234745	ENSG00000234745:31323944-31324219:target	-0.554358935337;0.554358935337	0.999932264801;0.999932264801	0.732;0.268	0.192;0.808	s|1e1.2o3|i	False	False	False	1	2	1	chr6	-	31323369-31323944;31323943-31323944	31323094-31323579;31323580-31323943;31323944-31324219	;;	;;	(31323580, 31323943)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#HLA-B
CTD-3214H19.4	ENSG00000268400	ENSG00000268400:7694682-7694746:source	-0.228451910653;0.228451910653	0.684123599832;0.684123599832	0.866;0.134	0.591;0.409	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr19	+	7694746-7695459;7694746-7695709	7694682-7694746;7695459-7695545;7695709-7695732	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/65_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CTD-3214H19.4
GAS5	ENSG00000234741	ENSG00000234741:173835666-173835719:source	3.84298049331e-09;-0.367280290239;0.367055581574	2.40638159348e-18;0.987065576437;0.987064315479	0.025;0.631;0.367	0.025;0.273;0.725	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr1	-	173835719-173835899;173835705-173835899;173835719-173835720	173835666-173835719;173835720-173835771;173835899-173835934;173835899-173835934	;;;	;;;	(173835720, 173835771)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#GAS5
RPS6KA3	ENSG00000177189	ENSG00000177189:20252876-20252932:source	-1.93558613906e-05;0.229229998358;-0.228913555379	2.87686630092e-07;0.688859102858;0.69144370411	0.027;0.629;0.363	0.026;0.901;0.092	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chrX	-	20252932-20285157;20252932-20284682;20252932-20258687	20252876-20252932;20258687-20258787;20284682-20284958;20285157-20285523	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/51_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RPS6KA3
TMEM173	ENSG00000184584	ENSG00000184584:138860375-138860672:source	-0.357564353434;2.82042587524e-05;0.349416316578	0.992399661772;7.23097713668e-08;0.990136446865	0.973;0.025;0.026	0.625;0.026;0.367	t|1e0|2e1.3o3|3e1.2o3|i	True	True	False	2	2	1	chr5	-	138860483-138860744;138860455-138860771;138860672-138860673	138860375-138860672;138860673-138860743;138860744-138861046;138860744-138861046	;;;	;;;	(138860673, 138860743)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/53_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TMEM173
SNHG1	ENSG00000255717	ENSG00000255717:62622896-62622960:target	-0.470841022593;2.13539820897e-07;0.470603533247	0.999543633699;3.23605237101e-13;0.999546689762	0.826;0.025;0.171	0.367;0.025;0.630	s|1e1.2o4|1e1.3o4|i	False	True	False	2	2	1	chr11	-	62622688-62622896;62622680-62622896;62622895-62622896	62622605-62622708;62622605-62622708;62622839-62622895;62622896-62622960	;;;	;;;	(62622839, 62622895)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SNHG1
SNHG1	ENSG00000255717	ENSG00000255717:62622605-62622708:source	1.8287579919e-07;-0.30663669983;1.8287579919e-07;0.305547206707	9.38620931858e-15;0.929504567324;9.38620931858e-15;0.928197609233	0.025;0.637;0.025;0.360	0.025;0.334;0.025;0.662	t|1e0|2e1.1o1|2e2.1o1|3e2.1o1|4e0|i	True	True	True	3	3	1	chr11	-	62622688-62623337;62622688-62622896;62622680-62622896;62622708-62622709	62622605-62622708;62622709-62622763;62622896-62622960;62622896-62622960;62623337-62623386	;;;;	;;;;	(62622709, 62622763)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SNHG1
SNHG1	ENSG00000255717	ENSG00000255717:62621840-62622023:target	-0.348020783598;-0.000216811897491;0.350470833949	0.991707365858;3.64415522951e-06;0.997876205994	0.857;0.088;0.055	0.518;0.086;0.396	s|1e1.1o2|1e2.2o2|2e0|3e0|i	True	False	True	2	3	1	chr11	-	62621536-62621991;62621305-62621991;62621839-62621840	62621273-62621321;62621490-62621536;62621815-62621839;62621840-62622023	;;;	;;;	(62621815, 62621839)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SNHG1
SNHG1	ENSG00000255717	ENSG00000255717:62621273-62621321:source	8.87921029686e-09;-5.51758675473e-05;-0.213001616048;0.212614263345	2.79720660899e-18;9.46874304071e-09;0.669513546341;0.671424867861	0.025;0.064;0.597;0.339	0.025;0.063;0.374;0.562	t|1e2.1o1|2e1.1o3|2e2.1o1|i	True	True	True	3	3	1	chr11	-	62621321-62621490;62621305-62621991;62621305-62621490;62621321-62621322	62621273-62621321;62621322-62621375;62621490-62621536;62621490-62621536;62621840-62622023	;;;;	;;;;	(62621322, 62621375)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SNHG1
CCM2	ENSG00000136280	ENSG00000136280:45077852-45078025:target	-2.96442521108e-06;-0.199654954681;4.97943496126e-07;0.211621772193;4.97943496126e-07	3.72917065183e-13;0.646863329506;3.6182664292e-13;0.685636642582;3.6182664292e-13	0.025;0.542;0.025;0.444;0.025	0.025;0.313;0.025;0.681;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	0	chr7	+	45039456-45077852;45039962-45077852;45066865-45077852;45067396-45077852;45069108-45077852	45039074-45039456;45039784-45039962;45066614-45066865;45067271-45067396;45069043-45069108;45077852-45078025	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/29_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CCM2
EMC9	ENSG00000100908	ENSG00000100908:24610316-24610525:source	-0.312569871207;0.312569871207	0.981260211014;0.981260211014	0.339;0.661	0.033;0.967	t|1e1.1o2|i	False	False	False	1	2	1	chr14	-	24610525-24610647;24610525-24610526	24610316-24610525;24610526-24610556;24610557-24610797	;;	;;	(24610526, 24610556)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/11_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#EMC9
RP11-542C16.2	ENSG00000261915	ENSG00000261915:7216699-7216788:target	-0.230046374548;0.230046374548	0.75992976007;0.75992976007	0.862;0.138	0.622;0.378	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	7216610-7216699;7216698-7216699	7216531-7216610;7216611-7216698;7216699-7216788	;;	;;	(7216611, 7216698)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/65_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RP11-542C16.2
SATB1	ENSG00000182568	ENSG00000182568:18462177-18462880:target	-4.94980812452e-06;-0.000103325408198;-0.200205736198;0.211767154721	4.01641794775e-13;1.13529763563e-10;0.665548247991;0.752374179067	0.025;0.029;0.962;0.025	0.025;0.025;0.765;0.231	s|1e0|2e2.2o2|3e1.1o1|3e2.2o2|4e0|5e0|i	True	True	True	3	3	1	chr3	-	18458570-18462403;18459191-18462249;18458570-18462249;18462176-18462177	18458393-18458885;18458393-18458885;18459068-18459191;18461186-18462176;18462177-18462880	;;;;	;;;;	(18461186, 18462176)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/52_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SATB1
ZSWIM8	ENSG00000214655	ENSG00000214655:75559391-75559952:source	0.278199975484;-0.247328422598;-0.00181113450695	0.866700355883;0.828698235638;3.71393200791e-05	0.549;0.350;0.101	0.837;0.094;0.069	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr10	+	75559928-75560054;75559952-75560054;75559952-75559953	75559391-75559952;75559953-75560053;75560054-75560230;75560054-75560230	;;;	;;;	(75559953, 75560053)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/61_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ZSWIM8
RPL41	ENSG00000229117	ENSG00000229117:56510552-56510714:source	-0.176232367487;5.66309993303e-06;-7.31216997958e-07;-0.00229136816172;4.02315971739e-08;0.20127136717	0.491281183232;6.38705544418e-14;5.87226935148e-17;6.08063837442e-09;5.87218640584e-17;0.678020864618	0.231;0.025;0.025;0.073;0.025;0.683	0.055;0.025;0.025;0.042;0.025;0.885	s|1e1.1o1|1e2.1o1|2e1.1o1|3e1.1o1|4e1.1o1|i	True	True	True	5	3	1	chr12	+	56510583-56510973;56510583-56511266;56510613-56510973;56510647-56510973;56510714-56510973;56510714-56510715	56510552-56510714;56510715-56510972;56510973-56510999;56510973-56510999;56510973-56510999;56510973-56510999;56511266-56511727	;;;;;;	;;;;;;	(56510715, 56510972)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RPL41
PHF20L1	ENSG00000129292	ENSG00000129292:133787618-133787891:source	-0.396209461664;0.396209461664	0.911125721776;0.911125721776	0.632;0.368	0.221;0.779	s|1e1.2o4|1e1.3o4	False	True	False	2	2	0	chr8	+	133787891-133790038;133787891-133790042	133787618-133787891;133790035-133790157;133790035-133790157	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/25_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PHF20L1
RMND5B	ENSG00000145916	ENSG00000145916:177574730-177574884:source	-0.351986694158;0.351986694158	0.991952373774;0.991952373774	0.973;0.027	0.630;0.370	s|1e1.1o1|i	False	False	False	1	2	1	chr5	+	177574884-177574970;177574884-177574885	177574730-177574884;177574885-177574969;177574970-177577566	;;	;;	(177574885, 177574969)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/36_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RMND5B
MYO1F	ENSG00000142347	ENSG00000142347:8616307-8616758:target	-0.270268998548;-0.00112586220769;0.326962360105	0.857252604474;6.73939963717e-07;0.970807884543	0.885;0.050;0.063	0.611;0.025;0.382	s|1e0|2e1.1o3|2e1.2o3|3e0|4e0|i	True	True	False	2	2	1	chr19	-	8615578-8616624;8615566-8616624;8616306-8616307	8615440-8615578;8615440-8615578;8615579-8616306;8616307-8616758	;;;	;;;	(8615579, 8616306)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/33_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MYO1F
TTC39C	ENSG00000168234	ENSG00000168234:21594384-21595002:source	-0.373965182686;0.373965182686	0.970399179502;0.970399179502	0.440;0.560	0.070;0.930	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr18	+	21595002-21599824;21595002-21644104	21594384-21595002;21599824-21600252;21644104-21644152	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/46_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TTC39C
MARCH2	ENSG00000099785	ENSG00000099785:8486673-8486900:target	-0.589712832979;0.589712832979	0.99998132667;0.99998132667	0.659;0.341	0.084;0.916	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	+	8478304-8486673;8483691-8486673	8478154-8478304;8483289-8483691;8486673-8486900	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/9_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MARCH2
IFNAR2	ENSG00000159110	ENSG00000159110:34632902-34633032:source	-0.435763927369;0.435763927369	0.997546824006;0.997546824006	0.479;0.521	0.054;0.946	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr21	+	34633032-34634866;34633032-34635098	34632902-34633032;34634866-34635062;34635098-34637980	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/40_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#IFNAR2
SHMT1	ENSG00000176974	ENSG00000176974:18259200-18259314:source	-0.466501361929;2.47031401556e-05;0.488776015275;0.000154975682629;-0.000283926870803	0.994035262387;3.72059145682e-07;0.996613208836;5.31994382324e-05;4.12922254093e-07	0.672;0.025;0.247;0.043;0.035	0.216;0.026;0.724;0.050;0.026	t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e3.1o1	True	True	True	5	4	1	chr17	-	18259314-18266686;18259314-18266302;18259314-18263728;18259310-18266686;18259310-18263728	18259200-18259314;18263728-18263866;18263728-18263866;18266302-18266660;18266686-18266856;18266686-18266856	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/51_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SHMT1
