#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ERBB2IP	ENSG00000112851	ENSG00000112851:65339965-65340138:source	0.20485989177;-0.20485989177	0.689965861772;0.689965861772	0.027;0.973	0.233;0.767	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr5	+	65340126-65342181;65340138-65342181	65339965-65340138;65342181-65342366;65342181-65342366	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/8_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ERBB2IP
RELL2	ENSG00000164620	ENSG00000164620:141020238-141020644:target	-2.95679355515e-07;0.287224023626;-0.286406529403	1.89403247691e-09;0.832751772321;0.830021932026	0.025;0.225;0.769	0.025;0.534;0.460	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr5	+	141019862-141020238;141020012-141020238;141020237-141020238	141019487-141019862;141019979-141020012;141020013-141020237;141020238-141020644	;;;	;;;	(141020013, 141020237)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/22_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RELL2
NPRL2	ENSG00000114388	ENSG00000114388:50387344-50387796:target	0.000144655503114;-0.000386431594146;0.245752797897;-0.00823128844323;-4.53692582391e-05;6.74625633933e-06;-0.0410564309633	0.000190618561742;1.81580675981e-06;0.694643798294;0.00436004276564;1.30781051582e-07;1.0185721216e-07;0.116501378949	0.078;0.046;0.433;0.129;0.029;0.025;0.289	0.085;0.026;0.744;0.042;0.026;0.026;0.119	s|1e1.1o2|1e1.2o2|2e1.1o2|2e1.2o2|2e2.1o2|3e1.1o2|i	True	True	True	6	3	1	chr3	-	50387264-50387364;50387259-50387364;50387264-50387362;50387259-50387362;50386925-50387362;50387264-50387344;50387343-50387344	50386587-50386925;50387096-50387264;50387096-50387264;50387096-50387264;50387096-50387264;50387096-50387264;50387265-50387343;50387344-50387796	;;;;;;;	;;;;;;;	(50387265, 50387343)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NPRL2
EPC1	ENSG00000120616	ENSG00000120616:32594700-32594859:source	0.620190087109;-0.620190087109	0.999965630701;0.999965630701	0.061;0.939	0.666;0.334	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	32594859-32667419;32594859-32635691	32594700-32594859;32635691-32636146;32667419-32667726	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/10_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EPC1
MELK	ENSG00000165304	ENSG00000165304:36651743-36651874:source	-0.299541288541;0.299541288541	0.925617729824;0.925617729824	0.969;0.031	0.674;0.326	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	+	36651874-36657238;36651874-36665347	36651743-36651874;36657238-36657360;36665347-36665578	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/22_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MELK
MELK	ENSG00000165304	ENSG00000165304:36581641-36581736:source	0.28352240161;-0.217196769903;-0.000305709472594	0.723095466772;0.582786297915;2.27021809727e-05	0.413;0.544;0.046	0.766;0.224;0.027	s|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0	chr9	+	36581736-36583624;36581736-36589533;36581736-36594625	36581641-36581736;36583624-36583709;36589533-36589649;36594615-36594768	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/22_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MELK
MELK	ENSG00000165304	ENSG00000165304:36665347-36665578:target	0.23249339557;-0.23249339557	0.774314588395;0.774314588395	0.030;0.970	0.266;0.734	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	+	36651874-36665347;36657360-36665347	36651743-36651874;36657238-36657360;36665347-36665578	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/22_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MELK
CAMKK2	ENSG00000110931	ENSG00000110931:121687590-121687677:target	-0.491931847607;0.491931847607	0.983633299024;0.983633299024	0.629;0.371	0.144;0.856	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	121686537-121687590;121683043-121687590	121682943-121683043;121686409-121686537;121687590-121687677	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/8_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CAMKK2
MRPL10	ENSG00000159111	ENSG00000159111:45908677-45908900:target	-0.000353711554127;0.254903979302;1.32553785586e-05;-0.205380011425	4.0190700836e-05;0.705835955943;2.68800453525e-06;0.607092730135	0.049;0.595;0.027;0.351	0.028;0.916;0.028;0.065	s|1e1.2o2|1e2.1o1|2e1.2o2|2e2.1o1	True	True	True	4	3	0	chr17	-	45906602-45908826;45906036-45908826;45906602-45908677;45906036-45908677	45905674-45906036;45905674-45906036;45906505-45907039;45906505-45907039;45908677-45908900	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/20_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MRPL10
MRPL10	ENSG00000159111	ENSG00000159111:45905674-45906036:source	0.209836763157;-0.226521450171;1.60118126037e-05	0.601274648796;0.653236721727;4.44422938533e-06	0.620;0.369;0.028	0.919;0.069;0.029	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr17	-	45906036-45908826;45906036-45908677;45906036-45906505	45905674-45906036;45906505-45907039;45908677-45908900;45908677-45908900	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/20_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MRPL10
PRPF40B	ENSG00000110844	ENSG00000110844:50037474-50037594:source	-0.209982228349;0.209982228349	0.640265411709;0.640265411709	0.351;0.649	0.072;0.928	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr12	+	50037535-50037644;50037594-50037595	50037474-50037594;50037595-50037643;50037644-50037787	;;	;;	(50037595, 50037643)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/8_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PRPF40B
EME2	ENSG00000197774	ENSG00000197774:1824946-1825189:source	0.208675261812;9.99592637511e-06;-0.21278334312	0.533853466291;4.21118003639e-06;0.543706089114	0.362;0.028;0.626	0.699;0.029;0.288	s|1e1.3o3|2e1.2o3|i	True	True	False	2	2	1	chr16	+	1825133-1825316;1825189-1825240;1825189-1825190	1824946-1825189;1825190-1825209;1825210-1825430;1825210-1825430	;;;	;;;	(1825190, 1825209)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/31_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EME2
NAP1L4	ENSG00000205531	ENSG00000205531:2974068-2974163:target	-0.326131450637;0.326131450637	0.936132853272;0.936132853272	0.355;0.645	0.031;0.969	s|1e1.1o1|i	False	False	False	1	2	1	chr11	-	2973039-2974068;2974067-2974068	2973010-2973039;2974000-2974067;2974068-2974163	;;	;;	(2974000, 2974067)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/32_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NAP1L4
NAP1L4	ENSG00000205531	ENSG00000205531:3000437-3000467:source	-0.0845212029361;-1.05945565236e-05;0.22369881848;-0.0106433646984;-0.000664088302496;-7.48296300348e-08;9.00336853774e-05;-7.48296300348e-08	0.259009752455;9.53014956441e-11;0.754129860655;0.0255299763164;2.64563680592e-06;2.83318735952e-13;1.20373984443e-09;2.83318735952e-13	0.349;0.026;0.135;0.421;0.064;0.025;0.026;0.025	0.189;0.025;0.372;0.360;0.042;0.025;0.032;0.025	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1	True	False	True	8	7	1	chr11	-	3000467-3013484;3000467-3013459;3000467-3013024;3000467-3010359;3000467-3009307;3000467-3004992;3000467-3004976;3000467-3002932	3000437-3000467;3002932-3003029;3004976-3005043;3004976-3005043;3009307-3009356;3010359-3010501;3013024-3013332;3013459-3013607;3013459-3013607	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/32_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NAP1L4
ENSG00000006114	ENSG00000006114	ENSG00000006114:35960410-35961035:target	0.356949569169;-0.356949569169	0.984329947093;0.984329947093	0.581;0.419	0.929;0.071	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr17	-	35956391-35960410;35956388-35960410	35956270-35956391;35956270-35956391;35960410-35961035	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/0_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ENSG00000006114
CIITA	ENSG00000179583	ENSG00000179583:10995371-10995415:source	0.0226413961441;0.203009479316;-0.372005498209	0.000785730051429;0.579466492436;0.90968854145	0.028;0.257;0.731	0.109;0.544;0.347	s|1e1.2o2|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr16	+	10995415-10995655;10995415-10995895;10995415-10996515	10995371-10995415;10995416-10995894;10995895-10996041;10996515-10996658	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/27_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CIITA
WNK1	ENSG00000060237	ENSG00000060237:990637-990955:target	-0.21274835862;0.21274835862	0.716687510438;0.716687510438	0.954;0.046	0.729;0.271	t|1e0|2e1.2o2|2e2.3o3|3e0	False	True	True	2	3	0	chr12	+	987527-990858;990165-990858	987181-987527;989887-990165;990637-990955	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/2_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#WNK1
PQLC3	ENSG00000162976	ENSG00000162976:11317863-11319000:target	-2.33694484596e-05;5.56849305487e-05;-0.414496121803;0.397342725319	8.33256357891e-08;5.03627483632e-08;0.988793139436;0.977622083854	0.031;0.025;0.658;0.312	0.029;0.029;0.252;0.703	t|1e1.2o4|1e2.1o1|1e3.2o3|1e4.1o1	False	False	True	4	5	1	chr2	+	11300874-11317863;11304387-11317863;11312171-11317863;11315135-11317863	11300751-11300945;11304330-11304387;11311988-11312172;11315094-11315135;11317863-11319000	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/21_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PQLC3
PQLC3	ENSG00000162976	ENSG00000162976:11311988-11312172:source	-0.000630470482377;0.436936719538;-0.414022832435	8.73573781325e-05;0.997128642784;0.99350236435	0.111;0.242;0.648	0.089;0.668;0.244	s|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e0	True	False	True	3	4	0	chr2	+	11312171-11312877;11312171-11315094;11312171-11317863	11311988-11312172;11312877-11312950;11315094-11315135;11317863-11319000	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/21_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PQLC3
SPDL1	ENSG00000040275	ENSG00000040275:169015377-169015494:target	-1.49639444641e-05;-0.285183818864;0.000236851905114;0.248274597707	1.71264472647e-06;0.792147049162;1.41469405888e-05;0.732406175314	0.027;0.920;0.027;0.062	0.026;0.593;0.043;0.361	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	True	True	True	4	4	0	chr5	+	169010893-169015377;169010893-169015398;169011170-169015398;169014376-169015398	169010638-169010893;169010638-169010893;169011033-169011170;169014203-169014376;169015377-169015494	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/1_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SPDL1
MAP3K12	ENSG00000139625	ENSG00000139625:53878820-53878998:source	0.310073948919;-0.310073948919	0.943392339248;0.943392339248	0.655;0.345	0.962;0.038	t|1e1.1o1|i	False	False	False	1	2	1	chr12	-	53878998-53879101;53878998-53878999	53878820-53878998;53878999-53879100;53879101-53879491	;;	;;	(53878999, 53879100)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/16_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MAP3K12
SRRM1	ENSG00000133226	ENSG00000133226:24993046-24993416:target	0.399855225572;-0.399855225572	0.987101834436;0.987101834436	0.532;0.468	0.924;0.076	t|1e0|2e1.1o2|2e2.1o1	False	True	True	2	3	0	chr1	+	24989295-24993306;24989715-24993306	24989151-24989559;24989674-24989715;24993046-24993416	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/13_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SRRM1
VIPAS39	ENSG00000151445	ENSG00000151445:77920353-77920445:source	-0.213945729844;-2.16161233967e-05;0.227275615955	0.715158817527;1.00616839348e-06;0.763514460404	0.968;0.028;0.028	0.733;0.026;0.260	t|1e1.1o1|1e2.1o3|1e2.3o3	True	False	True	3	3	0	chr14	-	77920445-77923838;77920445-77923661;77920445-77923438	77920353-77920445;77923438-77923756;77923438-77923756;77923838-77924295	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/18_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#VIPAS39
SDHAP1	ENSG00000185485	ENSG00000185485:195717061-195717189:target	-0.279829760447;0.299137530158;-3.6901047892e-05	0.785878897346;0.839398533089;5.02958342309e-06	0.923;0.064;0.029	0.599;0.393;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr3	-	195713475-195717061;195712660-195717061;195711147-195717061	195710983-195711147;195712317-195712660;195713390-195713475;195717061-195717189	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/29_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SDHAP1
CD3E	ENSG00000198851	ENSG00000198851:118183333-118184056:target	-3.57992531311e-07;0.311034392951;-0.309441471028	2.30403707625e-13;0.892418557674;0.891188785175	0.025;0.500;0.496	0.025;0.812;0.186	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	+	118179156-118183333;118182885-118183333;118183332-118183333	118179016-118179156;118182859-118182885;118182886-118183332;118183333-118184056	;;;	;;;	(118182886, 118183332)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/32_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CD3E
TRIP10	ENSG00000125733	ENSG00000125733:6741236-6741292:target	0.252720958686;-0.252720958686	0.87898933396;0.87898933396	0.728;0.272	0.974;0.026	t|1e0|1e1.1o1|i	False	False	False	1	2	1	chr19	+	6741136-6741236;6741235-6741236	6740694-6741136;6741137-6741235;6741236-6741292	;;	;;	(6741137, 6741235)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/11_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRIP10
LY9	ENSG00000122224	ENSG00000122224:160793971-160794042:source	-3.49920966088e-06;-0.194429146159;0.202059672193	5.11346946034e-08;0.635730662523;0.665363690661	0.026;0.953;0.041	0.026;0.721;0.272	s|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	1	chr1	+	160794039-160796725;160794039-160797538;160794042-160797538	160793971-160794042;160796725-160796809;160797538-160798051;160797538-160798051	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/10_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LY9
LY9	ENSG00000122224	ENSG00000122224:160789111-160789164:source	-0.220662557278;0.220662557278	0.710535748856;0.710535748856	0.926;0.074	0.677;0.323	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr1	+	160789164-160793255;160789164-160793297	160789111-160789164;160793255-160793325;160793255-160793325	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/10_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LY9
LY9	ENSG00000122224	ENSG00000122224:160797538-160798051:target	-1.73087238429e-05;-0.100723994789;0.20911085999;-0.00018442290526	1.4449601482e-06;0.310404209721;0.693244289463;1.98396257473e-06	0.034;0.902;0.037;0.038	0.033;0.701;0.266;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	1	chr1	+	160793586-160797538;160794039-160797538;160794042-160797538;160796809-160797538	160793416-160793586;160793971-160794042;160793971-160794042;160796725-160796809;160797538-160798051	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/10_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LY9
NAA60	ENSG00000122390	ENSG00000122390:3534762-3535207:source	-0.20751968164;0.20751968164	0.701674266055;0.701674266055	0.949;0.051	0.740;0.260	s|1e0|2e0|3e0|4e0|5e1.1o1|6e1.1o1|7e0	True	True	False	2	2	0	chr16	+	3535061-3535467;3535083-3535467	3534762-3535207;3535467-3536963;3535467-3536963	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/11_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NAA60
PRUNE	ENSG00000143363	ENSG00000143363:150997087-150997271:target	1.28101873755e-06;-0.469251450162;0.468848226112	8.5009670398e-08;0.992937387056;0.992511407663	0.026;0.637;0.356	0.026;0.178;0.815	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	0	chr1	+	150981147-150997087;150990380-150997087;150991145-150997087	150980896-150981147;150990288-150990380;150990943-150991145;150997087-150997271	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/17_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PRUNE
LAIR1	ENSG00000167613	ENSG00000167613:54872407-54872556:target	-1.2517285182e-07;-0.176067790696;0.279833751342;-0.00147323825675	1.85319698263e-09;0.535899378848;0.847919131909;0.000552440677468	0.025;0.750;0.120;0.125	0.025;0.497;0.414;0.084	s|1e1.1o1|1e2.1o1|1e3.3o3|2e0|i	True	False	True	3	4	1	chr19	-	54872341-54872523;54871679-54872523;54868575-54872523;54872406-54872407	54868321-54869238;54871450-54871679;54872302-54872341;54872342-54872406;54872407-54872556	;;;;	;;;;	(54872342, 54872406)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/23_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LAIR1
TCERG1	ENSG00000113649	ENSG00000113649:145859591-145860081:source	-0.0420808784107;0.297605857687;-0.0405094414581	0.0874494731566;0.874293163087;0.083282029086	0.171;0.658;0.170	0.028;0.967;0.028	s|1e1.1o2|1e2.1o2|2e2.2o2|3e0|4e0	True	True	True	3	3	1	chr5	+	145859657-145860713;145859657-145862155;145859661-145862158	145859591-145860081;145860713-145860763;145862155-145862290;145862155-145862290	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TCERG1
TCERG1	ENSG00000113649	ENSG00000113649:145862155-145862290:target	0.238120462614;-0.00795588640639;-0.0519347854197	0.726393221452;0.00934673105851;0.117986071098	0.693;0.125;0.182	0.966;0.028;0.028	t|1e1.1o4|1e2.1o1|2e1.2o4	True	True	True	3	3	1	chr5	+	145859657-145862155;145860763-145862155;145859661-145862158	145859591-145860081;145859591-145860081;145860713-145860763;145862155-145862290	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TCERG1
HBS1L	ENSG00000112339	ENSG00000112339:135287467-135287611:source	0.258629600111;-0.258629600111	0.876420146408;0.876420146408	0.118;0.882	0.375;0.625	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr6	-	135287611-135299817;135287611-135290376	135287467-135287611;135290376-135290476;135299817-135299925	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/8_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HBS1L
HBS1L	ENSG00000112339	ENSG00000112339:135299817-135299925:target	-0.308302093278;0.308302093278	0.957128662284;0.957128662284	0.870;0.130	0.568;0.432	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr6	-	135290476-135299817;135287611-135299817	135287467-135287611;135290376-135290476;135299817-135299925	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/8_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HBS1L
MAP2K5	ENSG00000137764	ENSG00000137764:67855621-67855688:source	0.225264282987;-0.225264282987	0.694131640826;0.694131640826	0.700;0.300	0.966;0.034	s|1e1.1o1|1e2.3o3	False	False	True	2	3	1	chr15	+	67855688-67873092;67855688-67878228	67855621-67855688;67873092-67873161;67878080-67878268	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/14_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MAP2K5
MAP2K5	ENSG00000137764	ENSG00000137764:67878080-67878268:target	-0.206380184244;0.206380184244	0.641653260366;0.641653260366	0.289;0.711	0.034;0.966	t|1e0|2e0|3e1.1o1|3e2.1o1	False	True	True	2	3	1	chr15	+	67855688-67878228;67873161-67878228	67855621-67855688;67873092-67873161;67878080-67878268	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/14_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MAP2K5
ATP2C1	ENSG00000017260	ENSG00000017260:130649260-130649370:target	0.331998310788;-0.0145700101093;-0.138913656114;-1.080117126e-06	0.977078632416;0.0318686306786;0.43945119011;4.12591675259e-11	0.114;0.362;0.520;0.025	0.439;0.255;0.303;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr3	+	130569772-130649260;130613181-130649260;130613619-130649260;130649093-130649260	130569439-130569772;130612812-130613181;130613379-130613619;130648842-130649093;130649260-130649370	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/1_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATP2C1
MEF2D	ENSG00000116604	ENSG00000116604:156470278-156470620:target	1.64175830103e-07;-0.223895261557;0.22320640409	9.49707408174e-10;0.76429592426;0.761751074482	0.025;0.968;0.030	0.025;0.743;0.252	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1	chr1	-	156469352-156470278;156453222-156470278;156453210-156470278	156453031-156453222;156453031-156453222;156469224-156469352;156470278-156470620	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MEF2D
NCLN	ENSG00000125912	ENSG00000125912:3206150-3206188:source	-0.201702907233;0.201702907233	0.52183499686;0.52183499686	0.629;0.371	0.302;0.698	s|1e0|2e1.1o3|2e1.2o3	True	True	False	2	2	0	chr19	+	3206188-3206260;3206188-3206263	3206150-3206188;3206260-3206423;3206260-3206423	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/11_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NCLN
LTBP3	ENSG00000168056	ENSG00000168056:65318983-65319347:source	0.010276438663;0.423474246155;-0.526821731892	0.00425423256283;0.994829910088;0.999813474093	0.027;0.045;0.947	0.109;0.458;0.433	t|1e0|2e0|3e1.3o3|4e1.3o3|i	True	True	False	2	2	1	chr11	-	65319127-65319443;65319035-65319443;65319347-65319348	65318983-65319347;65319348-65319442;65319443-65319628;65319443-65319628	;;;	;;;	(65319348, 65319442)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/23_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LTBP3
LTBP3	ENSG00000168056	ENSG00000168056:65319443-65319628:target	0.036660406346;0.650761245357;-0.807418443156	0.0761678973406;0.999557253495;0.999998704793	0.032;0.080;0.903	0.170;0.714;0.115	s|1e0|2e0|3e0|3e1.3o4|3e1.4o4|i	True	True	False	2	2	1	chr11	-	65319127-65319443;65319035-65319443;65319442-65319443	65318983-65319347;65318983-65319347;65319348-65319442;65319443-65319628	;;;	;;;	(65319348, 65319442)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/23_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LTBP3
LTBP3	ENSG00000168056	ENSG00000168056:65307716-65307923:target	0.238138176723;-0.134127303739;-0.00050168696894	0.732145275615;0.417714392461;1.71101377107e-06	0.233;0.717;0.049	0.510;0.486;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	-	65307624-65307716;65307352-65307716;65307715-65307716	65307191-65307352;65307484-65307624;65307625-65307715;65307716-65307923	;;;	;;;	(65307625, 65307715)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/23_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LTBP3
KRIT1	ENSG00000001631	ENSG00000001631:91871348-91871475:source	-2.54484976876e-06;0.000137686693602;0.262900500021;0.00100923694973;-0.412172567325;-2.54484976876e-06	6.31107298991e-08;1.78662289785e-06;0.71105978968;7.66359394315e-05;0.954947240005;6.31107298991e-08	0.026;0.026;0.291;0.026;0.692;0.026	0.025;0.035;0.619;0.064;0.278;0.025	t|1e3.2o2|2e1.1o2|2e1.2o2|2e2.2o2|2e3.2o2|2e4.1o1	True	True	True	6	5	1	chr7	-	91871475-91873316;91871451-91874779;91871451-91874741;91871451-91874216;91871451-91873316;91871451-91872199	91871348-91871475;91872199-91872209;91873316-91873463;91873316-91873463;91874216-91874485;91874741-91874909;91874741-91874909	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/0_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KRIT1
MICAL1	ENSG00000135596	ENSG00000135596:109772803-109772903:target	0.243816580924;-0.243816580924	0.805933811165;0.805933811165	0.710;0.290	0.962;0.038	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr6	-	109771760-109772803;109771288-109772803	109771173-109771456;109771503-109771760;109772803-109772903	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/14_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MICAL1
PPP1R14B	ENSG00000173457	ENSG00000173457:64012676-64013288:source	-0.400102678994;0.0232616348268;0.277824352782	0.994317637222;0.00740440468921;0.943853124038	0.963;0.030;0.030	0.572;0.122;0.306	t|1e0|2e1.1o1|2e2.1o1|2e3.1o2	False	True	True	3	4	1	chr11	-	64012759-64013888;64012759-64013526;64012759-64012849	64012676-64013288;64013526-64013665;64013888-64014413	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/26_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PPP1R14B
