#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th2_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ATG4D	ENSG00000130734	ENSG00000130734:10657515-10657791:source	0.00202354270487;-0.00445841422137;-0.00248346808243;-0.0382363762498;0.20445403083	0.00053223941562;0.00376948429201;0.00155162019549;0.110232856192;0.654092213414	0.026;0.115;0.103;0.735;0.044	0.081;0.041;0.045;0.546;0.293	s|1e1.1o1|2e0|2e1.1o1|3e1.1o1|4e1.1o1|i	True	True	False	4	2	1	chr19	+	10657747-10657865;10657751-10657865;10657758-10657865;10657791-10657865;10657791-10657792	10657515-10657791;10657792-10657864;10657865-10657929;10657865-10657929;10657865-10657929;10657865-10657929	;;;;;	;;;;;	(10657792, 10657864)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ATG4D
ORC4	ENSG00000115947	ENSG00000115947:148733471-148733544:source	1.56397492821e-05;0.391304457722;-0.401125399922;1.56397492821e-05	2.26550803283e-06;0.948456336511;0.968653279836;2.26550803283e-06	0.026;0.532;0.455;0.026	0.028;0.926;0.056;0.028	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	0	chr2	-	148733544-148779017;148733544-148778202;148733544-148778177;148733544-148739497	148733471-148733544;148739497-148739650;148778177-148778463;148778177-148778463;148779017-148779147	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ORC4
ORC4	ENSG00000115947	ENSG00000115947:148778177-148778463:target	-0.000179566863742;0.425179271523;-0.000174920243049;1.38951703374e-05;-0.362239826658	8.15224786193e-06;0.974967012129;7.93399384059e-06;1.61234193421e-06;0.943626824052	0.040;0.503;0.039;0.026;0.421	0.027;0.924;0.027;0.027;0.055	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e2.1o1	True	True	True	5	5	0	chr2	-	148739650-148778202;148733544-148778202;148731093-148778202;148716435-148778202;148733544-148778177	148716161-148716435;148731017-148731093;148733471-148733544;148733471-148733544;148739497-148739650;148778177-148778463	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ORC4
TAF1C	ENSG00000103168	ENSG00000103168:84213776-84213950:source	-0.275328438048;-3.96866800221e-05;0.291989738299	0.837964534386;8.3043201794e-06;0.901599314709	0.962;0.030;0.030	0.665;0.027;0.326	t|1e1.1o1|1e2.1o1|2e1.1o1	True	True	True	3	3	1	chr16	-	84213950-84214649;84213950-84214474;84213934-84214649	84213776-84213950;84214474-84214601;84214649-84214792;84214649-84214792	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TAF1C
FAHD2A	ENSG00000115042	ENSG00000115042:96071301-96071551:target	-0.355575357198;-0.000316295106949;0.392225020168	0.897505835203;0.000133486481308;0.97007184782	0.888;0.057;0.058	0.515;0.041;0.447	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr2	+	96068620-96071301;96068740-96071301;96071150-96071301	96068469-96068740;96068469-96068740;96071022-96071150;96071301-96071551	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FAHD2A
ALG9	ENSG00000086848	ENSG00000086848:111740951-111741093:source	0.292634748921;-0.00682913819591;-0.0975989401388	0.830687993366;0.00565043088811;0.293090563742	0.598;0.111;0.292	0.915;0.026;0.078	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr11	-	111741093-111742075;111741093-111741664;111741093-111741498	111740951-111741093;111741498-111741588;111741664-111742024;111742075-111742305	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/2_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ALG9
DSN1	ENSG00000149636	ENSG00000149636:35401797-35402221:target	-0.034656017907;-0.0394995197887;6.10440209107e-06;6.10440209107e-06;0.204287414799;6.10440209107e-06	0.0995153209267;0.0329130932118;1.06674772641e-07;1.06674772641e-07;0.576852642257;1.06674772641e-07	0.547;0.130;0.025;0.025;0.314;0.025	0.373;0.026;0.026;0.026;0.608;0.026	s|1e1.1o1|1e2.1o1|1e3.1o3|2e1.1o1|3e1.1o1|3e4.1o1	True	True	True	6	5	0	chr20	-	35399876-35402065;35399596-35402065;35399427-35402065;35399876-35401884;35399876-35401797;35396445-35401797	35396372-35396445;35399276-35399427;35399518-35399596;35399828-35399876;35399828-35399876;35399828-35399876;35401797-35402221	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/13_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DSN1
FLNB	ENSG00000136068	ENSG00000136068:58128377-58128479:target	-0.438149151215;-0.000229271545838;0.472310078365	0.986308720035;1.07377986206e-05;0.996807815986	0.868;0.042;0.093	0.438;0.026;0.554	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr3	+	58124256-58128377;58127623-58128377;58127656-58128377	58124009-58124256;58127585-58127656;58127585-58127656;58128377-58128479	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FLNB
CD151	ENSG00000177697	ENSG00000177697:835551-836153:target	3.64915832968e-07;-0.200054608897;0.251427752385;3.64915832968e-07;-5.26301524861e-05;-5.38139136536e-05;3.64915832968e-07	9.817474718e-10;0.65829165129;0.859219395913;9.817474718e-10;5.45458493201e-08;5.67777288248e-08;9.817474718e-10	0.025;0.238;0.711;0.025;0.029;0.030;0.025	0.025;0.030;0.962;0.025;0.025;0.025;0.025	t|1e0|2e0|2e1.1o2|2e1.2o2|2e2.1o3|2e2.2o3|2e2.3o3|2e3.1o1|2e4.1o1	True	True	True	7	5	1	chr11	+	833022-836063;833026-836063;834591-836063;834745-836063;834803-836063;835139-836063;835324-836063	832843-833026;832843-833026;834458-834803;834458-834803;834458-834803;834872-835139;835194-835324;835551-836153	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/20_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CD151
WDYHV1	ENSG00000156795	ENSG00000156795:124428965-124429172:source	0.233826489265;-0.233826489265	0.729185547885;0.729185547885	0.079;0.921	0.350;0.650	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr8	+	124429096-124440164;124429172-124440164	124428965-124429172;124440164-124440271;124440164-124440271	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/15_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#WDYHV1
RC3H1	ENSG00000135870	ENSG00000135870:173910403-173910587:target	-0.608398602498;0.608398602498	0.995256660002;0.995256660002	0.743;0.257	0.148;0.852	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr1	-	173908012-173910403;173908009-173910403	173900352-173908012;173900352-173908012;173910403-173910587	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RC3H1
VARS2	ENSG00000137411	ENSG00000137411:30881588-30882121:source	-0.12924568187;-0.000826010786795;6.21000819358e-07;0.248004612645	0.397761496747;0.000203618240345;1.28154736394e-07;0.801836557792	0.883;0.077;0.026;0.038	0.647;0.048;0.026;0.300	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr6	+	30882121-30882582;30882121-30882587;30882121-30882933;30882121-30882122	30881588-30882121;30882122-30882158;30882582-30882814;30882582-30882814;30882933-30883014	;;;;	;;;;	(30882122, 30882158)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#VARS2
MARCH2	ENSG00000099785	ENSG00000099785:8486673-8486900:target	0.44953160096;-0.44953160096	0.989240311055;0.989240311055	0.224;0.776	0.664;0.336	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	+	8478304-8486673;8483691-8486673	8478154-8478304;8483289-8483691;8486673-8486900	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MARCH2
CD3E	ENSG00000198851	ENSG00000198851:118183333-118184056:target	5.66495881234e-07;-0.295410945575;0.294382495837	6.46776542339e-12;0.901157476804;0.900672665854	0.025;0.854;0.143	0.025;0.561;0.435	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	+	118179156-118183333;118182885-118183333;118183332-118183333	118179016-118179156;118182859-118182885;118182886-118183332;118183333-118184056	;;;	;;;	(118182886, 118183332)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/24_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CD3E
ACSL4	ENSG00000068366	ENSG00000068366:108926365-108926895:source	-2.77167765601e-05;1.92803651391e-06;1.92803651391e-06;1.92803651391e-06;1.92803651391e-06;-0.0170411110701;0.39878127011;1.92803651391e-06;-0.190367193349;0.000111262176282;-0.019825803001;0.00236832649219	1.36079899909e-08;9.00396172246e-09;9.00396172246e-09;9.00396172246e-09;9.00396172246e-09;0.00325893814503;0.973989959768;9.00396172246e-09;0.645452758682;2.65514300657e-06;0.043798975063;0.00145148794806	0.028;0.025;0.025;0.025;0.025;0.106;0.283;0.025;0.246;0.028;0.258;0.064	0.025;0.025;0.025;0.025;0.025;0.025;0.677;0.025;0.036;0.036;0.126;0.122	t|1e1.1o1|1e2.1o2|1e5.1o1|2e1.1o1|2e2.1o2|3e1.1o1|3e2.1o2|3e3.1o1|3e4.1o1|4e1.1o1|4e2.1o2|4e4.1o1	True	True	True	12	6	1	chrX	-	108926895-108976368;108926895-108939373;108926895-108928656;108926781-108976368;108926781-108939373;108926604-108976368;108926604-108939373;108926604-108935265;108926604-108934232;108926601-108976368;108926601-108939373;108926601-108934232	108926365-108926895;108928656-108928673;108934232-108934360;108934232-108934360;108935265-108935376;108938880-108939425;108938880-108939425;108938880-108939425;108938880-108939425;108976368-108976632;108976368-108976632;108976368-108976632;108976368-108976632	;;;;;;;;;;;;	;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ACSL4
NBN	ENSG00000104320	ENSG00000104320:90993603-90993883:source	0.238456521199;-0.238456521199	0.739047110644;0.739047110644	0.597;0.403	0.875;0.125	t|1e0|2e1.1o2|2e2.1o1	False	True	True	2	3	0	chr8	-	90993751-90994950;90993751-90994181	90993603-90993883;90994181-90994230;90994632-90995083	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/5_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NBN
ASXL1	ENSG00000171456	ENSG00000171456:31017704-31017856:target	0.376764892007;-0.376764892007	0.89991482567;0.89991482567	0.421;0.579	0.817;0.183	t|1e1.1o1|i	False	False	False	1	2	1	chr20	+	31017234-31017704;31017703-31017704	31017141-31017234;31017235-31017703;31017704-31017856	;;	;;	(31017235, 31017703)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ASXL1
ATP5I	ENSG00000169020	ENSG00000169020:668001-668127:target	0.325711490368;-0.300749175861;-0.000141576574206	0.865009325361;0.822451202763;2.42090151393e-06	0.351;0.616;0.037	0.694;0.289;0.027	s|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr4	-	667755-668001;667190-668001;668000-668001	667091-667190;667701-667910;667911-668000;668001-668127	;;;	;;;	(667911, 668000)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ATP5I
GRAMD1A	ENSG00000089351	ENSG00000089351:35500577-35500876:target	-0.234294249349;0.234294249349	0.748864465172;0.748864465172	0.257;0.743	0.026;0.974	t|1e0|2e1.1o1|2e2.1o2	False	True	True	2	3	0	chr19	+	35500233-35500792;35500347-35500792	35500023-35500233;35500327-35500349;35500577-35500876	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#GRAMD1A
B9D2	ENSG00000123810	ENSG00000123810:41869337-41869428:target	-4.77190192436e-05;0.472003961699;-0.462975890573	9.58277150197e-06;0.988102380836;0.98136486119	0.030;0.072;0.914	0.026;0.536;0.457	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	-	41868982-41869337;41867108-41869337;41863927-41869337	41863802-41863927;41866915-41867108;41868888-41868982;41869337-41869428	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#B9D2
BRCA1	ENSG00000012048	ENSG00000012048:41256139-41256278:target	-0.299578356276;0.299578356276	0.833095369189;0.833095369189	0.840;0.160	0.515;0.485	s|1e0|2e1.1o2|2e1.2o2	True	True	False	2	2	0	chr17	-	41251897-41256139;41251894-41256139	41251792-41251897;41251792-41251897;41256139-41256278	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#BRCA1
TMEM170A	ENSG00000166822	ENSG00000166822:75485334-75485737:source	3.15452021873e-05;-0.649964833791;0.638321237597;3.15452021873e-05	4.77308930834e-06;0.999895931663;0.999859607666;4.77308930834e-06	0.026;0.881;0.109;0.026	0.029;0.247;0.731;0.029	t|1e1.1o2|1e1.2o2|1e2.1o1|2e3.1o1	True	True	True	4	4	0	chr16	-	75485737-75498570;75485737-75498366;75485737-75498130;75485735-75486537	75485334-75485737;75486537-75486595;75498130-75498314;75498366-75498635;75498366-75498635	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TMEM170A
FANCA	ENSG00000187741	ENSG00000187741:89818546-89818630:source	-0.250961597036;0.250961597036	0.795537234481;0.795537234481	0.360;0.640	0.091;0.909	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr16	-	89818630-89828357;89818630-89824985	89818546-89818630;89824985-89825113;89828357-89828430	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89828357-89828430:target	0.200052215653;-0.200052215653	0.659517975162;0.659517975162	0.725;0.275	0.940;0.060	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr16	-	89825113-89828357;89818630-89828357	89818546-89818630;89824985-89825113;89828357-89828430	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FANCA
TMCO3	ENSG00000150403	ENSG00000150403:114193672-114193822:source	0.338620159456;-0.338620159456	0.918077629628;0.918077629628	0.558;0.442	0.905;0.095	s|1e0|2e1.2o2|2e2.1o1	True	False	True	2	3	1	chr13	+	114193822-114201615;114193822-114202618	114193672-114193822;114201464-114201694;114202618-114202767	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/13_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TMCO3
TMCO3	ENSG00000150403	ENSG00000150403:114202618-114202767:target	-0.369262511035;0.369262511035	0.977970249949;0.977970249949	0.433;0.567	0.071;0.929	t|1e1.2o2|1e2.1o1	False	False	True	2	3	1	chr13	+	114193822-114202618;114201694-114202618	114193672-114193822;114201464-114201694;114202618-114202767	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/13_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TMCO3
SLAIN1	ENSG00000139737	ENSG00000139737:78293667-78293812:source	-0.0924326278389;0.207657556662;-0.00176845864009	0.261100056144;0.70363812812;1.18438072088e-05	0.234;0.698;0.069	0.064;0.930;0.026	s|1e1.1o3|1e2.1o1|2e2.1o1	True	True	True	3	3	1	chr13	+	78293806-78317151;78293806-78318418;78293812-78318418	78293667-78293812;78317151-78317597;78318418-78318651;78318418-78318651	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SLAIN1
ATP2C1	ENSG00000017260	ENSG00000017260:130649260-130649370:target	-0.147156596438;-0.0552068151315;0.335409541652;1.53284237027e-06	0.28859683992;0.155988583765;0.943045036971;1.48451030418e-09	0.177;0.299;0.520;0.025	0.025;0.138;0.854;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr3	+	130569772-130649260;130613181-130649260;130613619-130649260;130649093-130649260	130569439-130569772;130612812-130613181;130613379-130613619;130648842-130649093;130649260-130649370	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ATP2C1
KLHL5	ENSG00000109790	ENSG00000109790:39116779-39117952:source	0.201231770544;-0.201231770544	0.66839423926;0.66839423926	0.697;0.303	0.928;0.072	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr4	+	39116950-39122630;39116950-39128314	39116779-39117952;39122630-39123829;39128314-39128477	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#KLHL5
ITSN2	ENSG00000198399	ENSG00000198399:24468998-24469189:target	-0.201310483022;0.201310483022	0.595184503115;0.595184503115	0.718;0.282	0.441;0.559	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	24465075-24468998;24443935-24468998	24443193-24443935;24461802-24465075;24468998-24469189	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ITSN2
PPP1R12A	ENSG00000058272	ENSG00000058272:80199946-80200113:target	0.250097192951;-0.250097192951	0.730950396681;0.730950396681	0.101;0.899	0.395;0.605	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr12	-	80199548-80199946;80192364-80199946	80192274-80192364;80199372-80199596;80199946-80200113	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PPP1R12A
LRRC20	ENSG00000172731	ENSG00000172731:72100309-72100458:target	-0.349749817603;0.349749817603	0.98080679504;0.98080679504	0.972;0.028	0.630;0.370	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	72083786-72100309;72061264-72100309	72058729-72061264;72083619-72083786;72100309-72100458	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LRRC20
HIBCH	ENSG00000198130	ENSG00000198130:191077682-191080835:target	0.2334154907;-0.2334154907	0.701880985544;0.701880985544	0.543;0.457	0.817;0.183	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	191073639-191077682;191069958-191077682	191069741-191069958;191073402-191073639;191077682-191080835	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HIBCH
ANKRD27	ENSG00000105186	ENSG00000105186:33135231-33135385:source	-0.409234293445;0.40041979399;3.62615554185e-05	0.974860609354;0.962243653532;4.71948915221e-06	0.467;0.525;0.026	0.062;0.925;0.029	t|1e1.1o1|1e2.2o2|2e2.2o2	True	True	True	3	3	0	chr19	-	33135385-33140588;33135385-33137365;33135382-33137365	33135231-33135385;33137365-33137521;33137365-33137521;33140588-33140698	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/5_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ANKRD27
CD47	ENSG00000196776	ENSG00000196776:107768466-107768498:source	0.24856624854;-0.24856624854	0.651706635852;0.651706635852	0.312;0.688	0.639;0.361	t|1e1.1o1|i	False	False	False	1	2	1	chr3	-	107768498-107769425;107768498-107768499	107768466-107768498;107768499-107769424;107769425-107769449	;;	;;	(107768499, 107769424)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CD47
SLC38A1	ENSG00000111371	ENSG00000111371:46662643-46662941:target	-0.0140566438511;0.221107308192;-1.16912243143e-05;-0.00165928354056;-0.0132697253689	0.0204277920251;0.647632036955;2.53924068251e-06;3.63465072356e-05;0.0173925707725	0.171;0.571;0.028;0.071;0.166	0.061;0.867;0.027;0.027;0.059	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e0|i	True	False	True	4	5	1	chr12	-	46648719-46662648;46637097-46662648;46633676-46662648;46623422-46662648;46662642-46662643	46623347-46623422;46633462-46633676;46636983-46637097;46648597-46648719;46662590-46662642;46662643-46662941	;;;;;	;;;;;	(46662590, 46662642)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SLC38A1
ACIN1	ENSG00000100813	ENSG00000100813:23536513-23537673:target	-0.00697514353482;0.321105369554;0.00669150530726;-0.274635216999	0.0118115106007;0.851328405165;0.00677524804664;0.713451237858	0.175;0.133;0.047;0.648	0.079;0.482;0.134;0.305	s|1e0|2e0|3e1.3o3|4e1.3o3|5e1.3o3|i	True	True	False	3	2	1	chr14	-	23535217-23536551;23535217-23536523;23535217-23536513;23536512-23536513	23535175-23535705;23535175-23535705;23535175-23535705;23535706-23536512;23536513-23537673	;;;;	;;;;	(23535706, 23536512)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ACIN1
MDP1	ENSG00000213920	ENSG00000213920:24684943-24685083:target	-0.23585586083;0.23585586083	0.786809149123;0.786809149123	0.947;0.053	0.690;0.310	s|1e1.1o2|i	False	False	False	1	2	1	chr14	-	24684868-24684943;24684942-24684943	24684758-24684868;24684869-24684942;24684943-24685083	;;	;;	(24684869, 24684942)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/25_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MDP1
LTB	ENSG00000227507	ENSG00000227507:31549817-31550204:target	0.239713570457;-0.210532220621;1.82615525575e-13;-0.00407683589354	0.721851247857;0.640173899099;1.78634595191e-18;6.93386988213e-14	0.405;0.522;0.025;0.073	0.641;0.313;0.025;0.041	s|1e1.1o1|1e2.1o2|2e2.1o2|i	True	True	True	3	3	1	chr6	-	31549636-31550033;31549407-31550033;31549407-31549817;31549816-31549817	31549336-31549407;31549336-31549407;31549591-31549636;31549637-31549816;31549817-31550204	;;;;	;;;;	(31549637, 31549816)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/25_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LTB
EBPL	ENSG00000123179	ENSG00000123179:50237193-50237331:source	0.289447018545;-0.317582909964;4.52585048556e-05;-9.60483190485e-06	0.797016810899;0.855417056828;1.65702258985e-07;1.20937972938e-07	0.389;0.598;0.026;0.026	0.717;0.256;0.030;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|2e2.1o1	True	True	True	4	4	1	chr13	-	50237331-50265390;50237331-50243913;50237331-50242633;50237313-50243913	50237193-50237331;50242306-50242705;50243913-50243982;50243913-50243982;50265390-50265611	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#EBPL
EML2	ENSG00000125746	ENSG00000125746:46145176-46145299:source	-0.226053847989;0.226053847989	0.689507546039;0.689507546039	0.912;0.088	0.635;0.365	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	46145299-46145392;46145299-46145300	46145176-46145299;46145300-46145391;46145392-46145639	;;	;;	(46145300, 46145391)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#EML2
RBM23	ENSG00000100461	ENSG00000100461:23378691-23378804:target	-3.90925088594e-06;9.09044991367e-07;-0.208474204043;0.221418176336	2.45124008344e-11;2.12161304744e-11;0.649846026953;0.68611322993	0.025;0.025;0.523;0.463	0.025;0.025;0.275;0.719	s|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1|3e0	True	True	True	4	4	0	chr14	-	23377949-23378692;23377608-23378692;23377589-23378692;23375577-23378692	23375224-23375577;23377542-23377608;23377542-23377608;23377741-23377949;23378691-23378804	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RBM23
RAD21	ENSG00000164754	ENSG00000164754:117878825-117879230:source	-0.275485889865;0.204378693681;0.00124382241269;2.56164324727e-09;6.85198104318e-07;2.62011605725e-07	0.941813896466;0.695598018266;2.02171660731e-08;1.78635532641e-18;4.96776524773e-17;1.50688835471e-17	0.874;0.112;0.025;0.025;0.025;0.025	0.605;0.317;0.058;0.025;0.025;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o4|2e3.2o4|2e3.3o4|2e3.4o4	True	True	True	6	4	0	chr8	-	117879000-117886850;117879000-117886602;117879000-117886549;117879000-117886489;117879000-117886445;117879000-117886358	117878825-117879230;117886358-117886599;117886358-117886599;117886358-117886599;117886358-117886599;117886602-117886767;117886850-117887105	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RAD21
KDM5A	ENSG00000073614	ENSG00000073614:389295-394828:source	-0.211620391408;0.211620391408	0.65812325122;0.65812325122	0.883;0.117	0.618;0.382	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr12	-	394828-401925;394828-395292	389295-394828;395292-395373;401925-402335	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/2_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#KDM5A
C6orf1	ENSG00000186577	ENSG00000186577:34216504-34217247:target	0.324093855177;-0.324093855177	0.836844950115;0.836844950115	0.146;0.854	0.506;0.494	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr6	-	34215641-34216756;34215641-34216504	34215458-34215641;34215458-34215641;34216504-34217247	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C6orf1
