#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
TRAIP	ENSG00000183763	ENSG00000183763:49866034-49866667:source	8.40910247599e-05;0.304075394349;-0.31816399443	1.43095283649e-05;0.936397902774;0.980557573582	0.025;0.654;0.342	0.032;0.962;0.029	t|1e1.2o3|2e1.1o3|i	True	True	False	2	2	1	chr3	-	49866667-49866797;49866658-49866891;49866667-49866668	49866034-49866667;49866668-49866688;49866689-49866941;49866689-49866941	;;;	;;;	(49866668, 49866688)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/41_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRAIP
PDLIM7	ENSG00000196923	ENSG00000196923:176917871-176917907:target	-0.284952995794;1.82938306612e-05;5.34383834974e-05;0.266651819713;1.82938306612e-05	0.962986598645;7.11329697124e-07;6.3267790921e-05;0.830828278955;7.11329697124e-07	0.305;0.025;0.047;0.642;0.025	0.027;0.027;0.051;0.931;0.027	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1	False	True	True	5	4	0	chr5	-	176917594-176917871;176917100-176917871;176917032-176917871;176916833-176917871;176916628-176917871	176916394-176916628;176916772-176917100;176916772-176917100;176916772-176917100;176917247-176917594;176917871-176917907	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/44_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PDLIM7
LUC7L3	ENSG00000108848	ENSG00000108848:48829561-48833574:target	-0.183836415755;-0.0302354034274;-2.39224448967e-06;9.9741248099e-12;0.278223786188	0.580786095449;4.43446422609e-07;1.89098796653e-18;1.88441466731e-18;0.927570067333	0.517;0.081;0.025;0.025;0.380	0.325;0.025;0.025;0.025;0.652	t|1e1.3o3|1e2.2o4|1e3.1o4|1e3.2o4|i	True	False	True	4	4	1	chr17	+	48828055-48829561;48828213-48829561;48828723-48829561;48828736-48829561;48829560-48829561	48827862-48828055;48828085-48828374;48828412-48828978;48828412-48828978;48828979-48829560;48829561-48833574	;;;;;	;;;;;	(48828979, 48829560)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/11_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LUC7L3
LUC7L3	ENSG00000108848	ENSG00000108848:48828085-48828374:source	0.000494872776539;-0.317388118798;0.293655873132	3.11340681132e-06;0.974179138629;0.918927065622	0.042;0.374;0.584	0.058;0.064;0.876	s|1e0|2e1.2o2|2e2.1o1|3e0|4e0|i	True	False	True	2	3	1	chr17	+	48828213-48828658;48828213-48829561;48828374-48828375	48828085-48828374;48828375-48828411;48828412-48828978;48829561-48833574	;;;	;;;	(48828375, 48828411)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/11_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LUC7L3
EXOSC9	ENSG00000123737	ENSG00000123737:122737299-122737349:target	-0.265536984133;0.265536984133	0.885889160838;0.885889160838	0.362;0.638	0.095;0.905	t|1e1.1o2|i	False	False	False	1	2	1	chr4	+	122735202-122737299;122737298-122737299	122734910-122735782;122736559-122737298;122737299-122737349	;;	;;	(122736559, 122737298)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/16_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EXOSC9
POT1	ENSG00000128513	ENSG00000128513:124532320-124532434:target	0.231484689809;-0.231484689809	0.698033541095;0.698033541095	0.668;0.332	0.948;0.052	s|1e0|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr7	-	124511095-124532320;124503694-124532320	124503404-124503694;124510965-124511095;124532320-124532434	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/17_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#POT1
SP100	ENSG00000067066	ENSG00000067066:231372861-231375881:source	-0.229072150688;0.229072150688	0.690581045666;0.690581045666	0.366;0.634	0.091;0.909	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr2	+	231375881-231379810;231375881-231403982	231372861-231375881;231379810-231381242;231402357-231404097	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/4_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SP100
ARHGAP9	ENSG00000123329	ENSG00000123329:57872182-57872540:target	-0.234418232277;7.54121244598e-06;0.228062996473	0.785311602065;3.20463605692e-08;0.756077277981	0.974;0.025;0.025	0.743;0.026;0.249	s|1e1.2o3|2e1.2o3|i	True	True	False	2	2	1	chr12	-	57871463-57872323;57871463-57872182;57872181-57872182	57871242-57871567;57871242-57871567;57872121-57872181;57872182-57872540	;;;	;;;	(57872121, 57872181)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/16_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ARHGAP9
NUMB	ENSG00000133961	ENSG00000133961:73741815-73744001:source	2.92047688584e-06;0.221295698048;-0.2289256902	1.91669635628e-08;0.735830684846;0.768725627805	0.028;0.651;0.328	0.028;0.892;0.087	t|1e1.1o3|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr14	-	73744001-73753818;73744001-73749067;73744001-73745989	73741815-73744001;73745989-73746132;73748953-73749213;73752901-73754022	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/19_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NUMB
LINC-PINT	ENSG00000231721	ENSG00000231721:130630369-130630594:source	0.261596954522;-0.0001920973638;-0.386730138102;0.00247718038266	0.708813074074;0.000415303194179;0.993469057294;0.000756625748739	0.503;0.086;0.403;0.026	0.829;0.080;0.026;0.084	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr7	-	130630594-130668812;130630594-130652148;130630594-130645882;130630594-130644628	130630369-130630594;130644628-130644638;130645882-130645892;130652148-130652276;130668812-130668868	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/47_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LINC-PINT
IL10RA	ENSG00000110324	ENSG00000110324:117859097-117859217:target	-0.359292270103;0.359292270103	0.909921331761;0.909921331761	0.881;0.119	0.508;0.492	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	117857249-117859097;117857528-117859097	117857063-117857249;117857322-117857528;117859097-117859217	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/12_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#IL10RA
HDAC10	ENSG00000100429	ENSG00000100429:50687532-50687637:source	-1.55336642374e-05;-0.308071532869;0.315527569505	9.74282581155e-08;0.87229412005;0.888676683218	0.026;0.809;0.182	0.025;0.485;0.510	t|1e0|2e0|3e1.1o2|4e1.1o2|i	True	True	False	2	2	1	chr22	-	50687627-50687757;50687597-50687757;50687637-50687638	50687532-50687637;50687638-50687715;50687716-50687945;50687716-50687945	;;;	;;;	(50687638, 50687715)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/8_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HDAC10
RPRD2	ENSG00000163125	ENSG00000163125:150413399-150414099:source	-0.328523357146;0.328523357146	0.792583248626;0.792583248626	0.777;0.223	0.401;0.599	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr1	+	150413499-150414357;150413499-150415707	150413399-150414099;150414357-150414434;150415707-150415759	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/31_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RPRD2
TRAP1	ENSG00000126602	ENSG00000126602:3713425-3713563:source	-0.518294611888;0.518294611888	0.999990474091;0.999990474091	0.798;0.202	0.293;0.707	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	3713563-3714275;3713563-3713564	3713425-3713563;3713564-3714274;3714275-3714460	;;	;;	(3713564, 3714274)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/17_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRAP1
TRAP1	ENSG00000126602	ENSG00000126602:3714275-3714460:target	-0.503780418449;0.503780418449	0.999979337014;0.999979337014	0.820;0.180	0.329;0.671	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	3713563-3714275;3714274-3714275	3713425-3713563;3713564-3714274;3714275-3714460	;;	;;	(3713564, 3714274)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/17_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRAP1
TRAP1	ENSG00000126602	ENSG00000126602:3713425-3713563:target	-0.354659190869;0.354659190869	0.99635180246;0.99635180246	0.833;0.167	0.487;0.513	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	3712968-3713425;3713424-3713425	3712883-3712968;3712969-3713424;3713425-3713563	;;	;;	(3712969, 3713424)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/17_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRAP1
TRAP1	ENSG00000126602	ENSG00000126602:3712883-3712968:source	-0.299718259146;0.299718259146	0.967744742122;0.967744742122	0.855;0.145	0.563;0.437	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	3712968-3713425;3712968-3712969	3712883-3712968;3712969-3713424;3713425-3713563	;;	;;	(3712969, 3713424)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/17_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRAP1
PTPN23	ENSG00000076201	ENSG00000076201:47446770-47447288:source	0.358956112267;-0.358956112267	0.942415683064;0.942415683064	0.603;0.397	0.965;0.035	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr3	+	47447288-47447405;47447288-47447435	47446770-47447288;47447405-47447536;47447405-47447536	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/4_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PTPN23
ARAP1	ENSG00000186635	ENSG00000186635:72404370-72404515:target	8.40110897277e-09;0.387980031523;-0.345805314035;-0.00166486808465	1.25294628064e-14;0.995903221133;0.975043254228;7.04756610378e-05	0.025;0.103;0.785;0.110	0.025;0.482;0.446;0.070	s|1e1.1o1|1e2.1o1|1e3.2o3|i	False	False	True	3	4	1	chr11	-	72404268-72404370;72403830-72404370;72399582-72404370;72404369-72404370	72399500-72399933;72403798-72403830;72404153-72404268;72404269-72404369;72404370-72404515	;;;;	;;;;	(72404269, 72404369)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/42_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ARAP1
RASSF1	ENSG00000068028	ENSG00000068028:50373808-50375003:target	2.75272380433e-06;-0.387579165364;8.43524750697e-05;0.361422549422	1.01112911506e-09;0.981930782295;1.17734642123e-07;0.963306046564	0.025;0.700;0.025;0.294	0.025;0.320;0.031;0.651	s|1e1.3o3|1e2.1o1|2e0|3e2.1o1|4e0|5e0|i	True	True	True	3	3	1	chr3	-	50374378-50374604;50369585-50374604;50369585-50374191;50373807-50373808	50369481-50369585;50369481-50369585;50369586-50373807;50373808-50375003	;;;	;;;	(50369586, 50373807)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/4_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RASSF1
GBP4	ENSG00000162654	ENSG00000162654:89650920-89651152:target	-0.0467096838196;-7.19086614848e-06;0.000889462645354;-7.19086614848e-06;-0.01744556655;0.214016981084	0.136303077476;5.49057355635e-08;2.35380348329e-05;5.49057355635e-08;0.0155947934454;0.632381372536	0.587;0.026;0.044;0.026;0.124;0.239	0.402;0.025;0.069;0.025;0.025;0.521	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3|i	False	True	True	5	4	1	chr1	-	89649555-89650920;89648210-89650920;89648061-89650920;89647203-89650920;89647125-89650920;89650919-89650920	89646831-89648061;89646831-89648061;89646831-89648061;89648181-89648210;89649545-89649555;89649556-89650919;89650920-89651152	;;;;;;	;;;;;;	(89649556, 89650919)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/31_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GBP4
SH2B1	ENSG00000178188	ENSG00000178188:28884249-28884590:target	2.09613206337e-07;0.226786135891;-0.227962869776	2.24665108115e-12;0.784774920817;0.790722463065	0.025;0.712;0.285	0.025;0.939;0.058	t|1e1.1o1|2e2.1o3|2e2.2o3	True	True	True	3	3	0	chr16	+	28875266-28884249;28884026-28884491;28884079-28884491	28875126-28875266;28883855-28884134;28883855-28884134;28884249-28884590	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/38_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SH2B1
SH2B1	ENSG00000178188	ENSG00000178188:28883855-28884134:source	0.245171359429;-1.17207007375e-05;-0.232101519164;1.06174428694e-07	0.854736794616;3.60889785561e-11;0.808345368767;1.27335731565e-12	0.696;0.026;0.287;0.025	0.938;0.025;0.056;0.025	s|1e1.2o2|1e2.1o1|2e1.2o2|2e2.1o1|3e0	True	True	True	4	3	0	chr16	+	28884026-28884491;28884026-28884768;28884079-28884491;28884079-28884768	28883855-28884134;28884249-28884590;28884249-28884590;28884768-28885526;28884768-28885526	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/38_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SH2B1
GAS5	ENSG00000234741	ENSG00000234741:173833622-173833644:source	0.315231808154;3.49468759259e-06;-0.318539893273	0.877334848466;8.55562607477e-10;0.883412178306	0.287;0.025;0.710	0.610;0.025;0.385	t|1e1.1o2|2e1.1o2|i	True	True	False	2	2	1	chr1	-	173833644-173833813;173833640-173833813;173833644-173833645	173833622-173833644;173833645-173833768;173833769-173833842;173833769-173833842	;;;	;;;	(173833645, 173833768)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/47_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GAS5
GAS5	ENSG00000234741	ENSG00000234741:173834093-173834420:target	0.204398775144;-1.0660453569e-07;-0.198429953349	0.668630510097;6.50866140743e-16;0.642827482435	0.643;0.025;0.344	0.854;0.025;0.139	s|1e0|2e1.1o1|2e2.1o1|3e0|4e0|i	True	False	True	2	3	1	chr1	-	173833842-173834367;173833442-173834367;173834092-173834093	173833395-173833442;173833769-173833842;173834047-173834092;173834093-173834420	;;;	;;;	(173834047, 173834092)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/47_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GAS5
USP4	ENSG00000114316	ENSG00000114316:49348947-49349087:source	-0.253908427126;0.25520094034;1.12130308417e-06	0.830320275426;0.842442323991;4.79637476484e-08	0.959;0.036;0.026	0.698;0.295;0.026	t|1e1.2o3|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	0	chr3	-	49349087-49362135;49349087-49355742;49349087-49351304	49348947-49349087;49351304-49351477;49355742-49356207;49362130-49362196	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/13_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#USP4
CCM2	ENSG00000136280	ENSG00000136280:45077852-45078025:target	3.68133582556e-08;-0.38357928777;-5.94534454587e-09;0.378329034076;-5.94534454587e-09	2.00704171234e-18;0.996775295864;2.00692418725e-18;0.996258913188;2.00692418725e-18	0.025;0.813;0.025;0.183;0.025	0.025;0.439;0.025;0.552;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	0	chr7	+	45039456-45077852;45039962-45077852;45066865-45077852;45067396-45077852;45069108-45077852	45039074-45039456;45039784-45039962;45066614-45066865;45067271-45067396;45069043-45069108;45077852-45078025	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/20_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CCM2
DNM2	ENSG00000079805	ENSG00000079805:10916592-10916643:source	0.662335484439;3.25990390697e-05;-0.666868424832	0.998382794489;2.95995276481e-05;0.99824833271	0.066;0.030;0.921	0.712;0.032;0.271	s|1e1.2o2|1e2.2o2|1e3.1o1	False	False	True	3	4	0	chr19	+	10916643-10919245;10916643-10922429;10916643-10922940	10916592-10916643;10919195-10919256;10919884-10922440;10922940-10923053	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/5_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DNM2
NAE1	ENSG00000159593	ENSG00000159593:66864750-66864900:target	1.29472885294e-06;0.28819782112;1.29472885294e-06;-0.234885811955;-2.97463463069e-05;1.29472885294e-06;-2.89427695266e-05	6.28469017979e-10;0.91515535416;6.28469017979e-10;0.757557127426;4.26986937201e-09;6.28469017979e-10;4.11519440946e-09	0.025;0.066;0.025;0.892;0.027;0.025;0.027	0.025;0.351;0.025;0.636;0.025;0.025;0.025	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	False	True	True	7	7	0	chr16	-	66862045-66864750;66861980-66864750;66861467-66864750;66860683-66864750;66860486-66864750;66857209-66864750;66855462-66864750	66855349-66855462;66857184-66857209;66860002-66860486;66860571-66860683;66861363-66861467;66861838-66862045;66861838-66862045;66864750-66864900	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/29_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NAE1
PHF20L1	ENSG00000129292	ENSG00000129292:133815786-133816277:target	-0.33861052788;0.33861052788	0.952562567563;0.952562567563	0.944;0.056	0.606;0.394	t|1e0|2e1.2o2|2e2.1o2	False	True	True	2	3	0	chr8	+	133811106-133816064;133811418-133816064	133811018-133811106;133811329-133812175;133815786-133816277	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/18_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PHF20L1
LZTR1	ENSG00000099949	ENSG00000099949:21348616-21349016:target	0.254823476464;4.00309170548e-05;-0.27707765042	0.681651739997;1.61700312211e-05;0.744633987397	0.583;0.028;0.404	0.914;0.032;0.070	t|1e0|2e0|3e1.1o2|4e0|5e1.1o2|6e0|i	True	True	False	2	2	1	chr22	+	21348558-21348847;21348558-21348963;21348615-21348616	21348393-21348589;21348393-21348589;21348590-21348615;21348616-21349016	;;;	;;;	(21348590, 21348615)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/8_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LZTR1
C14orf80	ENSG00000185347	ENSG00000185347:105963694-105963994:target	-0.0602954361437;0.299950033581;-0.0659623147118	0.0634420344192;0.864210045109;0.202565078777	0.156;0.594;0.250	0.030;0.917;0.069	t|1e1.4o4|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr14	+	105959071-105963694;105960270-105963694;105962423-105963694	105958916-105959071;105960172-105960270;105960491-105962423;105963694-105963994	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/41_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C14orf80
EPC1	ENSG00000120616	ENSG00000120616:32594700-32594859:source	0.576493056151;-0.576493056151	0.999746436268;0.999746436268	0.099;0.901	0.662;0.338	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	32594859-32667419;32594859-32635691	32594700-32594859;32635691-32636146;32667419-32667726	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/14_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EPC1
TRAFD1	ENSG00000135148	ENSG00000135148:112568274-112568373:target	1.57590271168e-05;0.224805855194;-0.235412478838	3.05518010729e-06;0.621769105038;0.652108225723	0.027;0.554;0.436	0.028;0.866;0.122	t|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr12	+	112563422-112568274;112563422-112568315;112563953-112568315	112563305-112563422;112563305-112563422;112563889-112563953;112568274-112568373	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/20_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRAFD1
CAMKK2	ENSG00000110931	ENSG00000110931:121687590-121687677:target	-0.383568077917;0.383568077917	0.897473168808;0.897473168808	0.547;0.453	0.143;0.857	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	121686537-121687590;121683043-121687590	121682943-121683043;121686409-121686537;121687590-121687677	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/12_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CAMKK2
MYO18A	ENSG00000196535	ENSG00000196535:27438740-27438881:target	0.228808404325;-0.228808404325	0.806650767509;0.806650767509	0.027;0.973	0.253;0.747	s|1e0|2e1.1o2|3e1.2o2	True	True	False	2	2	1	chr17	-	27438603-27438741;27438601-27438740	27438442-27438603;27438442-27438603;27438740-27438881	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/44_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MYO18A
BIN2	ENSG00000110934	ENSG00000110934:51696302-51696402:target	-0.231455776708;0.231455776708	0.717135389506;0.717135389506	0.330;0.670	0.065;0.935	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	51695899-51696302;51696301-51696302	51695804-51695899;51695900-51696301;51696302-51696402	;;	;;	(51695900, 51696301)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/12_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BIN2
CEBPZ	ENSG00000115816	ENSG00000115816:37428755-37429046:source	-0.271471265668;0.271471265668	0.845663480283;0.845663480283	0.712;0.288	0.433;0.567	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	37429046-37429927;37429046-37429047	37428755-37429046;37429047-37429926;37429927-37430008	;;	;;	(37429047, 37429926)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/13_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CEBPZ
CEBPZ	ENSG00000115816	ENSG00000115816:37430093-37430151:target	-0.276081532625;0.276081532625	0.850698711161;0.850698711161	0.726;0.274	0.440;0.560	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	37430008-37430093;37430092-37430093	37429927-37430008;37430009-37430092;37430093-37430151	;;	;;	(37430009, 37430092)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/13_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CEBPZ
UBAP2L	ENSG00000143569	ENSG00000143569:154234068-154234175:source	-0.237864223295;0.237864223295	0.805760079818;0.805760079818	0.705;0.295	0.465;0.535	s|1e1.1o1|1e2.2o2|2e0	True	False	True	2	3	0	chr1	+	154234173-154235579;154234173-154238977	154234068-154234175;154235579-154235981;154238928-154239044	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/24_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#UBAP2L
RPS9	ENSG00000170889	ENSG00000170889:54710421-54710715:target	0.392002503973;-0.000175175257778;-0.359172176853	0.993786796596;1.73189516766e-08;0.980170412569	0.285;0.036;0.679	0.668;0.025;0.328	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr19	+	54710330-54710421;54710330-54710480;54710420-54710421	54710144-54710330;54710144-54710330;54710331-54710420;54710421-54710715	;;;	;;;	(54710331, 54710420)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/35_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RPS9
BCOR	ENSG00000183337	ENSG00000183337:39923589-39923852:target	0.208508882042;-0.208508882042	0.705403229825;0.705403229825	0.041;0.959	0.255;0.745	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chrX	-	39923205-39923589;39923103-39923589	39922861-39923205;39922861-39923205;39923589-39923852	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/41_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BCOR
KLHL2	ENSG00000109466	ENSG00000109466:166159928-166160051:target	-0.242413813219;0.242413813219	0.801319920107;0.801319920107	0.286;0.714	0.031;0.969	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr4	+	166141211-166159930;166150065-166159930	166141086-166141211;166149959-166150065;166159928-166160051	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/11_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KLHL2
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:source	-0.232126611255;0.232126611255	0.76241592922;0.76241592922	0.804;0.196	0.572;0.428	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr16	+	31198157-31199646;31198566-31198567	31198123-31198566;31198567-31199472;31199473-31199678	;;	;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/6_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:target	-0.224574833706;4.20626837224e-10;0.223630600977	0.74114889856;1.88441579137e-18;0.737809181965	0.731;0.025;0.268	0.506;0.025;0.492	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	31196500-31198123;31196877-31198123;31198122-31198123	31196260-31196500;31196820-31196877;31196878-31198122;31198123-31198566	;;;	;;;	(31196878, 31198122)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/6_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31199473-31199678:target	2.87718713529e-07;-0.261208344503;0.261516967386	1.88527731105e-18;0.842745641848;0.849079861626	0.025;0.782;0.202	0.025;0.526;0.458	t|1e0|2e1.1o1|2e2.1o2|i	False	True	True	2	3	1	chr16	+	31196500-31199646;31198157-31199646;31199472-31199473	31196260-31196500;31198123-31198566;31198567-31199472;31199473-31199678	;;;	;;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/6_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FUS
RALGDS	ENSG00000160271	ENSG00000160271:135987429-135987539:source	9.34792659281e-05;-0.0485685355465;0.293378084616;-1.3338180851e-07;-0.154917833588	2.08689988008e-09;0.125586498556;0.911195303216;4.42193447539e-13;0.437382721938	0.025;0.353;0.417;0.025;0.225	0.031;0.206;0.711;0.025;0.050	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr9	-	135987539-136030565;135987539-136024350;135987539-136006339;135987539-136004526;135987539-135996359	135987429-135987539;135996359-135996563;136004526-136004788;136006339-136006504;136024350-136024721;136030565-136030699	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/29_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RALGDS
