#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CRBN	ENSG00000113851	ENSG00000113851:3195108-3195172:target	0.230607362299;-9.90280598543e-06;-0.234014903524	0.732460811176;1.49739215953e-06;0.742841094762	0.724;0.028;0.264	0.971;0.027;0.026	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	-	3194271-3195108;3192729-3195108;3195107-3195108	3190676-3192729;3194140-3194271;3194272-3195107;3195108-3195172	;;;	;;;	(3194272, 3195107)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/9_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CRBN
FNBP4	ENSG00000109920	ENSG00000109920:47752836-47753114:target	1.09404227027e-06;-0.00186049823109;-0.242505984865;0.322993050536	1.21872455437e-08;0.000165945260089;0.819626293265;0.967784562825	0.025;0.073;0.279;0.643	0.025;0.025;0.034;0.960	s|1e1.1o2|1e1.2o2|1e2.2o2|1e3.2o3|2e0	True	True	True	4	4	1	chr11	-	47751742-47752926;47751739-47752926;47747388-47752926;47746330-47752926	47746020-47746452;47747289-47748456;47751520-47751742;47751520-47751742;47752836-47753114	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FNBP4
FNBP4	ENSG00000109920	ENSG00000109920:47753669-47753949:source	0.247113695785;-0.247113695785	0.669769678196;0.669769678196	0.311;0.689	0.632;0.368	t|1e0|2e0|3e1.1o2|4e0|i	False	True	False	1	2	1	chr11	-	47753771-47754089;47753949-47753950	47753669-47753949;47753950-47754033;47754034-47754222	;;	;;	(47753950, 47754033)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FNBP4
RSRP1	ENSG00000117616	ENSG00000117616:25571490-25571792:target	2.53270504628e-09;-0.00312283463751;-0.00406722592207;0.208131838899;-0.0413532632695	1.82105632647e-18;0.000292917232885;2.42349580079e-06;0.714463405177;0.0889031505136	0.025;0.188;0.093;0.211;0.506	0.025;0.141;0.037;0.425;0.392	s|1e2.1o1|2e1.1o1|2e3.1o1|2e4.3o3|3e0|i	True	False	True	4	5	1	chr1	-	25570967-25571670;25570989-25571641;25570715-25571641;25570124-25571641;25571489-25571490	25570041-25570596;25570668-25570715;25570915-25570967;25570981-25570989;25570990-25571489;25571490-25571792	;;;;;	;;;;;	(25570990, 25571489)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/11_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RSRP1
GOSR1	ENSG00000108587	ENSG00000108587:28807874-28808360:source	0.24180732932;-1.08713382057e-06;-0.24089379318	0.737431850749;1.69923261182e-10;0.735218347859	0.394;0.025;0.601	0.672;0.025;0.324	s|1e2.1o1|2e1.1o1|2e2.1o1|3e0	True	True	True	3	3	0	chr17	+	28808275-28811232;28808281-28809918;28808281-28811232	28807874-28808360;28809918-28810074;28811232-28811319;28811232-28811319	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GOSR1
GOSR1	ENSG00000108587	ENSG00000108587:28811232-28811319:target	0.244853491261;-0.243908369806;-1.12219020839e-06	0.75298029333;0.750687420056;2.09343376896e-10	0.395;0.600;0.025	0.673;0.323;0.025	t|1e1.1o3|1e1.2o3|1e2.1o1	True	False	True	3	3	0	chr17	+	28808275-28811232;28808281-28811232;28810074-28811232	28807874-28808360;28807874-28808360;28809918-28810074;28811232-28811319	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GOSR1
IPO13	ENSG00000117408	ENSG00000117408:44423074-44423221:target	0.275129147052;-0.275129147052	0.843636352152;0.843636352152	0.590;0.410	0.882;0.118	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	44422987-44423074;44423073-44423074	44422781-44422987;44422988-44423073;44423074-44423221	;;	;;	(44422988, 44423073)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/10_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IPO13
CSNK1G3	ENSG00000151292	ENSG00000151292:122924119-122924205:source	-0.21286087804;0.21286087804	0.552291681816;0.552291681816	0.688;0.312	0.359;0.641	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr5	+	122924205-122926104;122924205-122926107	122924119-122924205;122926104-122926252;122926104-122926252	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/18_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CSNK1G3
CCDC28B	ENSG00000160050	ENSG00000160050:32669480-32669646:source	0.27517756383;5.75089793282e-05;-0.290474885862	0.895469239653;7.90903747973e-06;0.951403822052	0.678;0.025;0.318	0.962;0.030;0.030	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr1	+	32669646-32669787;32669646-32669834;32669646-32670199	32669480-32669646;32669787-32669980;32669787-32669980;32670199-32670221	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/20_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CCDC28B
WSB1	ENSG00000109046	ENSG00000109046:25634770-25635873:target	-0.460571979162;-3.98734410756e-07;0.46148865855	0.996833290445;7.16557365183e-07;0.995958934174	0.500;0.027;0.489	0.051;0.027;0.940	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr17	+	25633908-25634770;25633908-25635630;25634769-25634770	25633808-25633908;25633808-25633908;25633909-25634769;25634770-25635873	;;;	;;;	(25633909, 25634769)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#WSB1
TBCD	ENSG00000141556	ENSG00000141556:80847544-80847573:target	-0.294812076543;5.48695783287e-05;0.215423735146;0.000638398150751	0.974103332025;1.3095166919e-10;0.759887918701;2.56993181373e-07	0.961;0.025;0.035;0.025	0.673;0.029;0.248;0.050	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	True	False	True	4	4	1	chr17	+	80842078-80847544;80842560-80847544;80842812-80847544;80844160-80847544	80842021-80842560;80842021-80842560;80842677-80842812;80843960-80844160;80847544-80847573	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/16_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TBCD
NAB2	ENSG00000166886	ENSG00000166886:57488395-57489259:target	0.272685117152;-0.272685117152	0.774951713342;0.774951713342	0.182;0.818	0.494;0.506	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr12	+	57486978-57488395;57487381-57488395	57486846-57486978;57487190-57487381;57488395-57489259	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/23_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NAB2
AC138969.4	ENSG00000183889	ENSG00000183889:16418885-16419098:target	-0.247018135153;0.247018135153	0.769931957375;0.769931957375	0.952;0.048	0.675;0.325	t|1e1.2o2|i	False	False	False	1	2	1	chr16	+	16418791-16418885;16418884-16418885	16418512-16418791;16418792-16418884;16418885-16419098	;;	;;	(16418792, 16418884)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/27_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#AC138969.4
DEXI	ENSG00000182108	ENSG00000182108:11023074-11023416:source	-0.460769743759;0.00020090224442;0.44964162388	0.999919083866;6.21107399844e-09;0.999873425521	0.770;0.031;0.197	0.321;0.041;0.636	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	-	11023416-11035426;11023416-11027701;11023416-11023417	11023074-11023416;11023417-11027700;11027701-11027861;11035426-11036317	;;;	;;;	(11023417, 11027700)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/27_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DEXI
DEXI	ENSG00000182108	ENSG00000182108:11022748-11022931:source	-0.201133759518;0.201133759518	0.641739560059;0.641739560059	0.222;0.778	0.025;0.975	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	11022931-11023074;11022931-11022932	11022748-11022931;11022932-11023073;11023074-11023416	;;	;;	(11022932, 11023073)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/27_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DEXI
WAC-AS1	ENSG00000254635	ENSG00000254635:28811581-28813540:source	0.38505729661;-7.67107841085e-06;-0.414026317672;-7.67107841085e-06;0.000188917853133	0.973087259944;6.42749017835e-07;0.97844511846;6.42749017835e-07;7.79361300782e-06	0.050;0.026;0.932;0.026;0.026	0.431;0.026;0.524;0.026;0.039	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|2e3.1o2	True	True	True	5	4	1	chr10	-	28813540-28821371;28813540-28820664;28813540-28814877;28813540-28814818;28813503-28814877	28811581-28813540;28814818-28814937;28814818-28814937;28814818-28814937;28820664-28821283;28821371-28821672	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/33_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#WAC-AS1
USP21	ENSG00000143258	ENSG00000143258:161134625-161134732:source	0.206085358139;-0.000398677642973;5.26445868203e-07;-0.132989078041	0.696168180665;7.11559974517e-07;1.93252531899e-10;0.372249691058	0.732;0.046;0.025;0.217	0.950;0.025;0.025;0.043	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr1	+	161134732-161134819;161134732-161134823;161134732-161134861;161134732-161134733	161134625-161134732;161134733-161134818;161134819-161134933;161134819-161134933;161134819-161134933	;;;;	;;;;	(161134733, 161134818)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/16_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#USP21
PKD1P1	ENSG00000244257	ENSG00000244257:16418885-16419098:target	-0.247992088478;0.247992088478	0.774424476202;0.774424476202	0.952;0.048	0.675;0.325	t|1e1.2o2|i	False	False	False	1	2	1	chr16	+	16418791-16418885;16418884-16418885	16418512-16418791;16418792-16418884;16418885-16419098	;;	;;	(16418792, 16418884)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PKD1P1
PEX14	ENSG00000142655	ENSG00000142655:10596270-10596629:source	-0.102521459136;-0.000673895081592;0.251783391254;-0.000964564879361	0.184321359169;1.7113658738e-05;0.855744205821;3.36306905217e-05	0.168;0.056;0.713;0.062	0.026;0.026;0.968;0.026	s|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|3e0	True	False	True	4	5	1	chr1	+	10596354-10601109;10596354-10636835;10596354-10659295;10596354-10678389	10596270-10596629;10601109-10601119;10636835-10636845;10659295-10659423;10678389-10678474	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/16_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PEX14
DPP8	ENSG00000074603	ENSG00000074603:65748563-65748709:target	-0.12805944704;0.302567998002;-0.00830176230409	0.38435328702;0.77962712312;0.0164853288512	0.413;0.357;0.230	0.160;0.711;0.128	s|1e0|2e1.1o1|2e2.1o1|2e3.1o1	True	False	True	3	4	0	chr15	-	65748179-65748563;65746753-65748563;65744440-65748563	65744298-65744440;65746601-65746753;65748050-65748179;65748563-65748709	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/2_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DPP8
METTL6	ENSG00000206562	ENSG00000206562:15457279-15457449:target	-0.160609039368;0.265495891144;2.55031796215e-05;-0.00201801767766	0.499596815182;0.754692201742;1.67209662696e-06;7.78102375635e-05	0.369;0.553;0.025;0.074	0.114;0.867;0.027;0.027	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr3	-	15457090-15457279;15455669-15457279;15455452-15457279;15452944-15457279	15452524-15452944;15455178-15455452;15455528-15455669;15457005-15457090;15457279-15457449	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#METTL6
SYNGAP1	ENSG00000197283	ENSG00000197283:33419537-33421466:target	-0.0308222223069;-0.0700534689878;0.359318250037;0.000131128088638;-0.000353121238703	0.0702898201332;0.200563425492;0.904879360984;3.5284297058e-06;0.000121209423411	0.175;0.648;0.116;0.027;0.055	0.036;0.414;0.491;0.036;0.036	t|1e1.1o4|1e1.2o4|1e2.2o4|1e2.4o4|1e3.1o1	True	False	True	5	4	1	chr6	+	33415709-33419537;33415710-33419537;33416645-33419537;33416872-33419537;33419370-33419537	33415607-33415937;33415607-33415937;33416566-33416872;33416566-33416872;33419360-33419370;33419537-33421466	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SYNGAP1
FAM210A	ENSG00000177150	ENSG00000177150:13726328-13726662:target	-0.000174513815665;0.229978290586;-0.197534308301;0.000164657973069	4.20208494328e-06;0.74588313804;0.619674965741;3.10141411961e-06	0.038;0.045;0.918;0.026	0.026;0.299;0.662;0.037	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr18	-	13697673-13726328;13687881-13726328;13682104-13726328;13666712-13726328	13663346-13666712;13681604-13682104;13687742-13687881;13697546-13697673;13726328-13726662	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/26_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM210A
PEX2	ENSG00000164751	ENSG00000164751:77912202-77912503:target	0.392495086603;-0.27879093882;-0.00919575961375;7.99361718784e-07	0.969499746297;0.837349578293;0.00666409474016;7.4798727171e-08	0.499;0.372;0.124;0.026	0.887;0.075;0.036;0.026	s|1e1.1o1|1e2.2o2|1e3.1o2|2e2.1o2	True	True	True	4	4	0	chr8	-	77900574-77912226;77898532-77912226;77896431-77912226;77898541-77912202	77892494-77896431;77898423-77898541;77898423-77898541;77900128-77900574;77912202-77912503	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/22_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PEX2
MAGED2	ENSG00000102316	ENSG00000102316:54835736-54835809:target	0.283957519546;0.0670175381216;-0.229667199211;-0.0883765883545	0.873952766224;0.198436202719;0.737463409412;0.265251122528	0.068;0.114;0.315;0.503	0.360;0.301;0.059;0.279	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chrX	+	54834235-54835736;54834866-54835736;54835656-54835736;54835735-54835736	54834032-54834235;54834797-54834866;54835493-54835656;54835657-54835735;54835736-54835809	;;;;	;;;;	(54835657, 54835735)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/6_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MAGED2
BRF1	ENSG00000185024	ENSG00000185024:105707602-105708942:source	-1.65650882455e-05;-0.0250534419756;-1.65650882455e-05;-1.65650882455e-05;-0.00789667715839;0.249084439347	1.73210176986e-06;0.0710810510161;1.73210176986e-06;1.73210176986e-06;0.00991706017242;0.756325409961	0.027;0.800;0.027;0.027;0.123;0.058	0.025;0.636;0.025;0.025;0.025;0.350	t|1e0|2e1.1o1|2e2.2o2|2e3.1o1|2e4.1o1|2e5.1o1|2e6.1o1	False	True	True	6	7	0	chr14	-	105707751-105752633;105707751-105718844;105707751-105715486;105707751-105714412;105707751-105713625;105707751-105713408	105707602-105708942;105713408-105713530;105713625-105714231;105714412-105715248;105715486-105715741;105718844-105718916;105752633-105752713	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/27_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#BRF1
NAB1	ENSG00000138386	ENSG00000138386:191537827-191537878:source	-2.25107153114e-05;-0.208648986979;0.227625967168	3.11555050491e-06;0.674797572529;0.741344450404	0.029;0.966;0.029	0.027;0.722;0.269	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	0	chr2	+	191537878-191537932;191537878-191548464;191537878-191550202	191537827-191537878;191537932-191537937;191548464-191548553;191550202-191550364	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NAB1
TMEM219	ENSG00000149932	ENSG00000149932:29983363-29983461:target	-0.347163278884;0.347163278884	0.958970490984;0.958970490984	0.969;0.031	0.623;0.377	t|1e1.2o3|i	False	False	False	1	2	1	chr16	+	29982899-29983363;29983362-29983363	29982729-29983326;29983327-29983362;29983363-29983461	;;	;;	(29983327, 29983362)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/18_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMEM219
HHLA3	ENSG00000197568	ENSG00000197568:70833300-70833706:target	0.323064231267;-0.323064231267	0.902457888729;0.902457888729	0.570;0.430	0.901;0.099	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	+	70832220-70833300;70832667-70833300	70832127-70832220;70832616-70832667;70833300-70833706	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HHLA3
PIN1	ENSG00000127445	ENSG00000127445:9947499-9947556:target	0.251510434929;-0.251510434929	0.716104738105;0.716104738105	0.123;0.877	0.433;0.567	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	9946078-9947499;9947498-9947499	9945933-9946078;9947402-9947498;9947499-9947556	;;	;;	(9947402, 9947498)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/12_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PIN1
NCOA6	ENSG00000198646	ENSG00000198646:33324494-33324562:source	-0.00516534010288;0.218881152991;-0.00509682855323;-0.00427133885922	0.000985126472183;0.731649968487;0.000893434627412;0.00117612613968	0.091;0.713;0.092;0.104	0.026;0.954;0.026;0.038	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr20	-	33324562-33334611;33324562-33328167;33324562-33326663;33324562-33325141	33324494-33324562;33325141-33325151;33326663-33326736;33328167-33331145;33334611-33334732	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/30_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NCOA6
PFKFB3	ENSG00000170525	ENSG00000170525:6255586-6255711:target	-0.252208538369;-2.00478609249e-05;0.264365224029	0.795402677247;2.69531788848e-07;0.828749857859	0.343;0.027;0.648	0.082;0.025;0.917	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr10	+	6186976-6255586;6188459-6255586;6245299-6255586	6186881-6186976;6188279-6188459;6244829-6245299;6255586-6255711	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/24_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PFKFB3
EWSR1	ENSG00000182944	ENSG00000182944:29687918-29688158:target	-2.5677189861e-05;-0.204290826226;0.212796587442	3.85542782663e-10;0.673345601573;0.701941250977	0.029;0.341;0.633	0.027;0.118;0.863	t|1e0|2e1.2o2|2e2.1o1|3e0|i	False	True	True	2	3	1	chr22	+	29683123-29688126;29687588-29688126;29687917-29687918	29682912-29683123;29687551-29687588;29687589-29687917;29687918-29688158	;;;	;;;	(29687589, 29687917)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/27_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#EWSR1
IL15RA	ENSG00000134470	ENSG00000134470:5994334-5995169:source	-0.206806184775;0.206806184775	0.619908139816;0.619908139816	0.762;0.238	0.486;0.514	t|1e1.1o2|i	False	False	False	1	2	1	chr10	-	5995169-5998342;5995169-5995170	5994334-5995169;5995170-5995222;5998341-5998417	;;	;;	(5995170, 5995222)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/13_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IL15RA
SRA1	ENSG00000213523	ENSG00000213523:139936732-139936917:source	2.26801723002e-05;-0.375136985395;0.368094061096	1.50666583433e-06;0.896907742858;0.885955494283	0.026;0.657;0.334	0.028;0.263;0.725	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr5	-	139936917-139937013;139936857-139937013;139936917-139936918	139936732-139936917;139936918-139937012;139937013-139937895;139937013-139937895	;;;	;;;	(139936918, 139937012)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SRA1
PAXBP1	ENSG00000159086	ENSG00000159086:34127524-34127664:source	0.28272261898;-0.28272261898	0.779783703985;0.779783703985	0.515;0.485	0.842;0.158	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr21	-	34127664-34131391;34127664-34127665	34127524-34127664;34127665-34128652;34131391-34131580	;;	;;	(34127665, 34128652)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/20_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PAXBP1
LINC00152	ENSG00000222041	ENSG00000222041:87769469-87769612:source	0.23923115104;-0.0258358522757;-0.00902825289892	0.850207738159;0.0705520559606;0.0192423738506	0.035;0.586;0.382	0.274;0.443;0.284	s|1e1.1o1|2e2.1o1|i	True	False	True	2	3	1	chr2	+	87769561-87769669;87769612-87820726;87769612-87769613	87769469-87769612;87769613-87769668;87769669-87769823;87820726-87821037	;;;	;;;	(87769613, 87769668)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#LINC00152
SMAP1	ENSG00000112305	ENSG00000112305:71482362-71483137:source	0.398155727985;-0.398155727985	0.973252627616;0.973252627616	0.052;0.948	0.446;0.554	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr6	+	71483128-71501392;71483128-71508360	71482362-71483137;71501392-71501472;71508360-71508440	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/9_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SMAP1
ZNF107	ENSG00000196247	ENSG00000196247:64126511-64126663:source	-2.13741348711e-05;-0.484969927709;0.491218963588	2.20110929974e-05;0.952733428195;0.962676495893	0.031;0.895;0.089	0.030;0.405;0.581	s|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1	chr7	+	64126663-64129415;64126663-64139555;64126663-64151626	64126511-64126663;64129415-64129556;64139551-64139714;64151626-64151752	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/28_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZNF107
HSD17B8	ENSG00000204228	ENSG00000204228:33173417-33173502:source	0.289161229319;-0.289161229319	0.901718119929;0.901718119929	0.656;0.344	0.951;0.049	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	33173502-33173605;33173502-33173503	33173417-33173502;33173503-33173604;33173605-33173689	;;	;;	(33173503, 33173604)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/30_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HSD17B8
SNHG1	ENSG00000255717	ENSG00000255717:62621840-62622023:source	-0.126795762169;0.209272591485;-0.0261403405154	0.261437676289;0.672001601687;0.0634793545472	0.183;0.450;0.367	0.034;0.687;0.279	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	-	62622023-62622605;62622023-62622360;62622023-62622024	62621840-62622023;62622024-62622092;62622360-62622410;62622605-62622708	;;;	;;;	(62622024, 62622092)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/33_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SNHG1
CHKB-CPT1B	ENSG00000254413	ENSG00000254413:51019849-51019982:source	-0.216524739582;0.216524739582	0.718497360035;0.718497360035	0.733;0.267	0.496;0.504	t|1e1.1o1|i	False	False	False	1	2	1	chr22	-	51019982-51020178;51019982-51019983	51019849-51019982;51019983-51020177;51020178-51021394	;;	;;	(51019983, 51020177)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/33_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CHKB-CPT1B
ABHD14A	ENSG00000248487	ENSG00000248487:52011887-52012098:target	-6.70084434992e-06;0.245606547876;-0.237660764827	1.36362942971e-06;0.791824791442;0.760857676399	0.027;0.027;0.968	0.027;0.278;0.712	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr3	+	52005833-52011887;52007921-52011887;52009220-52011887	52005442-52005833;52007700-52007921;52009084-52009220;52011887-52012098	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ABHD14A
NUCB2	ENSG00000070081	ENSG00000070081:17304336-17304490:target	-4.84675280932e-08;-4.84675280932e-08;-4.84675280932e-08;0.222691330736;-0.253995732363;0.00199110634213;1.81733992032e-05;0.0011729715536;-0.00292269428715;-4.84675280932e-08	1.37712138661e-12;1.37712138661e-12;1.37712138661e-12;0.750947752394;0.781787360256;0.000219973916884;3.38055078552e-10;7.16520684376e-05;0.000435176273539;1.37712138661e-12	0.025;0.025;0.025;0.099;0.651;0.065;0.025;0.066;0.112;0.025	0.025;0.025;0.025;0.333;0.374;0.114;0.027;0.102;0.054;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o2|1e6.2o2|1e7.1o1	True	False	True	10	8	1	chr11	+	17229973-17304336;17290878-17304336;17297750-17304336;17298026-17304336;17298375-17304336;17298395-17304336;17298399-17304336;17298642-17304336;17298844-17304336;17300084-17304336	17229700-17229973;17290732-17290878;17297555-17298026;17297555-17298026;17298278-17298375;17298378-17298399;17298378-17298399;17298531-17298844;17298531-17298844;17299909-17300084;17304336-17304490	;;;;;;;;;;	;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/2_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NUCB2
CCM2	ENSG00000136280	ENSG00000136280:45077852-45078025:target	-1.49890226017e-06;0.264904282985;-7.97330009072e-09;-0.253031212111;-7.97330009072e-09	4.80335511045e-15;0.878304500135;8.13934753332e-18;0.848453224609;8.13934753332e-18	0.025;0.549;0.025;0.437;0.025	0.025;0.812;0.025;0.184;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	0	chr7	+	45039456-45077852;45039962-45077852;45066865-45077852;45067396-45077852;45069108-45077852	45039074-45039456;45039784-45039962;45066614-45066865;45067271-45067396;45069043-45069108;45077852-45078025	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/13_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CCM2
