#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_e_A E(PSI)	Th17_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
VPS29	ENSG00000111237	ENSG00000111237:110933817-110934022:source	-0.000947755845648;-0.00169483080426;-0.132281144957;-0.00084512801721;9.74563355998e-06;0.254099036376	0.000656154573802;0.000102965447529;0.414906711962;8.27300228971e-05;2.36130541806e-07;0.70698981924	0.113;0.067;0.253;0.065;0.025;0.497	0.092;0.026;0.045;0.044;0.026;0.815	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o2|2e4.1o2|i	True	True	True	5	5	1	chr12	-	110934008-110939854;110934008-110937340;110934008-110937262;110934008-110936625;110934008-110934628;110934022-110934023	110933817-110934022;110934023-110934102;110934103-110934807;110936601-110936664;110937262-110937351;110937262-110937351;110939854-110939922	;;;;;;	;;;;;;	(110934023, 110934102)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/14_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#VPS29
EIF4G2	ENSG00000110321	ENSG00000110321:10830252-10830290:target	1.52362831424e-08;-0.217511947275;0.000135840961825;1.526818662e-08;0.206762576216	4.9955634032e-18;0.75706459101;1.99660642805e-11;4.99556334808e-18;0.72535503292	0.025;0.950;0.025;0.025;0.025	0.025;0.738;0.031;0.025;0.227	s|1e1.2o3|1e2.2o4|1e2.4o4|1e3.1o1|i	False	True	True	4	4	1	chr11	-	10830055-10830252;10828928-10830252;10828866-10830252;10828432-10830252;10830251-10830252	10828050-10828432;10828621-10829009;10828621-10829009;10829721-10830177;10830178-10830251;10830252-10830290	;;;;;	;;;;;	(10830178, 10830251)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/14_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#EIF4G2
EIF4G2	ENSG00000110321	ENSG00000110321:10829721-10830177:target	-0.808839223688;3.74824296702e-05;3.74824296702e-05;0.798164098847	0.99999980479;5.46918319381e-06;5.46918319381e-06;0.999999819764	0.944;0.026;0.026;0.043	0.155;0.029;0.029;0.822	s|1e1.2o4|1e2.1o1|2e1.2o4|i	True	True	True	3	3	1	chr11	-	10828928-10829824;10828432-10829824;10828928-10829721;10829720-10829721	10828050-10828432;10828621-10829009;10828621-10829009;10829632-10829720;10829721-10830177	;;;;	;;;;	(10829632, 10829720)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/14_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#EIF4G2
TSPYL2	ENSG00000184205	ENSG00000184205:53114136-53114281:target	-0.299789606904;0.299789606904	0.894130173884;0.894130173884	0.958;0.042	0.653;0.347	t|1e1.1o1|i	False	False	False	1	2	1	chrX	+	53114048-53114136;53114135-53114136	53113881-53114048;53114049-53114135;53114136-53114281	;;	;;	(53114049, 53114135)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/42_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TSPYL2
ARAP1	ENSG00000186635	ENSG00000186635:72423483-72424196:source	6.92328313998e-06;-0.207111352925;0.204683750241	7.94775969029e-10;0.678546682935;0.668834376296	0.025;0.948;0.049	0.025;0.733;0.261	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr11	-	72423613-72425197;72423613-72424221;72424196-72424197	72423483-72424196;72424197-72424220;72424221-72424288;72425197-72425366	;;;	;;;	(72424197, 72424220)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/42_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ARAP1
ARAP1	ENSG00000186635	ENSG00000186635:72425197-72425366:source	-0.264075818104;0.200015323921;0.000283517740819	0.803729444338;0.622596571502;2.27368339261e-06	0.468;0.528;0.025	0.179;0.787;0.037	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr11	-	72425366-72437665;72425366-72432895;72425366-72428514	72425197-72425366;72428514-72428707;72432895-72433403;72437665-72438217	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/42_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ARAP1
IP6K2	ENSG00000068745	ENSG00000068745:48730387-48730612:source	-0.207245540531;-8.34588429008e-06;0.226586434057	0.664362347796;4.20105266878e-10;0.728326385464	0.825;0.026;0.160	0.585;0.025;0.410	t|1e1.4o5|1e2.1o1|i	False	False	True	2	3	1	chr3	-	48730612-48732523;48730612-48730703;48730612-48730613	48730387-48730612;48730613-48730702;48730703-48730771;48732305-48732854	;;;	;;;	(48730613, 48730702)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#IP6K2
IP6K2	ENSG00000068745	ENSG00000068745:48754491-48754920:target	5.65225752956e-06;0.00112852032125;5.65225752956e-06;5.65225752956e-06;5.65225752956e-06;0.376332121154;-0.495788968079;5.65225752956e-06	4.78779210442e-06;0.000492862268997;4.78779210442e-06;4.78779210442e-06;4.78779210442e-06;0.806788519208;0.954828639723;4.78779210442e-06	0.026;0.026;0.026;0.026;0.026;0.319;0.649;0.026	0.027;0.068;0.027;0.027;0.027;0.755;0.148;0.027	s|1e1.1o1|1e2.2o3|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e6.2o2|2e6.1o2	True	True	True	8	7	0	chr3	-	48753910-48754590;48752960-48754590;48748892-48754590;48745670-48754590;48737221-48754590;48732854-48754590;48732851-48754590;48732854-48754491	48732305-48732854;48732305-48732854;48732305-48732854;48736795-48737221;48745553-48745670;48748800-48748892;48752748-48752962;48753865-48753910;48754491-48754920	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#IP6K2
IP6K2	ENSG00000068745	ENSG00000068745:48732305-48732854:source	0.307425616403;6.02979954822e-06;0.000511433740688;-0.000199597513586;-0.000198992609627;0.000738808364536;-0.128091760321;0.000611684734388;-0.00357545615309;6.02979954822e-06;-0.0127032175625;6.02979954822e-06	0.80612989535;1.77315609781e-07;4.49514639071e-05;1.69744591409e-06;1.71932880117e-06;8.79807973433e-05;0.394715771025;0.000692664968289;0.00624193426542;1.77315609781e-07;0.00588857708336;1.77315609781e-07	0.167;0.025;0.025;0.034;0.034;0.025;0.340;0.084;0.230;0.025;0.111;0.025	0.515;0.026;0.047;0.026;0.026;0.053;0.101;0.101;0.171;0.026;0.026;0.026	t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|2e1.1o2|2e2.1o2|2e2.2o2|2e3.1o1|2e4.1o1|2e5.1o1	True	True	True	12	6	0	chr3	-	48732854-48754590;48732854-48754491;48732854-48752822;48732854-48752748;48732854-48748800;48732854-48745553;48732851-48754590;48732851-48752822;48732851-48752748;48732851-48748800;48732851-48745553;48732851-48732992	48732305-48732854;48732992-48733021;48745553-48745670;48745553-48745670;48748800-48748892;48748800-48748892;48752748-48752962;48752748-48752962;48752748-48752962;48752748-48752962;48754491-48754920;48754491-48754920;48754491-48754920	;;;;;;;;;;;;	;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#IP6K2
IFT52	ENSG00000101052	ENSG00000101052:42219571-42219694:source	-0.264643212499;0.264643212499	0.771480624184;0.771480624184	0.365;0.635	0.062;0.938	s|1e1.1o2|2e1.1o2	True	True	False	2	2	0	chr20	+	42219669-42223333;42219694-42223333	42219571-42219694;42223333-42223457;42223333-42223457	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/10_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#IFT52
STAG2	ENSG00000101972	ENSG00000101972:123094369-123094792:source	-3.52100143858e-05;0.233964900953;-0.207952440528;-3.52100143858e-05	2.3250405517e-06;0.664533389849;0.592277798841;2.3250405517e-06	0.028;0.119;0.861;0.028	0.026;0.426;0.563;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|2e3.1o1	True	True	True	4	4	0	chrX	+	123094716-123137317;123094716-123155217;123094716-123156381;123094792-123156381	123094369-123094792;123137317-123137597;123155217-123155281;123156381-123156521;123156381-123156521	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/11_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#STAG2
RPS4X	ENSG00000198034	ENSG00000198034:71494105-71494285:source	-0.425813997806;0.425813997806	0.992750279307;0.992750279307	0.451;0.549	0.035;0.965	t|1e1.1o1|i	False	False	False	1	2	1	chrX	-	71494285-71494903;71494285-71494286	71494105-71494285;71494286-71494902;71494903-71495000	;;	;;	(71494286, 71494902)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/44_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RPS4X
NFKBIA	ENSG00000100906	ENSG00000100906:35872221-35872636:source	9.3699635346e-09;-0.29196340037;0.2916822239	2.42954058985e-18;0.976763578843;0.977140663174	0.025;0.914;0.084	0.025;0.630;0.368	t|1e0|2e1.1o1|2e2.2o3|3e0|i	False	True	True	2	3	1	chr14	-	35872566-35873624;35872566-35872896;35872636-35872637	35872221-35872636;35872637-35872737;35872738-35873346;35873624-35873643	;;;	;;;	(35872637, 35872737)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/10_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#NFKBIA
NFKBIA	ENSG00000100906	ENSG00000100906:35872738-35873346:target	-0.201629239781;0.201629239781	0.665879351346;0.665879351346	0.934;0.066	0.734;0.266	s|1e0|2e1.2o3|3e0|i	True	False	False	1	2	1	chr14	-	35872566-35872896;35872737-35872738	35872221-35872636;35872637-35872737;35872738-35873346	;;	;;	(35872637, 35872737)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/10_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#NFKBIA
GAS5	ENSG00000234741	ENSG00000234741:173835899-173835934:target	0.000164115392416;-0.258989392708;0.230931732628	1.71278598827e-07;0.87090334111;0.771792846793	0.025;0.971;0.028	0.032;0.717;0.255	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr1	-	173835719-173835899;173835705-173835899;173835898-173835899	173835666-173835719;173835666-173835719;173835854-173835898;173835899-173835934	;;;	;;;	(173835854, 173835898)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/48_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GAS5
SNHG1	ENSG00000255717	ENSG00000255717:62622896-62622960:target	-0.583261722282;-8.48844991091e-06;0.584403461922	0.999950788801;7.41150671607e-08;0.999957356448	0.850;0.026;0.142	0.281;0.026;0.712	s|1e1.2o4|1e1.3o4|i	False	True	False	2	2	1	chr11	-	62622688-62622896;62622680-62622896;62622895-62622896	62622605-62622708;62622605-62622708;62622839-62622895;62622896-62622960	;;;	;;;	(62622839, 62622895)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/50_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SNHG1
SNHG1	ENSG00000255717	ENSG00000255717:62622605-62622708:source	-5.97979623543e-06;-0.620031347845;-5.97979623543e-06;0.621920584282	4.2851618197e-08;0.999990918853;4.2851618197e-08;0.999993039011	0.026;0.879;0.026;0.109	0.025;0.275;0.025;0.715	t|1e0|2e1.1o1|2e2.1o1|3e2.1o1|4e0|i	True	True	True	3	3	1	chr11	-	62622688-62623337;62622688-62622896;62622680-62622896;62622708-62622709	62622605-62622708;62622709-62622763;62622896-62622960;62622896-62622960;62623337-62623386	;;;;	;;;;	(62622709, 62622763)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/50_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SNHG1
SNHG1	ENSG00000255717	ENSG00000255717:62621840-62622023:target	-0.283641839957;0.000343649591441;0.241421310271	0.87266317251;3.82507088719e-06;0.771185447234	0.937;0.026;0.056	0.648;0.040;0.315	s|1e1.1o2|1e2.2o2|2e0|3e0|i	True	False	True	2	3	1	chr11	-	62621536-62621991;62621305-62621991;62621839-62621840	62621273-62621321;62621490-62621536;62621815-62621839;62621840-62622023	;;;	;;;	(62621815, 62621839)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/50_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SNHG1
ALG8	ENSG00000159063	ENSG00000159063:77838404-77838485:source	4.19631161214e-07;4.19631161214e-07;-0.246160144504;0.248631858858;4.19631161214e-07;4.19631161214e-07	1.97674715827e-07;1.97674715827e-07;0.788278843709;0.805068946225;1.97674715827e-07;1.97674715827e-07	0.026;0.026;0.968;0.026;0.026;0.026	0.026;0.026;0.710;0.272;0.026;0.026	t|1e1.2o2|2e0|2e1.1o2|2e1.2o2|2e2.1o1|2e3.1o1|2e4.2o2	True	True	True	6	5	1	chr11	-	77838485-77850540;77838482-77850575;77838482-77850540;77838482-77849756;77838482-77848288;77838482-77846276	77838404-77838485;77846276-77846393;77848288-77848691;77849756-77850304;77850540-77850706;77850540-77850706;77850540-77850706	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/31_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ALG8
ZSWIM8	ENSG00000214655	ENSG00000214655:75556871-75557029:target	-0.250273849587;0.250273849587	0.717186205594;0.717186205594	0.904;0.096	0.605;0.395	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	75556772-75556871;75556870-75556871	75556511-75556772;75556773-75556870;75556871-75557029	;;	;;	(75556773, 75556870)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/47_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ZSWIM8
ABR	ENSG00000159842	ENSG00000159842:1003877-1003975:source	-0.106945770871;4.41375459682e-06;0.230432355885;-0.0023384939501	0.33016593505;3.2080287431e-08;0.703357468679;0.000140110801873	0.336;0.025;0.588;0.071	0.123;0.026;0.866;0.026	t|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2	True	False	True	4	4	1	chr17	-	1003975-1028518;1003975-1018516;1003975-1012174;1003975-1012119	1003877-1003975;1012119-1012340;1012119-1012340;1018516-1018676;1028518-1029090	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/31_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ABR
SAT1	ENSG00000130066	ENSG00000130066:23801290-23801534:source	-0.219402904543;0.219402904543	0.808476756695;0.808476756695	0.975;0.025	0.761;0.239	s|1e1.2o2|i	False	False	False	1	2	1	chrX	+	23801534-23801775;23801534-23801535	23801290-23801534;23801535-23801624;23801625-23801826	;;	;;	(23801535, 23801624)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/19_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SAT1
POLB	ENSG00000070501	ENSG00000070501:42202471-42202537:target	-0.274218509993;0.274218509993	0.743100950886;0.743100950886	0.546;0.454	0.216;0.784	t|1e1.2o2|1e2.1o2|2e0	False	True	True	2	3	0	chr8	+	42196203-42202471;42196587-42202471	42195972-42196203;42196530-42196898;42202471-42202537	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#POLB
POLB	ENSG00000070501	ENSG00000070501:42195972-42196203:source	4.14907518147e-05;0.403686992597;-0.411351299524	7.48270124613e-07;0.973920655663;0.97977227422	0.025;0.428;0.568	0.027;0.827;0.163	s|1e2.1o1|2e1.1o1|2e3.1o2	True	False	True	3	4	0	chr8	+	42196146-42197211;42196203-42196530;42196203-42202471	42195972-42196203;42196530-42196898;42197211-42197665;42202471-42202537	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#POLB
BRD8	ENSG00000112983	ENSG00000112983:137503332-137503767:source	-0.207181672368;0.207181672368	0.70322098062;0.70322098062	0.250;0.750	0.030;0.970	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr5	-	137503767-137504911;137503767-137504159	137503332-137503767;137504159-137504377;137504911-137505047	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/15_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#BRD8
PLK3	ENSG00000173846	ENSG00000173846:45270011-45270173:target	-0.207865355689;0.207865355689	0.644756855138;0.644756855138	0.973;0.027	0.749;0.251	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	45269918-45270011;45270010-45270011	45269835-45269918;45269919-45270010;45270011-45270173	;;	;;	(45269919, 45270010)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/39_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#PLK3
ZNF512	ENSG00000243943	ENSG00000243943:27824223-27824309:target	0.218390458076;-0.218390458076	0.726094364681;0.726094364681	0.039;0.961	0.276;0.724	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr2	+	27822920-27824223;27823682-27824223	27822837-27822920;27823558-27823682;27824223-27824309	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/49_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ZNF512
ZNF512	ENSG00000243943	ENSG00000243943:27822837-27822920:source	-0.201108925204;0.201108925204	0.661803758323;0.661803758323	0.961;0.039	0.736;0.264	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	27822920-27823558;27822920-27824223	27822837-27822920;27823558-27823682;27824223-27824309	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/49_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ZNF512
PCNX	ENSG00000100731	ENSG00000100731:71476351-71476585:target	0.588488139345;2.66987972262e-05;-0.590909885517	0.996703589557;1.44527597065e-05;0.997575296595	0.331;0.029;0.656	0.906;0.031;0.079	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr14	+	71445365-71476351;71462560-71476351;71462642-71476351	71445095-71445365;71462458-71462642;71462458-71462642;71476351-71476585	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/10_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#PCNX
GADD45B	ENSG00000099860	ENSG00000099860:2477486-2478257:target	-0.519546935163;0.519546935163	0.999982498157;0.999982498157	0.956;0.044	0.450;0.550	t|1e1.2o3|i	False	False	False	1	2	1	chr19	+	2477249-2477486;2477485-2477486	2477027-2477434;2477435-2477485;2477486-2478257	;;	;;	(2477435, 2477485)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/8_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GADD45B
GADD45B	ENSG00000099860	ENSG00000099860:2477027-2477434:source	-0.523724994326;0.523724994326	0.999986613491;0.999986613491	0.954;0.046	0.444;0.556	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr19	+	2477249-2477486;2477434-2477435	2477027-2477434;2477435-2477485;2477486-2478257	;;	;;	(2477435, 2477485)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/8_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GADD45B
GADD45B	ENSG00000099860	ENSG00000099860:2476527-2476636:target	-0.403360533175;-5.84038251998e-06;0.401988094213	0.999606253313;1.39738909649e-09;0.999721418575	0.967;0.025;0.030	0.573;0.025;0.422	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr19	+	2476400-2476527;2476429-2476527;2476526-2476527	2476120-2476429;2476120-2476429;2476430-2476526;2476527-2476636	;;;	;;;	(2476430, 2476526)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/8_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GADD45B
GADD45B	ENSG00000099860	ENSG00000099860:2476120-2476429:source	-0.306834038447;-2.82636836015e-06;0.307988162462	0.956190188;1.14677974436e-09;0.960236604852	0.938;0.025;0.056	0.637;0.025;0.358	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr19	+	2476400-2476527;2476429-2476527;2476429-2476430	2476120-2476429;2476430-2476526;2476527-2476636;2476527-2476636	;;;	;;;	(2476430, 2476526)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/8_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GADD45B
MARCH2	ENSG00000099785	ENSG00000099785:8486673-8486900:target	-0.337784869168;0.337784869168	0.913017784119;0.913017784119	0.468;0.532	0.120;0.880	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	+	8478304-8486673;8483691-8486673	8478154-8478304;8483289-8483691;8486673-8486900	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/8_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#MARCH2
EIF2S3	ENSG00000130741	ENSG00000130741:24094839-24096088:target	9.00291424394e-06;5.88855901182e-06;0.255930678073;7.90518927278e-08;7.90518927278e-08;-5.97813451098e-05;7.90518927278e-08;7.90518927278e-08;-0.243971306352	4.87537232433e-12;4.72982044227e-12;0.830721519219;1.16354390842e-14;1.16354390842e-14;6.33679950122e-12;1.16354390842e-14;1.16354390842e-14;0.804145510448	0.025;0.025;0.470;0.025;0.025;0.028;0.025;0.025;0.491	0.025;0.025;0.734;0.025;0.025;0.025;0.025;0.025;0.237	t|1e0|1e1.1o1|1e2.1o4|1e2.2o4|1e3.3o3|2e2.3o4|3e3.1o3|4e3.2o3|5e4.2o3|i	True	True	True	8	5	1	chrX	+	24089844-24094839;24091333-24094839;24091380-24094839;24094757-24094839;24091528-24095461;24094365-24095466;24094372-24095468;24095547-24095626;24094838-24094839	24089675-24089844;24091208-24091645;24091208-24091645;24091208-24091645;24094317-24094757;24094317-24094757;24094317-24094757;24094758-24094838;24094839-24096088	;;;;;;;;	;;;;;;;;	(24094758, 24094838)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/20_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#EIF2S3
SLC25A23	ENSG00000125648	ENSG00000125648:6453992-6454099:target	0.259682099727;-0.259682099727	0.800718331724;0.800718331724	0.672;0.328	0.953;0.047	s|1e1.2o3|1e2.1o2	False	False	True	2	3	0	chr19	-	6452490-6453992;6444312-6453992	6444162-6444312;6452323-6452612;6453992-6454099	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/18_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SLC25A23
ZDHHC17	ENSG00000186908	ENSG00000186908:77216186-77216311:target	-0.347272422137;0.347272422137	0.968277592652;0.968277592652	0.943;0.057	0.600;0.400	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr12	+	77209799-77216186;77214947-77216186	77209637-77209799;77214838-77214947;77216186-77216311	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/42_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ZDHHC17
LPAR2	ENSG00000064547	ENSG00000064547:19738901-19739048:target	-0.17818844437;-0.000219399149471;-0.000228585798945;0.247219283314	0.560996925725;6.67861081958e-06;6.8847429866e-06;0.720145071188	0.319;0.037;0.037;0.615	0.062;0.028;0.028;0.919	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	False	True	True	4	4	0	chr19	-	19738778-19738901;19738313-19738901;19738155-19738901;19738093-19738901	19737352-19738155;19737352-19738155;19738206-19738313;19738657-19738778;19738901-19739048	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/3_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#LPAR2
LPAR2	ENSG00000064547	ENSG00000064547:19737352-19738155:source	-1.21132758323e-05;2.28705134777e-05;0.374466985202;-0.00966087258099;-0.261059088949	3.53928920982e-07;3.52702944945e-07;0.931711297783;0.0208338026772;0.878767003316	0.027;0.025;0.320;0.346;0.315	0.026;0.026;0.700;0.243;0.046	t|1e2.1o1|2e0|2e1.1o1|2e2.1o1|2e3.1o1|i	True	True	True	4	4	1	chr19	-	19738155-19738901;19738093-19739237;19738093-19738901;19738093-19738206;19738155-19738156	19737352-19738155;19738156-19738205;19738206-19738313;19738901-19739048;19738901-19739048;19739237-19739739	;;;;;	;;;;;	(19738156, 19738205)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/3_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#LPAR2
ATXN7L3	ENSG00000087152	ENSG00000087152:42275388-42275747:source	-0.471158538148;0.000367717558414;-0.00483887133975;2.8150000216e-05;0.533877002704	0.993299162223;0.000215121304135;1.84269235926e-05;2.74841911821e-06;0.99840713873	0.601;0.045;0.076;0.026;0.262	0.141;0.061;0.028;0.028;0.783	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|3e0|i	False	True	True	4	5	1	chr17	-	42275498-42276864;42275498-42276432;42275498-42275921;42275498-42275789;42275747-42275748	42275388-42275747;42275748-42275788;42275789-42275879;42275921-42275931;42276432-42276574;42276864-42277220	;;;;;	;;;;;	(42275748, 42275788)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/6_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ATXN7L3
ATP6V1G2-DDX39B	ENSG00000254870	ENSG00000254870:31500557-31500688:source	0.321329867147;-0.321329867147	0.972801692126;0.972801692126	0.542;0.458	0.855;0.145	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31500688-31503144;31500688-31500689	31500557-31500688;31500689-31503143;31503144-31503262	;;	;;	(31500689, 31503143)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/50_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ATP6V1G2-DDX39B
CHTOP	ENSG00000160679	ENSG00000160679:153609048-153609129:source	-0.321417379067;0.321417379067	0.949798785863;0.949798785863	0.841;0.159	0.524;0.476	s|1e1.2o3|i	False	False	False	1	2	1	chr1	+	153609129-153610771;153609129-153609130	153609048-153609129;153609130-153610559;153610560-153610924	;;	;;	(153609130, 153610559)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/32_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CHTOP
SRRM2	ENSG00000167978	ENSG00000167978:2807473-2807580:target	-0.180805759409;-0.000126855928467;0.213294374946	0.520935082449;9.93278133313e-11;0.795756130424	0.207;0.030;0.761	0.028;0.025;0.970	t|1e1.1o2|1e1.2o2|1e2.1o1|2e0	True	True	True	3	3	0	chr16	+	2802847-2807473;2802855-2807473;2806607-2807473	2802330-2802855;2802330-2802855;2806335-2806607;2807473-2807580	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/35_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SRRM2
