#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th1_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
THEM4	ENSG00000159445	ENSG00000159445:151881836-151882284:target	-0.250783777813;0.250783777813	0.789180320927;0.789180320927	0.362;0.638	0.087;0.913	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr1	-	151879882-151881836;151867670-151881836	151867306-151867670;151879797-151879882;151881836-151882284	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/38_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#THEM4
KIF13B	ENSG00000197892	ENSG00000197892:28950262-28950395:target	-0.442204982496;0.442204982496	0.993733980606;0.993733980606	0.944;0.056	0.512;0.488	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	-	28932860-28950262;28929833-28950262	28929137-28929833;28932798-28932860;28950262-28950395	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/52_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#KIF13B
MED12	ENSG00000184634	ENSG00000184634:70357576-70357630:source	0.213983880524;-0.213983880524	0.712194051293;0.712194051293	0.065;0.935	0.296;0.704	s|1e1.1o1|i	False	False	False	1	2	1	chrX	+	70357630-70357706;70357630-70357631	70357576-70357630;70357631-70357705;70357706-70357793	;;	;;	(70357631, 70357705)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/49_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#MED12
CHFR	ENSG00000072609	ENSG00000072609:133446202-133446276:target	-0.000271408581218;0.231084448621;-0.146469068271	4.097255397e-06;0.795098908872;0.468017521719	0.041;0.035;0.930	0.025;0.271;0.724	s|1e0|2e2.3o3|3e1.1o1|3e2.2o3|4e0	True	True	True	3	3	1	chr12	-	133438153-133446210;133439011-133446205;133438220-133446205	133438051-133438490;133438051-133438490;133438919-133439011;133446202-133446276	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/6_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CHFR
CNPY3	ENSG00000137161	ENSG00000137161:42903150-42903211:source	-0.236396535691;0.236396535691	0.703897584069;0.703897584069	0.913;0.087	0.626;0.374	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	42903211-42903312;42903211-42903212	42903150-42903211;42903212-42903311;42903312-42903408	;;	;;	(42903212, 42903311)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/28_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CNPY3
CNPY3	ENSG00000137161	ENSG00000137161:42903150-42903211:target	-0.485171015025;0.485171015025	0.999769435161;0.999769435161	0.504;0.496	0.031;0.969	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr6	+	42897459-42903150;42902336-42903150	42896938-42897459;42902213-42902336;42903150-42903211	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/28_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CNPY3
LPAR2	ENSG00000064547	ENSG00000064547:19738901-19739048:target	0.418368773067;0.0061834376905;-3.10115620357e-05;-0.515877058096	0.997764166571;0.0071550729005;4.05875572348e-06;0.996860418762	0.028;0.065;0.028;0.915	0.436;0.146;0.026;0.411	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	False	True	True	4	4	0	chr19	-	19738778-19738901;19738313-19738901;19738155-19738901;19738093-19738901	19737352-19738155;19737352-19738155;19738206-19738313;19738657-19738778;19738901-19739048	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/4_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#LPAR2
ATP6V1G2-DDX39B	ENSG00000254870	ENSG00000254870:31500557-31500688:source	-0.231618529774;0.231618529774	0.808775223616;0.808775223616	0.721;0.279	0.492;0.508	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31500688-31503144;31500688-31500689	31500557-31500688;31500689-31503143;31503144-31503262	;;	;;	(31500689, 31503143)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/57_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ATP6V1G2-DDX39B
ATP6V1G2-DDX39B	ENSG00000254870	ENSG00000254870:31503144-31503262:target	-0.23145549024;0.23145549024	0.800100699757;0.800100699757	0.661;0.339	0.432;0.568	s|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31500688-31503144;31503143-31503144	31500557-31500688;31500689-31503143;31503144-31503262	;;	;;	(31500689, 31503143)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/57_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ATP6V1G2-DDX39B
DGUOK	ENSG00000114956	ENSG00000114956:74173846-74174258:source	-0.217695228347;-6.13734447596e-09;2.81727849669e-07;0.207440648461	0.729658789295;2.81251326137e-18;1.82513313119e-17;0.691273880005	0.492;0.025;0.025;0.505	0.265;0.025;0.025;0.725	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e0|3e0	True	True	True	4	3	0	chr2	+	74174033-74177712;74174033-74177728;74174033-74177754;74174033-74185273	74173846-74174258;74177712-74177859;74177712-74177859;74177712-74177859;74185273-74185372	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/18_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#DGUOK
FAM73B	ENSG00000148343	ENSG00000148343:131831355-131831408:target	-0.00810606246335;-0.00942077883577;-0.00650071867885;0.268241260011	0.0180601593934;0.00757758773997;0.0159977775827;0.899078387106	0.342;0.126;0.527;0.026	0.241;0.036;0.440;0.288	t|1e1.2o3|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr9	+	131830611-131831355;131831178-131831355;131831254-131831355;131831354-131831355	131830298-131830679;131831117-131831178;131831213-131831254;131831255-131831354;131831355-131831408	;;;;	;;;;	(131831255, 131831354)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/34_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#FAM73B
SRRM2	ENSG00000167978	ENSG00000167978:2818998-2819548:target	-0.240625294981;0.00161734403477;-1.06504455405e-11;0.211620804921	0.815935260069;1.27310309653e-11;1.93292937109e-18;0.713057644433	0.721;0.042;0.025;0.232	0.483;0.073;0.025;0.445	t|1e1.1o1|1e2.1o3|1e2.2o3|i	True	False	True	3	3	1	chr16	+	2818262-2818998;2818600-2818998;2818768-2818998;2818997-2818998	2817508-2818262;2818506-2818940;2818506-2818940;2818941-2818997;2818998-2819548	;;;;	;;;;	(2818941, 2818997)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/43_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#SRRM2
CD79A	ENSG00000105369	ENSG00000105369:42383060-42383359:source	-0.254395387786;0.254395387786	0.834387119014;0.834387119014	0.337;0.663	0.077;0.923	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr19	+	42383245-42383605;42383359-42383605	42383060-42383359;42383605-42383723;42383605-42383723	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/13_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CD79A
ENSG00000006114	ENSG00000006114	ENSG00000006114:35900689-35902667:source	0.224572843661;-0.15759018221;-0.00322278478591;-3.19856584769e-05	0.700128982109;0.491838612179;0.00349330600627;2.78542136223e-09	0.457;0.262;0.262;0.027	0.720;0.068;0.208;0.025	t|1e1.3o3|2e1.3o3|3e1.3o3|4e0|5e2.1o3	True	True	True	4	3	1	chr17	-	35902667-35913217;35902532-35913217;35902529-35913217;35901359-35902074	35900689-35902667;35913217-35914161;35913217-35914161;35913217-35914161	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/0_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ENSG00000006114
CHERP	ENSG00000085872	ENSG00000085872:16630715-16631076:source	-0.206726967604;0.206726967604	0.686014843776;0.686014843776	0.943;0.057	0.727;0.273	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	16631076-16631175;16631076-16631077	16630715-16631076;16631077-16631174;16631175-16631318	;;	;;	(16631077, 16631174)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/8_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CHERP
CHERP	ENSG00000085872	ENSG00000085872:16631175-16631318:target	-0.207004235772;0.207004235772	0.691753036754;0.691753036754	0.915;0.085	0.695;0.305	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	16631076-16631175;16631174-16631175	16630715-16631076;16631077-16631174;16631175-16631318	;;	;;	(16631077, 16631174)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/8_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CHERP
CIITA	ENSG00000179583	ENSG00000179583:10995371-10995415:source	-0.000593970835813;-0.228551339933;0.317671984617	0.000153240416824;0.578944673029;0.752062773689	0.057;0.597;0.347	0.028;0.255;0.733	s|1e1.2o2|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr16	+	10995415-10995655;10995415-10995895;10995415-10996515	10995371-10995415;10995416-10995894;10995895-10996041;10996515-10996658	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/48_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CIITA
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:source	-0.239336646444;0.239336646444	0.804871981946;0.804871981946	0.831;0.169	0.595;0.405	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr16	+	31198157-31199646;31198566-31198567	31198123-31198566;31198567-31199472;31199473-31199678	;;	;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/8_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:target	-0.298704767632;5.65086047869e-11;0.298081926336	0.932669091109;1.93292950139e-18;0.931799684544	0.716;0.025;0.283	0.425;0.025;0.574	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	31196500-31198123;31196877-31198123;31198122-31198123	31196260-31196500;31196820-31196877;31196878-31198122;31198123-31198566	;;;	;;;	(31196878, 31198122)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/8_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#FUS
FUS	ENSG00000089280	ENSG00000089280:31199473-31199678:target	0.000613555071679;-0.330786629606;0.309625845261	1.43869434485e-15;0.960841329011;0.949312133205	0.026;0.786;0.186	0.045;0.464;0.488	t|1e0|2e1.1o1|2e2.1o2|i	False	True	True	2	3	1	chr16	+	31196500-31199646;31198157-31199646;31199472-31199473	31196260-31196500;31198123-31198566;31198567-31199472;31199473-31199678	;;;	;;;	(31198567, 31199472)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/8_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#FUS
WNK1	ENSG00000060237	ENSG00000060237:990637-990955:target	0.24153289635;-0.24153289635	0.825041380988;0.825041380988	0.711;0.289	0.954;0.046	t|1e0|2e1.2o2|2e2.3o3|3e0	False	True	True	2	3	0	chr12	+	987527-990858;990165-990858	987181-987527;989887-990165;990637-990955	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/4_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#WNK1
WNK1	ENSG00000060237	ENSG00000060237:987181-987527:source	-0.146769530153;-0.132598156521;0.35151314073	0.317324109568;0.386187070616;0.989369210667	0.187;0.247;0.566	0.028;0.070;0.909	s|1e0|2e1.1o1|2e2.1o1|2e3.2o3	True	False	True	3	4	0	chr12	+	987527-988739;987527-989887;987527-990858	987181-987527;988739-989197;989887-990165;990637-990955	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/4_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#WNK1
PQLC3	ENSG00000162976	ENSG00000162976:11317863-11319000:target	7.20298352775e-05;-0.0015968568057;0.388712964269;-0.318022409719	7.49310407604e-08;0.000214922850606;0.968040422732;0.871192676503	0.026;0.072;0.271;0.651	0.031;0.025;0.656;0.315	t|1e1.2o4|1e2.1o1|1e3.2o3|1e4.1o1	False	False	True	4	5	1	chr2	+	11300874-11317863;11304387-11317863;11312171-11317863;11315135-11317863	11300751-11300945;11304330-11304387;11311988-11312172;11315094-11315135;11317863-11319000	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/40_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#PQLC3
PQLC3	ENSG00000162976	ENSG00000162976:11311988-11312172:source	0.000772933482958;-0.333024543613;0.29076415188	0.000258134823514;0.884275158055;0.798376285885	0.090;0.588;0.322	0.111;0.239;0.650	s|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e0	True	False	True	3	4	0	chr2	+	11312171-11312877;11312171-11315094;11312171-11317863	11311988-11312172;11312877-11312950;11315094-11315135;11317863-11319000	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/40_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#PQLC3
RNF111	ENSG00000157450	ENSG00000157450:59383258-59383353:source	0.241774806902;-0.241774806902	0.713757852951;0.713757852951	0.207;0.793	0.497;0.503	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr15	+	59383353-59384712;59383353-59384736	59383258-59383353;59384712-59384839;59384712-59384839	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/37_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#RNF111
PIEZO1	ENSG00000103335	ENSG00000103335:88783431-88783619:source	0.224414047657;-0.184418114761;-0.000166041631598	0.794608202408;0.601047538089;3.48097230906e-08	0.735;0.229;0.036	0.962;0.034;0.026	t|1e1.1o2|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr16	-	88783619-88785982;88783619-88783945;88783619-88783725	88783431-88783619;88783725-88784023;88783725-88784023;88785380-88786129	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/12_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#PIEZO1
UBL7	ENSG00000138629	ENSG00000138629:74751025-74751237:source	2.1679957202e-07;0.00158259131288;0.316843812162;-0.000149969394151;-0.344254652411;2.1679957202e-07	6.74025079368e-09;0.000417412896248;0.899817320569;9.52064474381e-07;0.983578200365;6.74025079368e-09	0.025;0.058;0.530;0.035;0.375;0.025	0.025;0.099;0.855;0.025;0.038;0.025	t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	True	False	True	6	5	1	chr15	-	74751237-74753499;74751237-74753449;74751237-74753378;74751237-74753373;74751237-74753009;74751237-74751360	74751025-74751237;74751360-74751444;74753009-74753119;74753373-74753443;74753373-74753443;74753449-74753523;74753449-74753523	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/29_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#UBL7
UXS1	ENSG00000115652	ENSG00000115652:106774514-106774576:source	1.12759547807e-05;0.207309513711;-3.4193163146e-07;-3.02254944554e-05;-0.00157600098298;-0.000757330059777;9.07412732314e-05;-0.118806577188	5.94563206014e-10;0.667079668319;1.55919118721e-11;3.87860004714e-09;2.10046566267e-05;0.000160894620717;2.1379240433e-06;0.140978509172	0.025;0.593;0.025;0.027;0.065;0.117;0.048;0.154	0.026;0.832;0.025;0.025;0.025;0.097;0.051;0.025	t|1e1.1o2|2e1.2o2|2e2.1o1|2e3.1o3|2e3.2o3|2e3.3o3|2e4.1o2|2e4.2o2	True	True	True	8	5	1	chr2	-	106774576-106780124;106774574-106780123;106774574-106776893;106774574-106776479;106774574-106776463;106774574-106776459;106774574-106775601;106774574-106775558	106774514-106774576;106775558-106775838;106775558-106775838;106776459-106776853;106776459-106776853;106776459-106776853;106776893-106777081;106780123-106780166;106780123-106780166	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/19_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#UXS1
VIPAS39	ENSG00000151445	ENSG00000151445:77920353-77920445:source	0.219054442964;-1.37233361283e-06;-0.229177021823	0.689664057593;2.17079198091e-06;0.723565299147	0.720;0.028;0.269	0.968;0.028;0.028	t|1e1.1o1|1e2.1o3|1e2.3o3	True	False	True	3	3	0	chr14	-	77920445-77923838;77920445-77923661;77920445-77923438	77920353-77920445;77923438-77923756;77923438-77923756;77923838-77924295	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/35_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#VIPAS39
KSR1	ENSG00000141068	ENSG00000141068:25930860-25930914:target	0.216558070619;-0.237647432375;0.000114178253883	0.632398165987;0.687079966788;2.02665654479e-06	0.435;0.542;0.029	0.713;0.255;0.036	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr17	+	25924462-25930860;25928427-25930860;25928984-25930860	25924294-25924462;25928316-25928427;25928919-25928984;25930860-25930914	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/32_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#KSR1
KSR1	ENSG00000141068	ENSG00000141068:25924294-25924462:source	-0.256033346132;0.256033346132	0.778566235606;0.778566235606	0.700;0.300	0.417;0.583	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr17	+	25924462-25928386;25924462-25930860	25924294-25924462;25928316-25928427;25930860-25930914	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/32_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#KSR1
MPHOSPH9	ENSG00000051825	ENSG00000051825:123694603-123694709:target	-0.325573253497;0.325573253497	0.912298075542;0.912298075542	0.826;0.174	0.494;0.506	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	123687922-123694603;123687631-123694603	123687432-123687631;123687661-123687922;123694603-123694709	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/3_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#MPHOSPH9
FAHD2A	ENSG00000115042	ENSG00000115042:96071301-96071551:target	-0.501123917029;-0.000632331630693;0.549471759517	0.991830352961;0.000160492912378;0.999213954641	0.888;0.058;0.057	0.397;0.027;0.593	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr2	+	96068620-96071301;96068740-96071301;96071150-96071301	96068469-96068740;96068469-96068740;96071022-96071150;96071301-96071551	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/18_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#FAHD2A
ARGLU1	ENSG00000134884	ENSG00000134884:107209396-107209479:source	-0.294203290709;8.93407309426e-05;0.289689986403	0.948772933175;2.54760273429e-18;0.934105397213	0.431;0.029;0.534	0.144;0.032;0.816	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr13	-	107209479-107211780;107209479-107209907;107209479-107209480	107209396-107209479;107209480-107209906;107209907-107210043;107211780-107212005	;;;	;;;	(107209480, 107209906)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/27_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ARGLU1
ARGLU1	ENSG00000134884	ENSG00000134884:107211780-107212005:target	-0.00114959773988;-0.29009687458;0.311943343472	6.97038647424e-15;0.922434094718;0.947762078047	0.051;0.477;0.471	0.027;0.193;0.776	s|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr13	-	107209964-107211780;107209479-107211780;107211779-107211780	107209396-107209479;107209907-107210043;107210044-107211779;107211780-107212005	;;;	;;;	(107210044, 107211779)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/27_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ARGLU1
RPL26	ENSG00000161970	ENSG00000161970:8286093-8286531:target	1.33635374137e-06;0.32030955502;1.33635374137e-06;-0.0181836767967;-0.167655653216;-2.0373617161e-06	2.10464329343e-10;0.93176581577;2.10464329343e-10;0.00737036008109;0.545910385942;2.10709647085e-10	0.025;0.435;0.025;0.140;0.411;0.025	0.025;0.754;0.025;0.046;0.192;0.025	s|1e1.2o4|1e1.3o4|1e2.1o1|2e1.3o4|3e1.3o4|4e1.3o4	True	True	True	6	3	0	chr17	-	8285656-8286475;8285633-8286475;8285408-8286475;8285633-8286180;8285633-8286099;8285633-8286093	8285102-8285408;8285461-8285872;8285461-8285872;8285461-8285872;8285461-8285872;8285461-8285872;8286093-8286531	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/39_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#RPL26
THUMPD3-AS1	ENSG00000206573	ENSG00000206573:9432996-9433510:target	-0.000152140635848;-3.20778038009e-07;-0.33406285154;0.000100009055575;-2.13889838244e-05;0.325131466736	1.01100879439e-06;6.61682702927e-09;0.956983976272;4.81550107535e-07;9.14710917152e-05;0.89975402035	0.035;0.025;0.395;0.025;0.075;0.491	0.025;0.025;0.065;0.032;0.074;0.827	s|10e0|11e0|1e0|2e1.3o3|3e1.2o3|4e1.2o3|5e0|6e1.2o3|7e1.2o3|8e0|9e0|i	True	True	False	5	2	1	chr3	-	9432180-9433392;9432181-9433389;9432181-9433363;9432181-9433173;9432181-9433111;9432995-9432996	9431599-9432303;9431599-9432303;9431599-9432303;9431599-9432303;9431599-9432303;9432304-9432995;9432996-9433510	;;;;;;	;;;;;;	(9432304, 9432995)	file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/54_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#THUMPD3-AS1
WDYHV1	ENSG00000156795	ENSG00000156795:124428965-124429172:source	0.230674656917;-0.230674656917	0.690529540254;0.690529540254	0.081;0.919	0.363;0.637	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr8	+	124429096-124440164;124429172-124440164	124428965-124429172;124440164-124440271;124440164-124440271	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/36_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#WDYHV1
SLFN5	ENSG00000166750	ENSG00000166750:33570055-33570277:source	0.201502629433;-0.00226981305602;-0.13122530208	0.616246283436;0.00177500746103;0.345110699079	0.689;0.109;0.202	0.942;0.053;0.025	s|1e1.1o1|2e1.1o1|3e1.1o1	True	True	False	3	2	1	chr17	+	33570162-33585670;33570254-33585670;33570277-33585670	33570055-33570277;33585670-33586839;33585670-33586839;33585670-33586839	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/42_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#SLFN5
ACSL4	ENSG00000068366	ENSG00000068366:108926365-108926895:source	-3.04113107311e-05;2.93564071777e-06;2.93564071777e-06;2.93564071777e-06;2.93564071777e-06;-0.0175139892719;0.480758438667;2.93564071777e-06;-0.0172469372196;-2.91162664585e-05;-0.0928591629331;-0.000821551634115	2.73226052118e-08;2.2879309247e-08;2.2879309247e-08;2.2879309247e-08;2.2879309247e-08;0.0029715736612;0.997710011628;2.2879309247e-08;0.0359166290839;2.70298620331e-08;0.280527315896;1.38642738898e-05	0.028;0.025;0.025;0.025;0.025;0.106;0.285;0.025;0.249;0.027;0.255;0.064	0.025;0.025;0.025;0.025;0.025;0.025;0.754;0.025;0.125;0.025;0.071;0.038	t|1e1.1o1|1e2.1o2|1e5.1o1|2e1.1o1|2e2.1o2|3e1.1o1|3e2.1o2|3e3.1o1|3e4.1o1|4e1.1o1|4e2.1o2|4e4.1o1	True	True	True	12	6	1	chrX	-	108926895-108976368;108926895-108939373;108926895-108928656;108926781-108976368;108926781-108939373;108926604-108976368;108926604-108939373;108926604-108935265;108926604-108934232;108926601-108976368;108926601-108939373;108926601-108934232	108926365-108926895;108928656-108928673;108934232-108934360;108934232-108934360;108935265-108935376;108938880-108939425;108938880-108939425;108938880-108939425;108938880-108939425;108976368-108976632;108976368-108976632;108976368-108976632;108976368-108976632	;;;;;;;;;;;;	;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/5_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ACSL4
ACSL4	ENSG00000068366	ENSG00000068366:108938880-108939425:target	-0.108230451691;7.36680347946e-06;7.36680347946e-06;7.36680347946e-06;0.472341415302;-0.225715481837	0.330045779788;1.816254003e-07;1.816254003e-07;1.816254003e-07;0.995274209351;0.7049828189	0.240;0.025;0.025;0.025;0.393;0.356	0.048;0.026;0.026;0.026;0.855;0.084	s|1e1.1o1|1e2.1o1|1e3.1o4|1e3.2o4|1e3.3o4|1e3.4o4|2e0	True	True	True	6	4	1	chrX	-	108934360-108939373;108928673-108939373;108926895-108939373;108926781-108939373;108926604-108939373;108926601-108939373	108926365-108926895;108926365-108926895;108926365-108926895;108926365-108926895;108928656-108928673;108934232-108934360;108938880-108939425	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/5_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#ACSL4
NAA60	ENSG00000122390	ENSG00000122390:3534762-3535207:source	0.362479342422;-0.362479342422	0.998998629738;0.998998629738	0.594;0.406	0.948;0.052	s|1e0|2e0|3e0|4e0|5e1.1o1|6e1.1o1|7e0	True	True	False	2	2	0	chr16	+	3535061-3535467;3535083-3535467	3534762-3535207;3535467-3536963;3535467-3536963	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/21_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#NAA60
PRUNE	ENSG00000143363	ENSG00000143363:150997087-150997271:target	-3.30108877335e-06;0.370477007811;-0.369227491174	1.27164370073e-07;0.920372155065;0.918251509239	0.026;0.259;0.733	0.026;0.639;0.353	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	0	chr1	+	150981147-150997087;150990380-150997087;150991145-150997087	150980896-150981147;150990288-150990380;150990943-150991145;150997087-150997271	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/32_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#PRUNE
CENPN	ENSG00000166451	ENSG00000166451:81040103-81041050:source	0.251722519408;-0.251722519408	0.814491127613;0.814491127613	0.701;0.299	0.968;0.032	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr16	+	81040882-81045535;81041050-81045535	81040103-81041050;81045535-81045715;81045535-81045715	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH1e//summaries/42_Th1_p_A_Th1_e_A.deltapsi_quantify_deltapsi.html#CENPN
